"state","district","party","birthday","gender","nominate_dim1","nominate_dim2","seniority_113","seniority_114","seniority_1151","seniority_1152","seniority_116","seniority_117","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","Dmajority_3","Dmajority_4","Dmajority_51","Dmajority_52","Dmajority_6","Dmajority_7","Geographical","all_votes_minus","all_votes_plus"
"NC",11,"R",1959,"M",0.605,0.201,1,2,3,3,4,4,2.5,0,6.5,0,16,0,13,0.5,3.85,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"NC",13,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"ND",0,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"OH",12,"R",1962,"M",0.386,0.026,7,8,9,9,9,9,53.15,0,45.8,0,3.5,0,2.5,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"OH",16,"R",1958,"M",0.387,0.143,2,3,4,4,4,4,29.75,0.3,39.48,1,170.825,2.5,199.675,2.6,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"OK",1,"R",1975,"M",0.689,0.157,1,2,3,3,3,3,10.75,0,18,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"OR",2,"R",1957,"M",0.333,0.011,8,9,10,10,11,11,43.25,2,85.85,0,133.35,2,190.85,0,105,0,NA,NA,0,0,0,0,1,1,"WE",1,0
"PA",1,"D",1945,"M",0.484,0.225,9,10,11,11,11,11,0,0,20.275,0,0,0,0.25,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"PA",8,"R",1963,"M",0.202,0.186,3,4,4,4,4,4,25.9,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",9,"R",1961,"M",0.374,0.323,7,8,9,9,9,9,106.85,1,127.362,0,3,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",10,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",11,"R",1956,"M",0.278,0.393,2,3,4,4,4,4,13.05,0,27,0,86.525,0.9,89.505,0.9,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",12,"R",1962,"M",0.498,0.044,1,2,3,3,3,3,81.85,0,45.45,0,77.2,1.25,92.799,1,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",15,"R",1960,"M",0.244,0.085,5,6,7,7,7,7,56.919,0,21.5,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",16,"R",1939,"M",0.538,0.012,9,10,10,10,10,10,34,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"PA",18,"R",1952,"M",0.258,0.198,6,7,8,8,8,8,74.25,0,53.25,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"SC",4,"R",1964,"M",0.655,0.002,2,3,4,4,4,4,9.5,0,15.2,0,3.75,0,2.75,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"SC",5,"R",1967,"M",0.75,0.592,2,3,4,4,4,4,15.5,0,11.5,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"SD",0,"R",1971,"F",0.398,0.326,2,3,4,4,4,4,48.65,6.7,37.95,1,3.5,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"TN",1,"R",1945,"M",0.486,0.024,3,4,5,5,6,6,4.5,0,0.5,0,3.7,0,3.7,0,0.5,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"TN",2,"R",1947,"M",0.604,0.476,14,15,16,16,16,16,6.5,0,4,2,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TN",6,"R",1951,"F",0.58,0.219,2,3,4,4,4,4,27.625,0,23,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TN",7,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TN",8,"R",1973,"M",0.526,0.181,2,3,3,3,3,3,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",2,"R",1948,"M",0.594,0.029,5,6,7,7,7,7,44.25,0,34.05,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",3,"R",1930,"M",0.61,0.277,12,13,14,14,14,14,18,0,7,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",5,"R",1957,"M",0.703,0.04,6,7,8,8,8,8,22.1,0,25.65,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",6,"R",1949,"M",0.528,0.047,14,15,16,16,16,16,84.5,0,63.65,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",7,"R",1956,"M",0.503,0.366,7,8,9,9,9,9,36.6,1,60.45,0.5,117.127,4.7,131.32,6.2,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",11,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",13,"R",1958,"M",0.525,0.313,10,11,12,12,13,13,36.875,1.25,40.825,8,22.475,0.3,29.475,0.3,43.075,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",15,"D",1940,"M",0.34,0.235,9,10,10,10,10,10,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"TX",16,"D",1972,"M",0.304,0.331,1,2,3,3,3,3,15.5,0,0,0,142.414,27.909,189.679,30.422,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"TX",17,"R",1954,"M",0.572,0.293,2,3,4,4,5,5,95.05,10.4,69.65,0,64.8,0,68.3,0,57,0.25,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",19,"R",1949,"M",0.628,0.322,6,7,7,7,7,7,21.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",21,"R",1947,"M",0.425,0.061,14,15,16,16,16,16,50.55,0,34.3,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",22,"R",1962,"M",0.548,0.308,3,4,5,5,6,6,124.2,0,137.8,0,69.478,0,91.378,0,85.188,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",24,"R",1951,"M",0.6,0.154,5,6,7,7,8,8,48.715,0,47.2,0,28,0,26.5,0,18.761,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",27,"R",1961,"M",0.548,0.016,2,3,4,4,4,4,32.1,0,26.55,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"UT",1,"R",1951,"M",0.537,0.105,6,7,8,8,9,9,23.3,0.25,45.666,0,24.1,0,23.1,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"UT",3,"R",1967,"M",0.647,0.278,3,4,5,5,5,5,13.25,0,16.5,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"VA",2,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"VA",4,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"VA",6,"R",1952,"M",0.496,0.002,11,12,13,13,13,13,24,0,32.95,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"WA",7,"D",1936,"M",0.666,0.197,13,14,14,14,14,14,1.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"WA",10,"D",1952,"M",0.312,0.128,1,2,3,3,4,4,3.5,0,3,0,6.5,0.25,6.5,0.25,1,0,NA,NA,0,0,0,0,1,1,"WE",0,1
"WI",5,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"WI",7,"R",1971,"M",0.511,0.109,2,3,4,4,5,5,23,0,18.85,0,22.7,0,25.2,0,13.3,0,NA,NA,0,0,0,0,1,1,"MW",1,0
"WI",8,"R",1956,"M",0.603,0.333,2,3,3,3,3,3,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"AL",1,"R",1955,"M",0.61,0.25,1,2,3,3,4,4,4.5,2.6,17.5,0,10,0,14.5,2.7,39.7,8,NA,NA,0,0,0,0,1,1,"SO",1,0
"AZ",2,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",45,"R",1962,"F",0.433,0.177,0,1,2,2,2,2,NA,NA,24.5,2,46.5,0,43.9,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"FL",26,"R",1980,"M",0.211,0.185,0,1,2,2,2,2,NA,NA,44.5,2.75,32.5,1,23.55,1,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"IA",1,"R",1955,"M",0.527,0.488,0,1,2,2,2,2,NA,NA,12.3,1.5,39.523,8.037,56.773,13.037,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"IA",3,"R",1968,"M",0.442,0.038,0,1,2,2,2,2,NA,NA,21.9,7,38.467,20.787,58.027,30.787,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"LA",5,"R",1954,"M",0.541,0.257,0,1,2,2,3,3,NA,NA,12,0,10.7,0,9.2,0,0,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"ME",2,"R",1953,"M",0.36,0.182,0,1,2,2,2,2,NA,NA,27.25,2.65,24.5,3.043,28.1,1,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"MI",8,"R",1967,"M",0.451,0.095,0,1,2,2,2,2,NA,NA,23.2,3.504,58.709,5.537,76.601,5.287,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MI",11,"R",1960,"M",0.369,0.257,0,1,2,2,2,2,NA,NA,8.5,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"NJ",3,"R",1960,"M",0.206,0.274,0,1,2,2,2,2,NA,NA,28.1,0,16.928,0,14.7,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"NY",11,"R",1956,"M",0.227,0.095,0,1,2,2,2,2,NA,NA,9,0,39.7,2,28.9,2,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"NC",6,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"OK",5,"R",1963,"M",0.473,0.183,0,1,2,2,2,2,NA,NA,45.75,0,41.65,0,37.65,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",4,"R",1965,"M",0.693,0.113,0,1,2,2,3,3,NA,NA,23.5,0,10.5,0,16.5,0,5,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"TX",23,"R",1977,"M",0.287,0.228,0,1,2,2,3,3,NA,NA,130.656,3.033,151.55,4.95,177.443,5.9,119.847,0.25,NA,NA,0,0,0,0,1,1,"SO",1,0
"UT",4,"R",1975,"F",0.542,0.056,0,1,2,2,2,2,NA,NA,24.465,0,29.311,1.095,36.811,0.115,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"VA",7,"R",1964,"M",0.829,0.325,1,2,3,3,3,3,0,0,9.875,1.25,12.5,2,17.6,2,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"VA",10,"R",1959,"F",0.276,0.389,0,1,2,2,2,2,NA,NA,36.5,0.25,46.05,0,55.65,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"WV",3,"R",1960,"M",0.315,0.308,0,1,2,2,2,2,NA,NA,27.5,0,61.15,2,31.2,2,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",19,"R",1953,"M",0.501,0.494,0,0,1,1,2,2,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,1,1,"SO",0,1
"GA",6,"R",1962,"F",0.493,0.305,0,0,1,1,1,1,NA,NA,NA,NA,40.325,0,41.85,0.25,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"KS",1,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MI",10,"R",1961,"M",0.422,0.311,0,0,1,1,2,2,NA,NA,NA,NA,15.5,0,16.5,10,14,0,NA,NA,0,0,0,0,1,1,"MW",1,0
"MN",2,"R",1955,"M",0.506,0.197,0,0,1,1,1,1,NA,NA,NA,NA,38.23,5.287,63.422,5.287,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MT",0,"R",1961,"M",0.431,0.085,0,0,1,1,2,2,NA,NA,NA,NA,77.918,5.9,90.368,5.9,36.711,0,NA,NA,0,0,0,0,1,1,"WE",1,0
"NV",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"NV",4,"D",1980,"M",0.397,0.226,0,0,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"NY",19,"R",1952,"M",0.234,0.008,0,0,1,1,1,1,NA,NA,NA,NA,44.117,7.287,64.22,18.486,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"VA",2,"R",1979,"M",0.456,0.021,0,0,1,1,1,1,NA,NA,NA,NA,62.359,5.287,67.499,5.287,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
