"state","district","party","birthday","gender","nominate_dim1","nominate_dim2","seniority_113","seniority_114","seniority_1151","seniority_1152","seniority_116","seniority_117","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","Dmajority_3","Dmajority_4","Dmajority_51","Dmajority_52","Dmajority_6","Dmajority_7","Geographical","all_votes_minus","all_votes_plus"
"OR",3,"D",1948,"M",0.427,0.641,10,11,12,12,13,14,5.75,7.75,8.25,8.95,14.75,9.125,14.5,9.225,0.75,0,0.25,0.5,0,0,0,0,1,1,"WE",0,1
"OR",4,"D",1947,"M",0.427,0.002,14,15,16,16,17,18,2.5,0.5,0.25,0,4.05,0,2.575,0,6.5,0,14.5,0,0,0,0,0,1,1,"WE",0,1
"OR",5,"D",1951,"M",0.182,0.054,3,4,5,5,6,7,5,1.05,29.75,0,29,0,38.5,0,43,0,55.5,0,0,0,0,0,1,1,"WE",0,1
"PA",NA,"R",1948,"M",0.373,0.41,2,3,4,4,5,6,65.75,0,30.85,2.7,32.8,2.7,40.8,5.4,53.738,0,19.9,0,0,0,0,0,1,1,"NE",0,1
"PA",NA,"R",1962,"M",0.677,0.461,1,2,3,3,4,5,9.5,0,22.5,0,23.2,0,32.2,0,13.2,3.5,3.133,0,0,0,0,0,1,1,"NE",0,1
"PA",NA,"R",1959,"M",0.331,0.357,3,4,5,5,6,7,34.63,0,36,0,33.1,0,34.6,0,20.55,0,15.1,0,0,0,0,0,1,1,"NE",0,1
"PA",NA,"D",1953,"M",0.331,0.099,10,11,12,12,13,14,37.5,0,42,0,6,2.7,13,5.4,43,0,8,0,0,0,0,0,1,1,"NE",0,1
"PA",NA,"D",1961,"M",0.349,0.005,1,2,3,3,4,5,0,0.5,1,0,5,0,2.5,1,3,0,6.5,0,0,0,0,0,1,1,"NE",0,1
"RI",1,"D",1961,"M",0.389,0.262,2,3,4,4,5,6,2.25,1,0.5,1,0.46,0,0.48,0,1.055,0,1,5.8,0,0,0,0,1,1,"NE",0,1
"RI",2,"D",1964,"M",0.375,0.114,7,8,9,9,10,11,3.05,0,5,0,1.3,0,1.3,0,0.3,0,2,0,0,0,0,0,1,1,"NE",0,1
"SC",2,"R",1947,"M",0.531,0.147,7,8,9,9,10,11,8.5,0,14.75,0,25.4,2.7,19.4,2.7,7.5,0,3.5,0,0,0,0,0,1,1,"SO",0,1
"SC",3,"R",1966,"M",0.701,0.1,2,3,4,4,5,6,20.61,0,7,0,31,1,36.5,2,22,0,13.5,0,0,0,0,0,1,1,"SO",0,1
"SC",6,"D",1940,"M",0.465,0.25,11,12,13,13,14,15,52,1.5,55.5,0,43,0,45.5,0,59.3,0,83,0,0,0,0,0,1,1,"SO",0,1
"SC",7,"R",1957,"M",0.558,0.217,1,2,3,3,4,5,11.5,0,28.75,0,33.2,0,22.7,2,13.5,0,20.15,0,0,0,0,0,1,1,"SO",0,1
"TN",3,"R",1962,"M",0.434,0.406,2,3,4,4,5,6,14,6.7,20,0,10,0,13.5,0,15.8,0,15.5,0,0,0,0,0,1,1,"SO",0,1
"TN",4,"R",1964,"M",0.581,0.046,2,3,4,4,5,6,0.5,0,10.65,0,0,0,0,0,6.1,0,NA,NA,0,0,0,0,1,1,"SO",0,1
"TN",5,"D",1954,"M",0.164,0.033,10,11,12,12,13,14,6.7,0,4.75,0,5.5,0,3,0,3.5,0,21.9,0,0,0,0,0,1,1,"SO",0,1
"TN",9,"D",1949,"M",0.392,0.326,4,5,6,6,7,8,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"SO",0,1
"TX",1,"R",1953,"M",0.644,0.406,5,6,7,7,8,9,16.7,0,10.95,0,10.25,0,16.95,0,6.05,0,0,0,0,0,0,0,1,1,"SO",0,1
"TX",8,"R",1955,"M",0.52,0.239,9,10,11,11,12,13,110.05,1,185,3,136.85,6,136,6,98.5,0,22.7,0,0,0,0,0,1,1,"SO",1,0
"TX",9,"D",1947,"M",0.443,0.29,5,6,7,7,8,9,0,0,2,0,0,0,0,0,1.5,0,0,0,0,0,0,0,1,1,"SO",0,1
"TX",10,"R",1962,"M",0.416,0.144,5,6,7,7,8,9,50.35,0,58.95,0,38.55,0.25,57.8,0.25,50.088,1,25.009,0,0,0,0,0,1,1,"SO",0,1
"TX",12,"R",1943,"F",0.404,0.235,9,10,11,11,12,13,25.7,0,43.25,1,39.1,0,36.6,0,39.1,0,4,0,0,0,0,0,1,1,"SO",0,1
"TX",14,"R",1953,"M",0.73,0.017,1,2,3,3,4,5,32.25,0,26.25,0,52.5,0.5,46.1,0.5,11.5,0,1,0,0,0,0,0,1,1,"SO",0,1
"TX",18,"D",1950,"F",0.46,0.125,10,11,12,12,13,14,2.5,0,5,0,4.3,0,2.3,0,3.05,0,1.5,0,0,0,0,0,1,1,"SO",0,1
"TX",20,"D",1974,"M",0.404,0.071,1,2,3,3,4,5,16,0,7.3,0,4.2,0,4.05,0.05,NA,NA,0,0,0,0,0,0,1,1,"SO",0,1
"TX",25,"R",1949,"M",0.595,0.063,1,2,3,3,4,5,58.8,0,32.3,0,18.35,0,10.85,0,62.588,0,32.959,0,0,0,0,0,1,1,"SO",0,1
"TX",26,"R",1950,"M",0.567,0.185,6,7,8,8,9,10,34.9,0,15.5,0,13,0,14,0,9.1,0,5.75,0,0,0,0,0,1,1,"SO",0,1
"TX",30,"D",1935,"F",0.485,0.198,11,12,13,13,14,15,2,0,1,0,0,0,0,0,3.5,0,NA,NA,0,0,0,0,1,1,"SO",0,1
"TX",31,"R",1941,"M",0.485,0.565,6,7,8,8,9,10,18,0,28,0,14,0,32.5,1,24.522,0,14.012,0,0,0,0,0,1,1,"SO",0,1
"TX",NA,"R",1955,"M",0.588,0.149,9,10,11,11,11,12,61.95,0.5,45,0,50.4,9.6,72.9,9.6,NA,NA,11.6,0,0,0,0,0,1,1,"SO",1,0
"TX",NA,"D",1946,"M",0.402,0.322,10,11,12,12,13,14,2,2.25,0,0,2.7,0,2.7,0,0,0,2.9,0,0,0,0,0,1,1,"SO",0,1
"UT",2,"R",1960,"M",0.499,0.167,1,2,3,3,4,5,18.25,0,42,0,16.15,0,21.65,0,6.5,0,2,0,0,0,0,0,1,1,"WE",0,1
"VT",0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"VA",1,"R",1959,"M",0.451,0.001,4,5,6,6,7,8,2.5,1,9,0,19,0,22.5,0,30.988,0,8,0,0,0,0,0,1,1,"SO",0,1
"VA",3,"D",1947,"M",0.45,0.012,11,12,13,13,14,15,5,0,4,0,3,0,5.25,0,5,0,0.25,0,0,0,0,0,1,1,"SO",0,1
"VA",9,"R",1958,"M",0.52,0.365,2,3,4,4,5,6,33,0,49.05,0,41,0,55.95,2,44,0,8,0,0,0,0,0,1,1,"SO",0,1
"VA",11,"D",1950,"M",0.307,0.038,3,4,5,5,6,7,4,0,4,1,6.5,0,7.5,0,5.75,0,6.8,0,0,0,0,0,1,1,"SO",0,1
"WA",1,"D",1962,"F",0.292,0.19,2,3,4,4,5,6,10.55,0,5.99,0,3.185,0,7.685,0.5,4,0,1.5,0,0,0,0,0,1,1,"WE",0,1
"WA",2,"D",1965,"M",0.365,0.178,7,8,9,9,10,11,6.5,0,15,0,5,0,8.5,0,11.5,0,20,0,0,0,0,0,1,1,"WE",0,1
"WA",3,"R",1978,"F",0.336,0.129,2,3,4,4,5,6,14.495,0,4.77,0,9.5,0,9.75,0,16.988,0.25,21.783,0,0,0,0,0,1,1,"WE",1,0
"WA",5,"R",1969,"F",0.432,0.11,5,6,7,7,8,9,46.71,1.75,73.99,6,95.814,5,97.924,6,66.838,0,137.398,0,0,0,0,0,1,1,"WE",0,1
"WA",6,"D",1974,"M",0.312,0.009,1,2,3,3,4,5,6.5,1,4.5,0,9.75,0,9.775,0,7.175,0,7.6,0,0,0,0,0,1,1,"WE",0,1
"WA",9,"D",1965,"M",0.288,0.165,9,10,11,11,12,13,6.325,0,3.5,0,3.5,0,7,0,8.8,6,6.4,0,0,0,0,0,1,1,"WE",0,1
"WV",1,"R",1947,"M",0.3,0.178,2,3,4,4,5,6,109.6,0,45.2,0,59.175,3.7,59.375,4.7,35.7,0,4,0,0,0,0,0,1,1,"SO",0,1
"WI",2,"D",1964,"M",0.531,0.561,1,2,3,3,4,5,12.6,0.5,3.5,0,10,0,15.5,0,2,0,1,0,0,0,0,0,1,1,"MW",0,1
"WI",3,"D",1963,"M",0.26,0.08,9,10,11,11,12,13,13.25,3,9,0,16.5,0.5,10.5,0.5,10.75,0,12,3.4,0,0,0,0,1,1,"MW",0,1
"WI",4,"D",1951,"F",0.526,0.258,5,6,7,7,8,9,1,0,4.5,0,2,0,2,0,4,0,2.5,0,0,0,0,0,1,1,"MW",0,1
"AL",6,"R",1954,"M",0.679,0.102,0,1,2,2,3,4,NA,NA,9,0,8.75,1,7.25,0,9,0,17.3,0,0,0,0,0,1,1,"SO",1,0
"AZ",NA,"D",1979,"M",0.418,0.069,0,1,2,2,3,4,NA,NA,7.05,5.1,5.05,0,3.5,10,37.5,0,13,0,0,0,0,0,1,1,"WE",0,1
"AR",2,"R",1956,"M",0.437,0.27,0,1,2,2,3,4,NA,NA,18.5,0,22.4,0,24.55,1.5,30.838,0,23.733,0,0,0,0,0,1,1,"SO",1,0
"AR",4,"R",1967,"M",0.55,0.305,0,1,2,2,3,4,NA,NA,17.85,0,40.9,1,38.45,1,16,0,29.4,0,0,0,0,0,1,1,"SO",1,0
"CA",NA,"D",1952,"M",0.523,0.372,0,1,2,2,3,4,NA,NA,2.5,0,2,1.7,6.05,1.6,6.15,0,1.1,0,0,0,0,0,1,1,"WE",0,1
"CA",NA,"D",1979,"M",0.31,0.141,0,1,2,2,3,4,NA,NA,9.925,0.045,13.44,0.75,11.219,0.75,23.231,0,9.8,0,0,0,0,0,1,1,"WE",0,1
"CA",NA,"D",1969,"M",0.374,0.229,0,1,2,2,3,4,NA,NA,9,0,3.65,0,5.15,0,5.75,0,7.4,0,0,0,0,0,1,1,"WE",0,1
"CA",35,"D",1965,"F",0.363,0.046,0,1,2,2,3,4,NA,NA,1,0,2.75,0,2.75,0,6.5,0,2.25,0,0,0,0,0,1,1,"WE",0,1
"CO",4,"R",1959,"M",0.656,0.431,0,1,2,2,3,4,NA,NA,22.5,2.5,20.95,6.4,23.75,6.4,2,0,2.01,0,0,0,0,0,1,1,"WE",1,0
"GA",1,"R",1957,"M",0.562,0.317,0,1,2,2,3,4,NA,NA,11.1,0,30,0,30.8,2,29.3,0,2.25,0,0,0,0,0,1,1,"SO",1,0
"GA",10,"R",1960,"M",0.797,0.242,0,1,2,2,3,4,NA,NA,2.5,0,6,1.5,7.5,1,1.5,0,0,0,0,0,0,0,1,1,"SO",1,0
"GA",11,"R",1963,"M",0.682,0.003,0,1,2,2,3,4,NA,NA,14.875,0,13.5,0,11.5,0,6.3,0,0,0,0,0,0,0,1,1,"SO",1,0
"GA",12,"R",1951,"M",0.692,0.291,0,1,2,2,3,4,NA,NA,7.45,0.35,6,0,3.5,0,1.5,0,1.25,0,0,0,0,0,1,1,"SO",1,0
"IL",12,"R",1960,"M",0.384,0.031,0,1,2,2,3,4,NA,NA,38.95,0,55.08,11.7,65.273,11.7,33.888,0,5.5,0,0,0,0,0,1,1,"MW",1,0
"IL",NA,"R",1968,"M",0.458,0.217,0,1,2,2,3,4,NA,NA,46.4,7.2,36.15,13.7,36.15,8.7,43.35,0,58.9,0,0,0,0,0,1,1,"MW",1,0
"LA",6,"R",1972,"M",0.43,0.029,0,1,2,2,3,4,NA,NA,112.499,2.7,57.45,6.4,99.946,6.4,62.4,0,18.5,0,0,0,0,0,1,1,"SO",1,0
"MA",5,"D",1963,"F",0.482,0.316,1,2,3,3,4,5,7.2,0.25,2,0,5,0,4.5,0,4.8,0,0,0,0,0,0,0,1,1,"NE",0,1
"MA",6,"D",1978,"M",0.282,0.044,0,1,2,2,3,4,NA,NA,1,0.15,0,0,1.1,0,1.75,0.25,0,0,0,0,0,0,1,1,"NE",0,1
"MI",NA,"R",1961,"M",0.45,0.169,0,1,2,2,3,4,NA,NA,9.5,0,20.9,0,22.4,0,9.5,0,14,0,0,0,0,0,1,1,"MW",1,0
"MI",NA,"D",1953,"F",0.404,0.157,0,1,2,2,3,4,NA,NA,10,0.25,12.5,0.25,15,0.55,26.4,0,14.85,0,0,0,0,0,1,1,"MW",0,1
"MI",14,"D",1954,"F",0.448,0.039,0,1,2,2,3,4,NA,NA,7.5,0,6.5,0,16.5,0,11,0,5,0,0,0,0,0,1,1,"MW",0,1
"MN",6,"R",1961,"M",0.468,0.09,0,1,2,2,3,4,NA,NA,5.9,0,13.7,11.803,16.2,10.01,15.8,0,9.9,0,0,0,0,0,1,1,"MW",1,0
"MS",1,"R",1966,"M",0.637,0.273,0,1,2,2,3,4,NA,NA,10.2,0,8.1,0,7.2,0,9.25,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"NJ",1,"D",1958,"M",0.421,0.328,1,2,3,3,4,5,0,0,32.736,0,10.999,0.25,18.249,0.25,25.3,0,6.9,0,0,0,0,0,1,1,"NE",0,1
"NJ",12,"D",1945,"F",0.608,0.193,0,1,2,2,3,4,NA,NA,2,1.5,3,0,4.5,0,4.5,0,2.5,0,0,0,0,0,1,1,"NE",0,1
"NY",1,"R",1980,"M",0.397,0.129,0,1,2,2,3,4,NA,NA,13.15,0.3,18.08,0,17.375,0,47.988,0,2.463,0,0,0,0,0,1,1,"NE",1,0
"NY",4,"D",1965,"F",0.28,0.039,0,1,2,2,3,4,NA,NA,3.5,1,6.1,0.5,2.7,0.5,2.25,0,4,0,0,0,0,0,1,1,"NE",0,1
"NY",24,"R",1962,"M",0.185,0.013,0,1,2,2,3,4,NA,NA,48.05,0,30.543,0.25,59.295,5.287,29.071,0,23.67,0,0,0,0,0,1,1,"NE",0,1
"NC",7,"R",1972,"M",0.564,0.247,0,1,2,2,3,4,NA,NA,14.35,0,24.5,1,25.5,3,19.988,0,2.5,0,0,0,0,0,1,1,"SO",1,0
"NC",12,"D",1946,"F",0.468,0.017,1,2,3,3,4,5,0,0,3.75,0,6.5,0,8,0,6.5,0,4.5,0,0,0,0,0,1,1,"SO",0,1
"OH",8,"R",1970,"M",0.659,0.355,0,1,2,2,3,4,NA,NA,4,0,2.5,0,2.5,0,0,0,2.5,0,0,0,0,0,1,1,"MW",1,0
"PA",NA,"D",1977,"M",0.391,0.139,0,1,2,2,3,4,NA,NA,9.5,0,5,0,3.5,0,2,0,4.5,0,0,0,0,0,1,1,"NE",0,1
"TX",36,"R",1948,"M",0.711,0.074,0,1,2,2,3,4,NA,NA,19.8,1,26.1,0,32.55,1,19.5,0,6.9,0,0,0,0,0,1,1,"SO",1,0
"VA",8,"D",1950,"M",0.385,0.095,0,1,2,2,3,4,NA,NA,16.45,1,12.2,1,16.7,1.25,11.4,5.6,4.275,3.8,0,0,0,0,1,1,"SO",0,1
"WA",4,"R",1955,"M",0.316,0.347,0,1,2,2,3,4,NA,NA,23,0.25,21.7,2.14,23.2,2.14,7.25,1,42.05,0,0,0,0,0,1,1,"WE",1,0
"WV",2,"R",1971,"M",0.564,0.222,0,1,2,2,3,4,NA,NA,14.1,0.25,26.8,2,25.3,1.25,23.988,0,3.85,0,0,0,0,0,1,1,"SO",1,0
"WI",6,"R",1955,"M",0.599,0.225,0,1,2,2,3,4,NA,NA,17.01,0.25,22.4,0.75,18.55,0.75,13.011,0,8.5,0,0,0,0,0,1,1,"MW",1,0
"AZ",1,"D",1946,"M",0.198,0.18,0,0,1,1,2,3,NA,NA,NA,NA,16.06,0.4,11.06,0.4,11.75,0,19.3,0,0,0,0,0,1,1,"WE",0,1
"AZ",5,"R",1958,"M",0.827,0.562,0,0,1,1,2,3,NA,NA,NA,NA,17.9,0,16.9,0,27.25,0,5,0,0,0,0,0,1,1,"WE",1,0
"CA",17,"D",1976,"M",0.504,0.255,0,0,1,1,2,3,NA,NA,NA,NA,0,0.027,0,0.052,2.257,0,4.331,1,0,0,0,0,1,1,"WE",0,1
"CA",NA,"D",1969,"M",0.288,0.126,0,0,1,1,2,3,NA,NA,NA,NA,15,0,18.5,0,4.5,0,7.75,3.4,0,0,0,0,1,1,"WE",0,1
"CA",24,"D",1964,"M",0.31,0.101,0,0,1,1,2,3,NA,NA,NA,NA,7.975,0.118,8.975,0.118,4.25,0,11,0,0,0,0,0,1,1,"WE",0,1
"CA",34,"D",1974,"M",0.542,0.302,0,0,1,1,2,3,NA,NA,NA,NA,2.5,0,2.5,0,8.5,0,14.5,0,0,0,0,0,1,1,"WE",0,1
"CA",44,"D",1976,"F",0.506,0.105,0,0,1,1,2,3,NA,NA,NA,NA,4.5,0.115,4.5,0.096,3,0,3.5,0,0,0,0,0,1,1,"WE",0,1
"CA",46,"D",1958,"M",0.29,0.234,0,0,1,1,2,3,NA,NA,NA,NA,14,0,15.5,0,19,0,16.5,0,0,0,0,0,1,1,"WE",0,1
"DE",0,"D",1962,"F",0.347,0.153,0,0,1,1,2,3,NA,NA,NA,NA,5.5,0,7.5,0,12.5,0,19.5,2.5,0,0,0,0,1,1,"SO",0,1
"FL",2,"R",1953,"M",0.503,0.371,0,0,1,1,2,3,NA,NA,NA,NA,6.5,0,6.5,0,2.5,0,2.5,0,0,0,0,0,1,1,"SO",1,0
"FL",NA,"R",1952,"M",0.426,0.068,0,0,1,1,2,3,NA,NA,NA,NA,3.7,0,5.7,0,3.5,0,1,0,0,0,0,0,1,1,"SO",1,0
"FL",5,"D",1948,"M",0.26,0.076,0,0,1,1,2,3,NA,NA,NA,NA,3,0,4,0,1.5,0,2.5,0,0,0,0,0,1,1,"SO",0,1
"FL",7,"D",1978,"F",0.161,0.123,0,0,1,1,2,3,NA,NA,NA,NA,7.4,1.2,6.5,1.2,7.55,1,35.65,0,0,0,0,0,1,1,"SO",0,1
"FL",9,"D",1978,"M",0.361,0.167,0,0,1,1,2,3,NA,NA,NA,NA,6,0,13.6,0,2.5,0,6,0,0,0,0,0,1,1,"SO",0,1
"FL",10,"D",1957,"F",0.322,0.006,0,0,1,1,2,3,NA,NA,NA,NA,4,0,4,0,3.5,0,7.132,0.5,0,0,0,0,1,1,"SO",0,1
"FL",13,"D",1956,"M",0.227,0.079,0,0,1,1,2,3,NA,NA,NA,NA,1.5,0.25,2,0,11.2,0,4.9,0,0,0,0,0,1,1,"SO",0,1
"FL",NA,"R",1980,"M",0.462,0.359,0,0,1,1,2,3,NA,NA,NA,NA,47.987,6.387,67.084,6.367,24.407,0,2.906,0,0,0,0,0,1,1,"SO",0,1
"GA",3,"R",1966,"M",0.597,0.22,0,0,1,1,2,3,NA,NA,NA,NA,14.35,0,14.25,0,18.2,0,24.8,0,0,0,0,0,1,1,"SO",1,0
"IL",8,"D",1973,"M",0.328,0.03,0,0,1,1,2,3,NA,NA,NA,NA,22.2,9.95,11.05,8.95,32.25,0,16.949,1,0,0,0,0,1,1,"MW",0,1
"IN",3,"R",1979,"M",0.651,0.058,0,0,1,1,2,3,NA,NA,NA,NA,16,0,13.5,0,11,0,6,0,0,0,0,0,1,1,"MW",1,0
"IN",9,"R",1983,"M",0.417,0.243,0,0,1,1,2,3,NA,NA,NA,NA,18.5,8.5,17,8.5,11,0,12.5,0,0,0,0,0,1,1,"MW",1,0
"KS",4,"R",1956,"M",0.643,0.058,0,0,1,1,2,3,NA,NA,NA,NA,35.2,5.4,43.65,15.8,63.35,0,47.2,0,0,0,0,0,1,1,"MW",1,0
"KY",1,"R",1972,"M",0.595,0.039,0,1,2,2,3,4,NA,NA,29.45,0,8.5,2.5,7.5,2.5,15.5,5,9.5,0,0,0,0,0,1,1,"SO",1,0
"LA",3,"R",1961,"M",0.627,0.31,0,0,1,1,2,3,NA,NA,NA,NA,21.45,0.25,25.95,0.25,10.1,0,10.1,0,0,0,0,0,1,1,"SO",1,0
"LA",4,"R",1972,"M",0.566,0.01,0,0,1,1,2,3,NA,NA,NA,NA,35.2,0,48.1,0,27.95,0,17.7,0,0,0,0,0,1,1,"SO",1,0
"MD",4,"D",1961,"M",0.344,0.063,0,0,1,1,2,3,NA,NA,NA,NA,1,5,11,5,16.75,0.25,8,0,0,0,0,0,1,1,"SO",0,1
"MD",8,"D",1962,"M",0.521,0.245,0,0,1,1,2,3,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"SO",0,1
"MI",1,"R",1947,"M",0.436,0.079,0,0,1,1,2,3,NA,NA,NA,NA,29.75,0,31.75,0,22.511,0,6.75,0,0,0,0,0,1,1,"MW",1,0
"NE",2,"R",1963,"M",0.294,0.156,0,0,1,1,2,3,NA,NA,NA,NA,42.527,10.287,48.62,10.287,11.996,1,5.67,0,0,0,0,0,1,1,"MW",1,0
"NJ",5,"D",1975,"M",0.158,0.223,0,0,1,1,2,3,NA,NA,NA,NA,31.5,6.5,37.2,6.77,21.1,0,12.013,0,0,0,0,0,1,1,"NE",0,1
"NY",3,"D",1962,"M",0.219,0.087,0,0,1,1,2,3,NA,NA,NA,NA,1,0,2,0,4.5,0,2.5,0,0,0,0,0,1,1,"NE",0,1
"NY",13,"D",1954,"M",0.583,0.21,0,0,1,1,2,3,NA,NA,NA,NA,2.5,0,4,0,0,0,0,0,0,0,0,0,1,1,"NE",0,1
"NY",NA,"R",1961,"F",0.456,0.032,0,0,1,1,1,2,NA,NA,NA,NA,27.868,5.4,54.12,5.4,NA,NA,30.77,0,0,0,0,0,1,1,"NE",1,0
"NC",13,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"PA",NA,"D",1954,"M",0.47,0.135,0,1,2,2,3,4,NA,NA,13.3,5.4,2.175,0,2.275,0,3.5,0,3,0,0,0,0,0,1,1,"NE",0,1
"PA",NA,"R",1973,"M",0.142,0.122,0,0,1,1,2,3,NA,NA,NA,NA,39.553,5.287,48.896,5.287,33.35,0,24.86,0,0,0,0,0,1,1,"NE",0,1
"PA",NA,"R",1964,"M",0.45,0.112,0,0,1,1,2,3,NA,NA,NA,NA,41.608,5.287,47.051,5.287,24,0,0.5,0,0,0,0,0,1,1,"NE",1,0
"SC",5,"R",1953,"M",0.848,0.367,0,0,1,1,2,3,NA,NA,NA,NA,13.1,0,14.3,1,6,0,5,0,0,0,0,0,1,1,"SO",1,0
"TN",8,"R",1966,"M",0.535,0.372,0,0,1,1,2,3,NA,NA,NA,NA,7.7,0,23.2,0,6,0,1,0,0,0,0,0,1,1,"SO",1,0
"TX",19,"R",1972,"M",0.642,0.003,0,0,1,1,2,3,NA,NA,NA,NA,28,5,29,5,54.178,2.5,18.198,0,0,0,0,0,1,1,"SO",1,0
"VA",4,"D",1961,"M",0.381,0.017,0,0,1,1,2,3,NA,NA,NA,NA,6,2.5,8.5,2.5,19.5,0.25,39.8,0,0,0,0,0,1,1,"SO",0,1
"WA",7,"D",1965,"F",0.646,0.466,0,0,1,1,2,3,NA,NA,NA,NA,1.35,0.69,2,0.352,0,1,0,0,0,0,0,0,1,1,"WE",0,1
"WI",8,"R",1984,"M",0.438,0.004,0,0,1,1,2,3,NA,NA,NA,NA,31.1,0.8,34.6,0.8,28.75,0,23,0,0,0,0,0,1,1,"MW",1,0
"WY",0,"R",1966,"F",0.405,0.82,0,0,1,1,2,3,NA,NA,NA,NA,19,0,25.5,0,61.1,0,128.3,0,0,0,0,0,1,1,"WE",1,0
"PA",NA,"D",1984,"M",0.143,0.212,0,0,1,1,2,3,NA,NA,NA,NA,26.25,9.595,20.05,12.295,14.5,0,11.75,0,0,0,0,0,1,1,"NE",0,1
"UT",3,"R",1960,"M",0.448,0.156,0,0,1,1,2,3,NA,NA,NA,NA,22.1,0,24.1,0,16,2,31.5,1,0,0,0,0,1,1,"WE",1,0
"AZ",NA,"D",1970,"M",0.284,0.247,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0,11,0,0,0,0,0,1,1,"WE",0,1
"CA",NA,"D",1986,"M",0.352,0.572,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6.55,0,6.3,3.5,0,0,0,0,1,1,"WE",0,1
"CA",NA,"D",1974,"F",0.224,0.278,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.385,0,4.59,0.4,0,0,0,0,1,1,"WE",0,1
"CA",49,"D",1978,"M",0.338,0.156,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8.535,3.635,8.3,8.3,0,0,0,0,1,1,"WE",0,1
"CO",2,"D",1984,"M",0.396,0.215,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0,0,0,0,0,0,0,1,1,"WE",0,1
"CO",6,"D",1979,"M",0.319,0.209,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5.6,0,7.225,0,0,0,0,0,1,1,"WE",0,1
"CT",5,"D",1973,"F",0.316,0.132,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"NE",0,1
"FL",17,"R",1978,"M",0.689,0.284,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,0,0,0,1,1,"SO",1,0
"GA",NA,"D",1960,"F",0.322,0.258,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0,1.183,0,0,0,0,0,1,1,"SO",0,1
"HI",1,"D",1952,"M",0.198,0.083,3,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,1,0,0,0,0,0,1,1,"WE",0,1
"IL",4,"D",1956,"M",0.43,0.893,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,1,"MW",0,1
"IL",6,"D",1971,"M",0.652,0.497,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10.6,5.75,8.8,0.1,0,0,0,0,1,1,"MW",0,1
"IL",14,"D",1986,"F",0.58,0.449,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.05,0.5,0,0,0,0,1,1,"MW",0,1
"IN",4,"R",1945,"M",0.449,0.61,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,1,"MW",1,0
"IN",6,"R",1956,"M",0.506,0.151,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,22.85,0,6.052,0,0,0,0,0,1,1,"MW",1,0
"IA",3,"D",1965,"F",0.25,0.528,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8.6,1,10.86,2.5,0,0,0,0,1,1,"MW",0,1
"KS",3,"D",1980,"F",0.269,0.267,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1,1.25,0,0,0,0,0,1,1,"MW",0,1
"ME",2,"D",1982,"M",0.11,0.374,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0,7.708,0.15,0,0,0,0,1,1,"NE",0,1
"MA",3,"D",1973,"F",0.421,0.174,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0,4.25,0.5,0,0,0,0,1,1,"NE",0,1
"MA",7,"D",1974,"F",0.349,0.937,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0,0,0,0,1,1,"NE",0,1
