"party","Vote_change_dummy","Vote51","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","state","BioID","seniority_1151","birthday","Geographical","nominate_dim1","nominate_dim2","Vote51_minus","Vote51_plus","Vote51_NA"
"R",1,0,NA,NA,NA,NA,5400,0,1500,0,5391,0,"FL","G000578",1,1982,"SO",0.598,-0.646,1,0,0
"R",0,0,NA,NA,NA,NA,6500,0,2500,0,2500,0,"FL","D000628",1,1953,"SO",0.503,0.371,1,0,0
"R",0,0,NA,NA,NA,NA,3700,0,3500,0,1000,0,"FL","R000609",1,1952,"SO",0.426,0.068,1,0,0
"D",0,NA,NA,NA,NA,NA,3000,0,1500,0,2500,0,"FL","L000586",1,1948,"SO",-0.26,0.076,NA,NA,1
"D",0,1,NA,NA,NA,NA,7400,1200,7550,1000,35650,0,"FL","M001202",1,1978,"SO",-0.161,0.123,0,1,0
"D",0,1,NA,NA,NA,NA,6000,0,2500,0,6000,0,"FL","S001200",1,1978,"SO",-0.361,0.167,0,1,0
"D",0,1,NA,NA,NA,NA,4000,0,3500,0,7132,500,"FL","D000627",1,1957,"SO",-0.322,-0.006,0,1,0
"D",0,1,NA,NA,NA,NA,1500,250,11200,0,4900,0,"FL","C001111",1,1956,"SO",-0.227,0.079,0,1,0
"R",0,1,NA,NA,NA,NA,47987,6387,24407,0,2906,0,"FL","M001199",1,1980,"SO",0.462,-0.359,0,1,0
"R",0,0,NA,NA,NA,NA,14350,0,18200,0,24800,0,"GA","F000465",1,1966,"SO",0.597,0.22,1,0,0
"D",0,1,NA,NA,NA,NA,22200,9950,32250,0,16949,1000,"IL","K000391",1,1973,"MW",-0.328,-0.03,0,1,0
"R",0,0,NA,NA,NA,NA,16000,0,11000,0,6000,0,"IN","B001299",1,1979,"MW",0.651,0.058,1,0,0
"R",0,0,NA,NA,NA,NA,18500,8500,11000,0,12500,0,"IN","H001074",1,1983,"MW",0.417,-0.243,1,0,0
"R",0,0,NA,NA,NA,NA,35200,5400,63350,0,47200,0,"KS","E000298",1,1956,"MW",0.643,0.058,1,0,0
"R",0,0,NA,NA,29450,0,8500,2500,15500,5000,9500,0,"KY","C001108",2,1972,"SO",0.595,-0.039,1,0,0
"R",0,0,NA,NA,NA,NA,21450,250,10100,0,10100,0,"LA","H001077",1,1961,"SO",0.627,-0.31,1,0,0
"R",0,0,NA,NA,NA,NA,35200,0,27950,0,17700,0,"LA","J000299",1,1972,"SO",0.566,-0.01,1,0,0
"D",0,1,NA,NA,NA,NA,1000,5000,16750,250,8000,0,"MD","B001304",1,1961,"SO",-0.344,-0.063,0,1,0
"D",0,1,NA,NA,NA,NA,0,0,0,0,1000,0,"MD","R000606",1,1962,"SO",-0.521,-0.245,0,1,0
"R",0,0,NA,NA,NA,NA,29750,0,22511,0,6750,0,"MI","B001301",1,1947,"MW",0.436,0.079,1,0,0
"R",0,0,NA,NA,NA,NA,42527,10287,11996,1000,5670,0,"NE","B001298",1,1963,"MW",0.294,0.156,1,0,0
"D",0,1,NA,NA,NA,NA,31500,6500,21100,0,12013,0,"NJ","G000583",1,1975,"NE",-0.158,0.223,0,1,0
"D",0,1,NA,NA,NA,NA,1000,0,4500,0,2500,0,"NY","S001201",1,1962,"NE",-0.219,0.087,0,1,0
"D",0,1,NA,NA,NA,NA,2500,0,0,0,0,0,"NY","E000297",1,1954,"NE",-0.583,-0.21,0,1,0
"R",0,0,NA,NA,NA,NA,27868,5400,NA,NA,30770,0,"NY","T000478",1,1961,"NE",0.456,0.032,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC","B001305",NA,NA,"SO",NA,NA,1,0,0
"D",0,1,NA,NA,13300,5400,2175,0,3500,0,3000,0,"PA","E000296",2,1954,"NE",-0.47,-0.135,0,1,0
"R",0,1,NA,NA,NA,NA,39553,5287,33350,0,24860,0,"PA","F000466",1,1973,"NE",0.142,-0.122,0,1,0
"R",0,0,NA,NA,NA,NA,41608,5287,24000,0,500,0,"PA","S001199",1,1964,"NE",0.45,0.112,1,0,0
"R",0,0,NA,NA,NA,NA,13100,0,6000,0,5000,0,"SC","N000190",1,1953,"SO",0.848,-0.367,1,0,0
"R",0,0,NA,NA,NA,NA,7700,0,6000,0,1000,0,"TN","K000392",1,1966,"SO",0.535,0.372,1,0,0
"D",1,0,NA,NA,NA,NA,26000,0,18500,0,56700,0,"TX","G000581",1,1967,"SO",-0.388,0.755,1,0,0
"R",0,0,NA,NA,NA,NA,28000,5000,54178,2500,18198,0,"TX","A000375",1,1972,"SO",0.642,0.003,1,0,0
"D",0,NA,NA,NA,NA,NA,6000,2500,19500,250,39800,0,"VA","M001200",1,1961,"SO",-0.381,-0.017,NA,NA,1
"D",0,1,NA,NA,NA,NA,1350,690,0,1000,0,0,"WA","J000298",1,1965,"WE",-0.646,-0.466,0,1,0
"R",0,0,NA,NA,NA,NA,31100,800,28750,0,23000,0,"WI","G000579",1,1984,"MW",0.438,0.004,1,0,0
"R",0,0,NA,NA,NA,NA,19000,0,61100,0,128300,0,"WY","C001109",1,1966,"WE",0.405,0.82,1,0,0
"D",0,NA,NA,NA,NA,NA,26250,9595,14500,0,11750,0,"PA","L000588",1,1984,"NE",-0.143,0.212,NA,NA,1
"R",0,NA,NA,NA,NA,NA,22100,0,16000,2000,31500,1000,"UT","C001114",1,1960,"WE",0.448,0.156,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,8500,0,11000,0,"AZ","S001211",0,1970,"WE",-0.284,0.247,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,6550,0,6300,3500,"CA","H001090",0,1986,"WE",-0.352,0.572,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1385,0,4590,400,"CA","P000618",0,1974,"WE",-0.224,-0.278,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,8535,3635,8300,8300,"CA","L000593",0,1978,"WE",-0.338,0.156,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1010,0,0,0,"CO","N000191",0,1984,"WE",-0.396,-0.215,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,5600,0,7225,0,"CO","C001121",0,1979,"WE",-0.319,0.209,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"CT","H001081",0,1973,"NE",-0.316,-0.132,NA,NA,1
"R",1,NA,NA,NA,NA,NA,NA,NA,7000,0,8750,0,"FL","W000823",0,1974,"SO",0.442,-0.117,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,3500,0,0,0,"FL","S001214",0,1978,"SO",0.689,-0.284,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,3800,0,1183,0,"GA","M001208",0,1960,"SO",-0.322,0.258,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,3500,0,1000,0,"HI","C001055",3,1952,"WE",-0.198,-0.083,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1000,0,1000,0,"IL","G000586",0,1956,"MW",-0.43,-0.893,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,10600,5750,8800,100,"IL","C001117",0,1971,"MW",-0.652,0.497,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,0,0,1050,500,"IL","U000040",0,1986,"MW",-0.58,0.449,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,2000,0,0,0,"IN","B001307",0,1945,"MW",0.449,0.61,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,22850,0,6052,0,"IN","P000615",0,1956,"MW",0.506,0.151,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,8600,1000,10860,2500,"IA","A000378",0,1965,"MW",-0.25,0.528,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,3250,1000,1250,0,"KS","D000629",0,1980,"MW",-0.269,0.267,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1250,0,7708,150,"ME","G000592",0,1982,"NE",-0.11,0.374,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1250,0,4250,500,"MA","T000482",0,1973,"NE",-0.421,-0.174,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,800,0,0,0,"MA","P000617",0,1974,"NE",-0.349,-0.937,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,9900,0,6000,500,"MI","S001208",0,1976,"MW",-0.321,0.738,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,3500,0,9120,0,"MI","L000592",0,1960,"MW",-0.474,-0.563,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,14900,250,21050,250,"MI","S001215",0,1983,"MW",-0.378,0.284,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,5800,0,4500,0,"MI","T000481",0,1976,"MW",-0.291,-0.957,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,20488,0,3133,0,"MN","H001088",0,1962,"MW",0.477,0.345,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,6500,0,4500,89,"MN","C001119",0,1972,"MW",-0.27,0.645,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,0,250,250,0,"MN","P000616",0,1969,"MW",-0.28,0.181,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,3512,0,0,0,"MN","O000173",0,1981,"MW",-0.298,-0.955,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,24788,0,44329,0,"MN","S001212",0,1966,"MW",0.383,-0.112,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,19300,0,0,0,"MS","G000591",0,1970,"SO",0.528,0.1,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,7375,250,21175,250,"NV","L000590",0,1966,"WE",-0.235,0.31,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,0,0,750,0,"NH","P000614",0,1980,"NE",-0.237,0.343,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,9000,0,NA,NA,"NJ","V000133",0,1953,"NE",-0.147,0.644,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1000,250,8700,250,"NJ","K000394",0,1982,"NE",-0.357,0.288,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,11650,1000,18000,0,"NJ","M001203",0,1965,"NE",-0.272,0.121,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,5000,0,21450,0,"NJ","S001207",0,1972,"NE",-0.225,0.263,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,642,0,2622,0,"NY","O000172",0,1989,"NE",-0.299,-0.954,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,2000,0,150,2900,"NY","D000630",0,1977,"NE",-0.233,0.277,NA,NA,1
"D",0,NA,NA,NA,NA,NA,3700,500,4500,0,8500,0,"NY","M001206",1,1957,"NE",-0.329,0.157,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,41300,0,44000,0,"ND","A000377",0,1976,"MW",0.449,0.101,NA,NA,1
"R",0,NA,NA,NA,NA,NA,59750,5450,39188,0,23133,0,"OH","B001306",1,1962,"MW",0.455,0.214,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,29410,0,20300,0,"OH","G000588",0,1984,"MW",0.24,0.315,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,2000,0,1000,0,"PA","D000631",0,1959,"NE",-0.453,-0.031,NA,NA,1
"D",0,NA,NA,NA,NA,NA,2700,500,0,0,1350,0,"PA","S001205",1,1959,"NE",-0.475,-0.082,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,2900,0,6900,0,"PA","H001085",0,1967,"NE",-0.275,0.322,NA,NA,1
"D",0,NA,NA,NA,NA,NA,1750,0,0,0,0,0,"PA","W000826",1,1957,"NE",-0.262,0.324,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,4000,0,14510,0,"PA","M001204",0,1964,"NE",0.494,0.248,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,23950,0,1750,0,"PA","K000395",0,1965,"NE",0.498,0.171,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,12000,0,500,0,"PA","J000302",0,1957,"NE",0.569,0,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,58800,0,1500,0,"PA","R000610",0,1983,"NE",0.437,0.063,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,5000,0,13000,0,"SC","T000480",0,1984,"SO",0.604,0.139,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,14500,0,26800,0,"SD","J000301",0,1976,"MW",0.462,0.142,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,17000,0,10700,0,"TN","B001309",0,1964,"SO",0.664,-0.383,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,1500,1000,3500,0,"TN","R000612",0,1965,"SO",0.668,0.105,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,10593,0,2000,0,"TN","G000590",0,1964,"SO",0.671,0.015,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,105988,2800,127689,250,"TX","C001120",0,1984,"SO",0.431,0.268,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,119474,8100,74788,2900,"TX","T000479",0,1972,"SO",0.581,-0.223,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,33100,0,14300,0,"TX","G000589",0,1982,"SO",0.746,-0.066,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,52650,250,101175,0,"TX","F000468",0,1975,"SO",-0.454,0.891,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,1000,0,2000,0,"TX","E000299",0,1969,"SO",-0.466,-0.316,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,67588,0,70410,0,"TX","R000614",0,1972,"SO",0.8,-0.6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,16500,0,7000,0,"TX","G000587",0,1950,"SO",-0.797,0.454,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,19735,0,28750,0,"TX","A000376",0,1983,"SO",-0.43,0.708,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,2800,5600,7300,0,"VA","L000591",0,1975,"SO",-0.206,0.426,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,9600,0,9300,0,"VA","C001118",0,1972,"SO",0.72,-0.202,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,8860,0,6950,2900,"VA","S001209",0,1979,"SO",-0.188,0.338,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,2800,0,2900,0,"VA","W000825",0,1968,"SO",-0.369,0.313,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,3100,1000,900,2900,"WA","S001216",0,1968,"WE",-0.288,0.449,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,35000,0,2500,0,"WV","M001205",0,1950,"SO",0.517,0.108,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,23143,0,10500,0,"WI","S001213",0,1981,"MW",0.414,0.068,NA,NA,1
"R",0,0,15000,0,9750,0,30600,0,5500,0,NA,NA,"AL","R000591",4,1976,"SO",0.362,0.658,1,0,0
"R",0,NA,21000,750,NA,NA,NA,NA,NA,NA,NA,NA,"AZ","S000018",5,1958,"WE",0.673,-0.272,NA,NA,1
"R",0,0,6100,0,7250,0,NA,NA,NA,NA,NA,NA,"AZ","F000448",8,1957,"WE",0.749,0.087,1,0,0
"R",0,0,8800,500,18400,0,17500,2700,9500,2800,NA,NA,"CA","C001094",3,1943,"WE",0.372,0.208,1,0,0
"R",0,0,25950,0,100099,2500,125226,10687,NA,NA,NA,NA,"CA","D000612",4,1967,"WE",0.306,0.212,1,0,0
"D",0,NA,8550,1300,9700,110,NA,NA,NA,NA,NA,NA,"CA","H001034",8,1941,"WE",-0.529,-0.482,NA,NA,1
"D",0,NA,8100,1000,0,0,NA,NA,NA,NA,NA,NA,"CA","F000030",12,1941,"WE",-0.455,-0.219,NA,NA,1
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA",NA,NA,NA,"WE",NA,NA,1,0,0
"D",0,NA,5500,0,0,0,NA,NA,NA,NA,NA,NA,"CA","C001036",10,1938,"WE",-0.389,-0.227,NA,NA,1
"D",0,NA,7000,1000,2500,0,0,0,NA,NA,NA,NA,"CA","B000287",13,1958,"WE",-0.512,-0.283,NA,NA,1
"R",0,0,17500,0,23000,1000,1500,0,NA,NA,NA,NA,"CA","R000487",13,1951,"WE",0.657,-0.353,1,0,0
"D",0,NA,3500,0,0,0,NA,NA,NA,NA,NA,NA,"CA","H001063",3,1952,"WE",-0.39,-0.376,NA,NA,1
"D",0,NA,8900,0,9450,100,NA,NA,NA,NA,NA,NA,"CA","S000030",10,1960,"WE",-0.367,0.025,NA,NA,1
"R",0,0,8200,1000,1000,0,16000,500,NA,NA,NA,NA,"CA","R000409",15,1947,"WE",0.626,-0.417,1,0,0
"R",0,0,8100,0,26500,0,1000,0,1500,0,NA,NA,"CA","H001048",5,1976,"WE",0.539,0.085,1,0,0
"D",0,1,2600,0,2500,0,2000,0,0,0,NA,NA,"CA","D000598",9,1944,"WE",-0.343,-0.103,0,1,0
"D",0,1,0,0,350,0,0,0,NA,NA,NA,NA,"CO","P000598",5,1975,"WE",-0.278,-0.692,0,1,0
"R",0,0,68000,0,62850,0,29200,2800,19288,0,NA,NA,"CO","T000470",4,1956,"WE",0.451,-0.023,1,0,0
"R",1,0,99050,250,68911,500,58300,2000,NA,NA,NA,NA,"CO","C001077",5,1955,"WE",0.492,-0.213,1,0,0
"D",0,1,3000,2600,9125,0,3725,0,NA,NA,NA,NA,"CT","E000293",3,1959,"NE",-0.315,-0.078,0,1,0
"D",0,NA,5000,0,0,0,NA,NA,NA,NA,NA,NA,"DE","C001083",3,1956,"SO",-0.256,-0.142,NA,NA,1
"R",0,NA,9000,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M001144",8,1959,"SO",0.633,0.155,NA,NA,1
"R",0,0,3000,0,9900,0,3000,0,1500,0,NA,NA,"FL","Y000065",3,1955,"SO",0.704,-0.365,1,0,0
"R",0,NA,2500,0,5000,0,NA,NA,NA,NA,NA,NA,"FL","C001045",8,1944,"SO",0.333,0.337,NA,NA,1
"D",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","B000911",12,1946,"SO",-0.429,0.192,NA,NA,1
"R",0,0,10000,0,43125,0,2700,0,NA,NA,NA,NA,"FL","D000621",3,1978,"SO",0.663,-0.105,1,0,0
"R",0,NA,23500,0,5800,0,NA,NA,NA,NA,NA,NA,"FL","M000689",12,1943,"SO",0.453,0.137,NA,NA,1
"D",0,NA,0,250,1231,100,NA,NA,NA,NA,NA,NA,"FL","G000556",3,1958,"SO",-0.363,-0.457,NA,NA,1
"R",0,NA,13750,0,0,0,NA,NA,NA,NA,NA,NA,"FL","N000185",3,1951,"SO",0.483,0.077,NA,NA,1
"R",0,NA,8500,0,9000,0,2000,0,NA,NA,NA,NA,"FL","R000593",4,1959,"SO",0.531,0.099,NA,NA,1
"R",0,0,5500,0,13000,0,NA,NA,NA,NA,NA,NA,"FL","R000583",5,1970,"SO",0.458,0.013,1,0,0
"D",0,NA,12400,0,3050,13075,NA,NA,NA,NA,NA,NA,"FL","M001191",2,1983,"SO",-0.186,-0.026,NA,NA,1
"R",1,NA,0,0,1500,0,0,0,NA,NA,NA,NA,"FL","R000435",15,1952,"SO",0.244,-0.225,NA,NA,1
"R",0,NA,4500,0,0,0,NA,NA,NA,NA,NA,NA,"GA","W000796",6,1950,"SO",0.672,0.189,NA,NA,1
"D",0,1,2750,0,2500,0,5604,200,4670,0,NA,NA,"GA","L000287",16,1940,"SO",-0.589,-0.221,0,1,0
"R",0,NA,23500,0,14500,0,0,0,NA,NA,NA,NA,"GA","P000591",7,1954,"SO",0.644,-0.073,NA,NA,1
"R",0,0,4500,0,18000,0,14500,0,3000,0,NA,NA,"GA","W000810",4,1970,"SO",0.593,-0.173,1,0,0
"R",0,0,12000,0,27450,0,9000,0,11000,0,NA,NA,"GA","C001093",3,1966,"SO",0.61,0.134,1,0,0
"R",0,0,8500,0,13750,0,22700,0,23250,0,NA,NA,"GA","G000560",5,1970,"SO",0.716,-0.002,1,0,0
"D",0,1,21050,2500,250,0,0,0,NA,NA,NA,NA,"HI","H001050",4,1951,"WE",-0.37,0.004,0,1,0
"D",0,1,5300,5100,1250,3000,5051,650,10134,500,NA,NA,"HI","G000571",3,1981,"WE",-0.274,-0.282,0,1,0
