"party","Vote_change_dummy","Vote3","Contribution_3_minus","Contribution_3_plus","state","BioID","seniority_113","birthday","Geographical","nominate_dim1","nominate_dim2","Vote3_minus","Vote3_plus","Vote3_NA"
"D",0,1,5000,5200,"MA","M000312",9,1959,"NE",-0.538,-0.323,0,1,0
"D",0,1,3700,250,"MA","L000562",7,1955,"NE",-0.348,0.037,0,1,0
"D",0,1,3500,0,"MA","K000375",2,1952,"NE",-0.33,-0.112,0,1,0
"R",0,0,12300,0,"MI","H001058",2,1969,"MW",0.536,0.026,1,0,0
"D",0,1,10000,0,"MI","K000380",1,1958,"MW",-0.367,-0.174,0,1,0
"R",1,0,135350,1000,"MI","U000031",14,1953,"MW",0.32,-0.355,1,0,0
"R",0,0,26050,0,"MI","W000798",3,1951,"MW",0.501,0.142,1,0,0
"D",0,1,1000,0,"MN","M001143",7,1954,"MW",-0.417,-0.193,0,1,0
"D",0,1,11500,0,"MS","T000193",11,1948,"SO",-0.517,0.395,0,1,0
"R",0,0,32000,0,"MS","P000601",2,1970,"SO",0.535,0.45,1,0,0
"R",0,0,51850,0,"MO","W000812",1,1962,"MW",0.393,0.284,1,0,0
"R",0,0,5500,0,"MO","L000569",3,1952,"MW",0.452,0.23,1,0,0
"R",0,0,11200,0,"MO","H001053",2,1960,"MW",0.478,0.229,1,0,0
"D",0,1,5000,0,"MO","C001061",5,1944,"MW",-0.453,0.009,0,1,0
"R",0,0,8750,2000,"MO","G000546",7,1963,"MW",0.447,0.167,1,0,0
"R",0,0,48650,0,"MO","L000576",2,1955,"MW",0.544,0.244,1,0,0
"R",0,0,35465,0,"MO","S001195",1,1980,"MW",0.581,0.254,1,0,0
"R",0,0,3500,0,"NE","F000449",5,1960,"MW",0.304,-0.061,1,0,0
"R",0,0,9000,1500,"NE","S001172",4,1970,"MW",0.513,0.233,1,0,0
"D",0,1,4750,1000,"NV","T000468",2,1950,"WE",-0.299,-0.193,0,1,0
"R",0,0,13000,0,"NV","A000369",2,1958,"WE",0.387,0.196,1,0,0
"D",0,1,11250,500,"NV","H001066",1,1973,"WE",-0.342,0.135,0,1,0
"D",0,1,2500,6950,"NH","K000382",1,1956,"NE",-0.26,-0.098,0,1,0
"R",1,0,1500,0,"NJ","S000522",14,1953,"NE",0.178,-0.173,1,0,0
"D",0,1,26088,2500,"NJ","P000034",14,1951,"NE",-0.404,-0.168,0,1,0
"D",0,1,1000,0,"NJ","S001165",5,1951,"NE",-0.404,0.098,0,1,0
"D",0,1,10000,0,"NJ","P000096",9,1937,"NE",-0.368,-0.006,0,1,0
"D",0,1,8850,0,"NJ","P000604",2,1958,"NE",-0.52,-0.097,0,1,0
"D",0,1,8500,0,"NY","M001137",9,1953,"NE",-0.415,-0.072,0,1,0
"D",0,1,500,500,"NY","M001188",1,1975,"NE",-0.376,-0.217,0,1,0
"D",0,1,2000,0,"NY","V000081",11,1953,"NE",-0.547,-0.351,0,1,0
"D",0,1,2000,1000,"NY","J000294",1,1970,"NE",-0.486,-0.072,0,1,0
"D",0,1,0,0,"NY","C001067",4,1964,"NE",-0.609,-0.246,0,1,0
"D",0,1,250,0,"NY","N000002",12,1947,"NE",-0.508,-0.484,0,1,0
"D",0,1,0,0,"NY","M000087",11,1946,"NE",-0.387,-0.285,0,1,0
"D",0,1,20500,4550,"NY","T000469",3,1949,"NE",-0.415,-0.268,0,1,0
"R",1,0,85750,4250,"NY","R000585",3,1971,"NE",0.269,0.12,1,0,0
"D",0,1,1000,0,"NY","H001038",5,1959,"NE",-0.348,-0.032,0,1,0
"D",0,1,11000,0,"NC","B001251",6,1947,"SO",-0.404,0.184,0,1,0
"D",0,1,1000,0,"NC","P000523",13,1940,"SO",-0.343,-0.03,0,1,0
"R",0,0,5500,1000,"NC","F000450",5,1943,"SO",0.623,0.18,1,0,0
"R",0,0,18250,300,"NC","H001067",1,1971,"SO",0.526,0.178,1,0,0
"R",0,0,6000,0,"NC","M001156",5,1975,"SO",0.529,0.131,1,0,0
"R",0,0,4500,0,"OH","C000266",9,1953,"MW",0.542,-0.137,1,0,0
"R",0,0,16600,300,"OH","W000815",1,1958,"MW",0.528,0.268,1,0,0
"D",0,1,10100,0,"OH","B001281",1,1950,"MW",-0.439,0.042,0,1,0
"R",0,0,15950,0,"OH","J000289",4,1964,"MW",0.717,-0.198,1,0,0
"R",0,0,48850,10450,"OH","L000566",4,1956,"MW",0.51,0.28,1,0,0
"R",0,0,144635,4600,"OH","J000292",2,1954,"MW",0.436,0.235,1,0,0
"R",0,0,55150,500,"OH","G000563",2,1954,"MW",0.484,0.284,1,0,0
"D",0,1,23100,1000,"OH","K000009",14,1946,"MW",-0.348,0.117,0,1,0
"R",0,0,7500,0,"OH","T000463",6,1960,"MW",0.269,0.245,1,0,0
"D",0,1,12750,0,"OH","F000455",4,1952,"MW",-0.581,0.14,0,1,0
"D",0,1,27000,0,"OH","R000577",6,1973,"MW",-0.402,0.208,0,1,0
"R",0,0,32900,500,"OH","J000295",1,1957,"MW",0.256,0.301,1,0,0
"R",0,0,46700,0,"OH","S001187",2,1965,"MW",0.3,0.269,1,0,0
"R",0,0,NA,NA,"OK","M001190",NA,NA,"SO",NA,NA,1,0,0
"R",0,0,49550,0,"OK","L000491",11,1960,"SO",0.36,0.449,1,0,0
"R",0,0,58000,0,"OK","C001053",6,1949,"SO",0.324,0.4,1,0,0
"D",0,1,1500,0,"OR","B001278",2,1954,"WE",-0.396,-0.41,0,1,0
"D",0,1,5750,7750,"OR","B000574",10,1948,"WE",-0.427,-0.641,0,1,0
"D",0,1,2500,500,"OR","D000191",14,1947,"WE",-0.427,-0.002,0,1,0
"D",0,1,5000,1050,"OR","S001180",3,1951,"WE",-0.182,0.054,0,1,0
"R",0,0,65750,0,"PA","K000376",2,1948,"NE",0.373,0.41,1,0,0
"R",0,0,9500,0,"PA","P000605",1,1962,"NE",0.677,-0.461,1,0,0
"R",0,0,34630,0,"PA","T000467",3,1959,"NE",0.331,0.357,1,0,0
"D",0,1,37500,0,"PA","D000482",10,1953,"NE",-0.331,0.099,0,1,0
"D",0,1,0,500,"PA","C001090",1,1961,"NE",-0.349,-0.005,0,1,0
"D",0,1,2250,1000,"RI","C001084",2,1961,"NE",-0.389,-0.262,0,1,0
"D",0,1,3050,0,"RI","L000559",7,1964,"NE",-0.375,0.114,0,1,0
"R",0,0,8500,0,"SC","W000795",7,1947,"SO",0.531,0.147,1,0,0
"R",0,0,20610,0,"SC","D000615",2,1966,"SO",0.701,-0.1,1,0,0
"D",0,1,52000,1500,"SC","C000537",11,1940,"SO",-0.465,0.25,0,1,0
"R",0,0,11500,0,"SC","R000597",1,1957,"SO",0.558,-0.217,1,0,0
"R",0,0,14000,6700,"TN","F000459",2,1962,"SO",0.434,0.406,1,0,0
"R",0,0,500,0,"TN","D000616",2,1964,"SO",0.581,-0.046,1,0,0
"D",0,1,6700,0,"TN","C000754",10,1954,"SO",-0.164,-0.033,0,1,0
"D",0,1,1000,0,"TN","C001068",4,1949,"SO",-0.392,-0.326,0,1,0
"R",0,0,16700,0,"TX","G000552",5,1953,"SO",0.644,-0.406,1,0,0
"R",0,0,110050,1000,"TX","B000755",9,1955,"SO",0.52,0.239,1,0,0
"D",0,1,0,0,"TX","G000553",5,1947,"SO",-0.443,0.29,0,1,0
"R",0,0,50350,0,"TX","M001157",5,1962,"SO",0.416,0.144,1,0,0
"R",0,0,25700,0,"TX","G000377",9,1943,"SO",0.404,0.235,1,0,0
"R",0,0,32250,0,"TX","W000814",1,1953,"SO",0.73,0.017,1,0,0
"D",0,1,2500,0,"TX","J000032",10,1950,"SO",-0.46,0.125,0,1,0
"D",0,1,16000,0,"TX","C001091",1,1974,"SO",-0.404,-0.071,0,1,0
"R",0,0,58800,0,"TX","W000816",1,1949,"SO",0.595,0.063,1,0,0
"R",0,0,34900,0,"TX","B001248",6,1950,"SO",0.567,-0.185,1,0,0
"D",1,0,65100,0,"TX","C001063",5,1955,"SO",-0.227,0.622,1,0,0
"D",0,1,2000,0,"TX","J000126",11,1935,"SO",-0.485,0.198,0,1,0
"R",0,0,18000,0,"TX","C001051",6,1941,"SO",0.485,0.565,1,0,0
"R",0,0,61950,500,"TX","S000250",9,1955,"SO",0.588,0.149,1,0,0
"D",1,1,14300,0,"TX","V000131",1,1971,"SO",-0.404,0.34,0,1,0
"D",1,0,7500,1000,"TX","V000132",1,1963,"SO",-0.311,0.407,1,0,0
"D",0,1,2000,2250,"TX","D000399",10,1946,"SO",-0.402,-0.322,0,1,0
"R",0,0,18250,0,"UT","S001192",1,1960,"WE",0.499,0.167,1,0,0
"D",0,1,NA,NA,"VT","W000800",NA,NA,"NE",NA,NA,0,1,0
"R",0,0,2500,1000,"VA","W000804",4,1959,"SO",0.451,0.001,1,0,0
"D",0,1,5000,0,"VA","S000185",11,1947,"SO",-0.45,0.012,0,1,0
"R",0,0,33000,0,"VA","G000568",2,1958,"SO",0.52,-0.365,1,0,0
"D",0,1,4000,0,"VA","C001078",3,1950,"SO",-0.307,-0.038,0,1,0
"D",0,1,10550,0,"WA","D000617",2,1962,"WE",-0.292,-0.19,0,1,0
"D",0,1,6500,0,"WA","L000560",7,1965,"WE",-0.365,0.178,0,1,0
"R",0,NA,14495,0,"WA","H001056",2,1978,"WE",0.336,-0.129,NA,NA,1
"R",0,0,46710,1750,"WA","M001159",5,1969,"WE",0.432,0.11,1,0,0
"D",0,1,6500,1000,"WA","K000381",1,1974,"WE",-0.312,-0.009,0,1,0
"D",0,1,6325,0,"WA","S000510",9,1965,"WE",-0.288,-0.165,0,1,0
"R",0,0,109600,0,"WV","M001180",2,1947,"SO",0.3,0.178,1,0,0
"D",0,1,12600,500,"WI","P000607",1,1964,"MW",-0.531,-0.561,0,1,0
"D",0,1,13250,3000,"WI","K000188",9,1963,"MW",-0.26,-0.08,0,1,0
"D",0,1,1000,0,"WI","M001160",5,1951,"MW",-0.526,-0.258,0,1,0
"R",0,NA,NA,NA,"AL","P000609",0,1954,"SO",0.679,0.102,NA,NA,1
"D",0,NA,NA,NA,"AZ","G000574",0,1979,"WE",-0.418,0.069,NA,NA,1
"R",0,NA,NA,NA,"AR","H001072",0,1956,"SO",0.437,0.27,NA,NA,1
"R",0,NA,NA,NA,"AR","W000821",0,1967,"SO",0.55,0.305,NA,NA,1
"D",0,NA,NA,NA,"CA","D000623",0,1952,"WE",-0.523,-0.372,NA,NA,1
"D",0,NA,NA,NA,"CA","A000371",0,1979,"WE",-0.31,0.141,NA,NA,1
"D",0,NA,NA,NA,"CA","L000582",0,1969,"WE",-0.374,-0.229,NA,NA,1
"D",0,NA,NA,NA,"CA","T000474",0,1965,"WE",-0.363,0.046,NA,NA,1
"R",0,NA,NA,NA,"CO","B001297",0,1959,"WE",0.656,-0.431,NA,NA,1
"R",0,NA,NA,NA,"GA","C001103",0,1957,"SO",0.562,0.317,NA,NA,1
"R",0,NA,NA,NA,"GA","H001071",0,1960,"SO",0.797,-0.242,NA,NA,1
"R",0,NA,NA,NA,"GA","L000583",0,1963,"SO",0.682,-0.003,NA,NA,1
"R",0,NA,NA,NA,"GA","A000372",0,1951,"SO",0.692,0.291,NA,NA,1
"R",0,NA,NA,NA,"IL","B001295",0,1960,"MW",0.384,0.031,NA,NA,1
"R",0,NA,NA,NA,"IL","L000585",0,1968,"MW",0.458,0.217,NA,NA,1
"R",0,NA,NA,NA,"LA","G000577",0,1972,"SO",0.43,0.029,NA,NA,1
"D",0,NA,7200,250,"MA","C001101",1,1963,"NE",-0.482,-0.316,NA,NA,1
"D",0,NA,NA,NA,"MA","M001196",0,1978,"NE",-0.282,-0.044,NA,NA,1
"R",0,NA,NA,NA,"MI","M001194",0,1961,"MW",0.45,0.169,NA,NA,1
"D",0,NA,NA,NA,"MI","D000624",0,1953,"MW",-0.404,-0.157,NA,NA,1
"D",0,NA,NA,NA,"MI","L000581",0,1954,"MW",-0.448,-0.039,NA,NA,1
"R",0,NA,NA,NA,"MN","E000294",0,1961,"MW",0.468,-0.09,NA,NA,1
"R",0,NA,NA,NA,"MS","K000388",0,1966,"SO",0.637,0.273,NA,NA,1
"D",0,NA,0,0,"NJ","N000188",1,1958,"NE",-0.421,0.328,NA,NA,1
"D",0,NA,NA,NA,"NJ","W000822",0,1945,"NE",-0.608,-0.193,NA,NA,1
"R",0,NA,NA,NA,"NY","Z000017",0,1980,"NE",0.397,-0.129,NA,NA,1
"D",0,NA,NA,NA,"NY","R000602",0,1965,"NE",-0.28,0.039,NA,NA,1
"R",1,NA,NA,NA,"NY","S001196",0,1984,"NE",0.301,-0.125,NA,NA,1
"R",0,NA,NA,NA,"NY","K000386",0,1962,"NE",0.185,0.013,NA,NA,1
"R",0,NA,NA,NA,"NC","R000603",0,1972,"SO",0.564,0.247,NA,NA,1
"D",0,NA,0,0,"NC","A000370",1,1946,"SO",-0.468,0.017,NA,NA,1
"R",0,NA,NA,NA,"OH","D000626",0,1970,"MW",0.659,-0.355,NA,NA,1
"D",0,NA,NA,NA,"PA","B001296",0,1977,"NE",-0.391,0.139,NA,NA,1
"R",0,NA,NA,NA,"TX","B001291",0,1948,"SO",0.711,0.074,NA,NA,1
"D",0,NA,NA,NA,"VA","B001292",0,1950,"SO",-0.385,-0.095,NA,NA,1
"R",0,NA,NA,NA,"WA","N000189",0,1955,"WE",0.316,0.347,NA,NA,1
"R",0,NA,NA,NA,"WV","M001195",0,1971,"SO",0.564,-0.222,NA,NA,1
"R",0,NA,NA,NA,"WI","G000576",0,1955,"MW",0.599,-0.225,NA,NA,1
"D",0,NA,NA,NA,"AZ","O000171",0,1946,"WE",-0.198,0.18,NA,NA,1
"R",0,NA,NA,NA,"AZ","B001302",0,1958,"WE",0.827,-0.562,NA,NA,1
"D",0,NA,NA,NA,"CA","K000389",0,1976,"WE",-0.504,-0.255,NA,NA,1
"D",0,NA,NA,NA,"CA","P000613",0,1969,"WE",-0.288,0.126,NA,NA,1
"D",0,NA,NA,NA,"CA","C001112",0,1964,"WE",-0.31,0.101,NA,NA,1
"D",0,NA,NA,NA,"CA","G000585",0,1974,"WE",-0.542,-0.302,NA,NA,1
"D",0,NA,NA,NA,"CA","B001300",0,1976,"WE",-0.506,-0.105,NA,NA,1
"D",0,NA,NA,NA,"CA","C001110",0,1958,"WE",-0.29,0.234,NA,NA,1
"D",0,NA,NA,NA,"DE","B001303",0,1962,"SO",-0.347,-0.153,NA,NA,1
"R",1,NA,NA,NA,"FL","G000578",0,1982,"SO",0.598,-0.646,NA,NA,1
"R",0,NA,NA,NA,"FL","D000628",0,1953,"SO",0.503,0.371,NA,NA,1
"R",0,NA,NA,NA,"FL","R000609",0,1952,"SO",0.426,0.068,NA,NA,1
"D",0,NA,NA,NA,"FL","L000586",0,1948,"SO",-0.26,0.076,NA,NA,1
"D",0,NA,NA,NA,"FL","M001202",0,1978,"SO",-0.161,0.123,NA,NA,1
"D",0,NA,NA,NA,"FL","S001200",0,1978,"SO",-0.361,0.167,NA,NA,1
"D",0,NA,NA,NA,"FL","D000627",0,1957,"SO",-0.322,-0.006,NA,NA,1
"D",0,NA,NA,NA,"FL","C001111",0,1956,"SO",-0.227,0.079,NA,NA,1
"R",0,NA,NA,NA,"FL","M001199",0,1980,"SO",0.462,-0.359,NA,NA,1
"R",0,NA,NA,NA,"GA","F000465",0,1966,"SO",0.597,0.22,NA,NA,1
"D",0,NA,NA,NA,"IL","K000391",0,1973,"MW",-0.328,-0.03,NA,NA,1
"R",0,NA,NA,NA,"IN","B001299",0,1979,"MW",0.651,0.058,NA,NA,1
"R",0,NA,NA,NA,"IN","H001074",0,1983,"MW",0.417,-0.243,NA,NA,1
"R",0,NA,NA,NA,"KS","E000298",0,1956,"MW",0.643,0.058,NA,NA,1
"R",0,NA,NA,NA,"KY","C001108",0,1972,"SO",0.595,-0.039,NA,NA,1
"R",0,NA,NA,NA,"LA","H001077",0,1961,"SO",0.627,-0.31,NA,NA,1
"R",0,NA,NA,NA,"LA","J000299",0,1972,"SO",0.566,-0.01,NA,NA,1
"D",0,NA,NA,NA,"MD","B001304",0,1961,"SO",-0.344,-0.063,NA,NA,1
"D",0,NA,NA,NA,"MD","R000606",0,1962,"SO",-0.521,-0.245,NA,NA,1
"R",0,NA,NA,NA,"MI","B001301",0,1947,"MW",0.436,0.079,NA,NA,1
"R",0,NA,NA,NA,"NE","B001298",0,1963,"MW",0.294,0.156,NA,NA,1
"D",0,NA,NA,NA,"NJ","G000583",0,1975,"NE",-0.158,0.223,NA,NA,1
"D",0,NA,NA,NA,"NY","S001201",0,1962,"NE",-0.219,0.087,NA,NA,1
"D",0,NA,NA,NA,"NY","E000297",0,1954,"NE",-0.583,-0.21,NA,NA,1
"R",0,NA,NA,NA,"NY","T000478",0,1961,"NE",0.456,0.032,NA,NA,1
"R",0,NA,NA,NA,"NC","B001305",NA,NA,"SO",NA,NA,NA,NA,1
"D",0,NA,NA,NA,"PA","E000296",0,1954,"NE",-0.47,-0.135,NA,NA,1
"R",0,NA,NA,NA,"PA","F000466",0,1973,"NE",0.142,-0.122,NA,NA,1
"R",0,NA,NA,NA,"PA","S001199",0,1964,"NE",0.45,0.112,NA,NA,1
"R",0,NA,NA,NA,"SC","N000190",0,1953,"SO",0.848,-0.367,NA,NA,1
"R",0,NA,NA,NA,"TN","K000392",0,1966,"SO",0.535,0.372,NA,NA,1
"D",1,NA,NA,NA,"TX","G000581",0,1967,"SO",-0.388,0.755,NA,NA,1
"R",0,NA,NA,NA,"TX","A000375",0,1972,"SO",0.642,0.003,NA,NA,1
"D",0,NA,NA,NA,"VA","M001200",0,1961,"SO",-0.381,-0.017,NA,NA,1
"D",0,NA,NA,NA,"WA","J000298",0,1965,"WE",-0.646,-0.466,NA,NA,1
"R",0,NA,NA,NA,"WI","G000579",0,1984,"MW",0.438,0.004,NA,NA,1
"R",0,NA,NA,NA,"WY","C001109",0,1966,"WE",0.405,0.82,NA,NA,1
"D",0,NA,NA,NA,"PA","L000588",0,1984,"NE",-0.143,0.212,NA,NA,1
"R",0,NA,NA,NA,"UT","C001114",0,1960,"WE",0.448,0.156,NA,NA,1
"D",0,NA,NA,NA,"AZ","S001211",0,1970,"WE",-0.284,0.247,NA,NA,1
"D",0,NA,NA,NA,"CA","H001090",0,1986,"WE",-0.352,0.572,NA,NA,1
"D",0,NA,NA,NA,"CA","P000618",0,1974,"WE",-0.224,-0.278,NA,NA,1
"D",0,NA,NA,NA,"CA","L000593",0,1978,"WE",-0.338,0.156,NA,NA,1
"D",0,NA,NA,NA,"CO","N000191",0,1984,"WE",-0.396,-0.215,NA,NA,1
"D",0,NA,NA,NA,"CO","C001121",0,1979,"WE",-0.319,0.209,NA,NA,1
"D",0,NA,NA,NA,"CT","H001081",0,1973,"NE",-0.316,-0.132,NA,NA,1
"R",1,NA,NA,NA,"FL","W000823",0,1974,"SO",0.442,-0.117,NA,NA,1
"R",0,NA,NA,NA,"FL","S001214",0,1978,"SO",0.689,-0.284,NA,NA,1
"D",0,NA,NA,NA,"GA","M001208",0,1960,"SO",-0.322,0.258,NA,NA,1
"D",0,NA,NA,NA,"HI","C001055",3,1952,"WE",-0.198,-0.083,NA,NA,1
"D",0,NA,NA,NA,"IL","G000586",0,1956,"MW",-0.43,-0.893,NA,NA,1
"D",0,NA,NA,NA,"IL","C001117",0,1971,"MW",-0.652,0.497,NA,NA,1
"D",0,NA,NA,NA,"IL","U000040",0,1986,"MW",-0.58,0.449,NA,NA,1
"R",0,NA,NA,NA,"IN","B001307",0,1945,"MW",0.449,0.61,NA,NA,1
"R",0,NA,NA,NA,"IN","P000615",0,1956,"MW",0.506,0.151,NA,NA,1
"D",0,NA,NA,NA,"IA","A000378",0,1965,"MW",-0.25,0.528,NA,NA,1
"D",0,NA,NA,NA,"KS","D000629",0,1980,"MW",-0.269,0.267,NA,NA,1
"D",0,NA,NA,NA,"ME","G000592",0,1982,"NE",-0.11,0.374,NA,NA,1
"D",0,NA,NA,NA,"MA","T000482",0,1973,"NE",-0.421,-0.174,NA,NA,1
"D",0,NA,NA,NA,"MA","P000617",0,1974,"NE",-0.349,-0.937,NA,NA,1
"D",0,NA,NA,NA,"MI","S001208",0,1976,"MW",-0.321,0.738,NA,NA,1
"D",0,NA,NA,NA,"MI","L000592",0,1960,"MW",-0.474,-0.563,NA,NA,1
"D",0,NA,NA,NA,"MI","S001215",0,1983,"MW",-0.378,0.284,NA,NA,1
"D",0,NA,NA,NA,"MI","T000481",0,1976,"MW",-0.291,-0.957,NA,NA,1
"R",0,NA,NA,NA,"MN","H001088",0,1962,"MW",0.477,0.345,NA,NA,1
"D",0,NA,NA,NA,"MN","C001119",0,1972,"MW",-0.27,0.645,NA,NA,1
"D",0,NA,NA,NA,"MN","P000616",0,1969,"MW",-0.28,0.181,NA,NA,1
"D",0,NA,NA,NA,"MN","O000173",0,1981,"MW",-0.298,-0.955,NA,NA,1
"R",0,NA,NA,NA,"MN","S001212",0,1966,"MW",0.383,-0.112,NA,NA,1
"R",0,NA,NA,NA,"MS","G000591",0,1970,"SO",0.528,0.1,NA,NA,1
"D",0,NA,NA,NA,"NV","L000590",0,1966,"WE",-0.235,0.31,NA,NA,1
"D",0,NA,NA,NA,"NH","P000614",0,1980,"NE",-0.237,0.343,NA,NA,1
"R",0,NA,NA,NA,"NJ","V000133",0,1953,"NE",-0.147,0.644,NA,NA,1
"D",0,NA,NA,NA,"NJ","K000394",0,1982,"NE",-0.357,0.288,NA,NA,1
"D",0,NA,NA,NA,"NJ","M001203",0,1965,"NE",-0.272,0.121,NA,NA,1
"D",0,NA,NA,NA,"NJ","S001207",0,1972,"NE",-0.225,0.263,NA,NA,1
"D",0,NA,NA,NA,"NY","O000172",0,1989,"NE",-0.299,-0.954,NA,NA,1
"D",0,NA,NA,NA,"NY","D000630",0,1977,"NE",-0.233,0.277,NA,NA,1
"D",0,NA,NA,NA,"NY","M001206",0,1957,"NE",-0.329,0.157,NA,NA,1
"R",0,NA,NA,NA,"ND","A000377",0,1976,"MW",0.449,0.101,NA,NA,1
"R",0,NA,NA,NA,"OH","B001306",0,1962,"MW",0.455,0.214,NA,NA,1
"R",0,NA,NA,NA,"OH","G000588",0,1984,"MW",0.24,0.315,NA,NA,1
"D",0,NA,NA,NA,"PA","D000631",0,1959,"NE",-0.453,-0.031,NA,NA,1
"D",0,NA,NA,NA,"PA","S001205",0,1959,"NE",-0.475,-0.082,NA,NA,1
