"","LastName","FirstName","Amount.oil.117","Amount.coal.117","Amount.mining.117","Amount.gas.117","Amount.env.117","Amount.alt_en.117","Party","StateAbbreviation"
"96","Steil","Bryan",60066,0,2500,5599,0,500,"R","WI"
"97","Vela","Filemon",58700,0,0,15500,0,0,"D","TX"
"98","Tipton","Scott",57546,25,5631,7635,0,30,"R","CO"
"99","Clyburn","James E",57124,0,3,26000,1000,6475,"D","SC"
"100","Thompson","Glenn",55913,16550,17550,7500,0,0,"R","PA"
"101","Horn","Kendra",55141,0,0,4590,17872,7968,"D","OK"
"102","Flores","Bill",55100,0,0,6000,0,250,"R","TX"
"103","Huizenga","Bill",55026,0,0,6099,0,0,"R","MI"
"104","Buchanan","Vernon",54776,0,0,5599,3000,12500,"R","FL"
"105","Hoyer","Steny H",54500,0,2500,11000,2125,9000,"D","MD"
"106","Gallagher","Mike",53871,0,4,5500,50,0,"R","WI"
"107","Winegarner","Josh",53750,0,0,0,0,0,"R","TX"
"108","McAdams","Ben",53614,50,6276,3980,25998,16807,"D","UT"
"109","Beutler","Jaime Herrera",53218,0,2618,9188,104,282,"R","WA"
"110","Mast","Brian",53130,67,1015,5624,3000,656,"R","FL"
"111","Wittman","Rob",52393,67,242,15599,0,626,"R","VA"
"112","Sewell","Terri",51600,0,1000,2000,0,2500,"D","AL"
"113","Guthrie","Brett",51005,0,3500,9500,0,0,"R","KY"
"114","Emmer","Tom",50654,0,1052,5013,0,28735,"R","MN"
"115","Wright","Ron",50346,67,67,5599,0,0,"R","TX"
"116","Galvin","Alyse",49589,500,755,143,42268,3858,"I","AK"
"117","Olson","Pete",49373,0,0,12099,0,1000,"R","TX"
"118","Long","Billy",49000,0,-1000,11000,0,3500,"R","MO"
"119","Shimkus","John",49000,8500,8500,4500,0,0,"R","IL"
"120","Boebert","Lauren",48984,2550,3593,5136,0,2495,"R","CO"
"121","Smucker","Lloyd",48535,0,1000,14500,0,0,"R","PA"
"122","Pallone","Frank Jr",48500,0,1000,22000,14055,55000,"D","NJ"
"123","Batch","Brandon",48000,0,3300,500,0,0,"R","TX"
"124","Curtis","John",48000,8500,14500,2000,2000,2000,"R","UT"
"125","Wagner","Ann",47866,67,1253,7696,8,2566,"R","MO"
"126","Owens","Burgess",47422,3360,3757,6943,0,335,"R","UT"
"127","Correa","Lou",47350,0,0,4000,1100,150,"D","CA"
"128","Griffith","Morgan",47303,15250,16750,10000,0,0,"R","VA"
"129","Mace","Nancy",46948,6125,6328,4075,0,4151,"R","SC"
"130","Tonko","Paul",45801,0,0,18000,20780,62340,"D","NY"
"131","Simpson","Mike",44500,1500,12500,2000,1750,0,"R","ID"
"132","Diaz-Balart","Mario",44100,0,0,2000,0,0,"R","FL"
"133","Bergman","John",44047,0,9022,8112,0,20,"R","MI"
"134","Johnson","Dusty",44036,0,5050,3250,0,20500,"R","SD"
"135","Cloud","Michael",43403,0,0,1000,0,0,"R","TX"
"136","Bacon","Donald John",42860,0,109,7637,3714,9031,"R","NE"
"137","Bilirakis","Gus",42300,0,0,3500,0,1000,"R","FL"
"138","Budd","Ted",41869,0,2,5599,0,0,"R","NC"
"139","Rouzer","David",41666,0,2,6599,0,0,"R","NC"
"140","Freitas","Nick",40741,3800,3910,2446,0,2971,"R","VA"
"141","Farley","Chele",40727,0,0,5600,0,0,"R","NY"
"142","Bishop","Dan",40422,2525,2645,8113,0,123,"R","NC"
"143","Jacobs","Chris",39964,0,0,15500,0,0,"R","NY"
"144","Neal","Richard E",39600,0,0,11250,2000,68175,"D","MA"
"145","Lacy","J Ross",39500,0,0,2800,0,0,"R","TX"
"146","Mooney","Alex",39446,15667,16705,7599,0,0,"R","WV"
"147","Gonzalez","Anthony",39202,11700,16700,1910,5600,3304,"R","OH"
"148","Higgins","Clay",38976,0,13,11500,0,0,"R","LA"
"149","Hill","David",38825,0,0,250,0,0,"R","OK"
"150","Steel","Michelle",38717,5600,5652,3229,0,2226,"R","CA"
"151","Feenstra","Randy",38625,0,0,2500,0,35300,"R","IA"
"152","Salazar","Maria",38148,0,12,5790,0,87,"R","FL"
"153","McClintock","Tom",38126,0,-500,5599,450,250,"R","CA"
"154","House","Steven",37930,1000,1000,2800,0,850,"R","CO"
"155","Lesko","Debbie",37890,67,15678,12108,0,16,"R","AZ"
"156","Bost","Mike",37331,33400,36400,8099,0,6500,"R","IL"
"157","McCormick","Richard",36951,0,3760,11,0,1011,"R","GA"
"158","Larsen","Rick",36801,0,0,7500,1115,25,"D","WA"
"159","Bentz","Cliff",36770,0,0,6000,0,11600,"R","OR"
"160","Stivers","Steve",36755,13200,13200,6000,0,0,"R","OH"
"161","Neese","Terry",35935,1200,1200,35,0,0,"R","OK"
"162","Chabot","Steve",35303,92,2129,5637,0,310,"R","OH"
"163","Horsford","Steven",35197,0,20305,16600,21572,3249,"D","NV"
"164","Johnson","Lacy",34924,575,3014,4962,60,2374,"R","MN"
"165","Riggleman","Denver",34800,67,70,3807,0,5003,"R","VA"
"166","Crawford","Rick",34600,500,2500,13500,0,1000,"R","AR"
"167","Schweikert","David",34579,0,2100,7599,0,13050,"R","AZ"
"168","Cummings","John C.",34380,1250,4515,4150,250,2476,"R","NY"
"169","Collins","Joe",34373,158,1076,2578,110,1513,"R","CA"
"170","Meuser","Dan",34300,20000,21000,4000,0,0,"R","PA"
"171","Womack","Steve",34100,0,0,1000,0,0,"R","AR"
"172","Conaway","Mike",33600,0,0,0,0,0,"R","TX"
"173","Thornberry","Mac",33500,0,0,0,0,0,"R","TX"
"174","Klacik","Kimberly",33441,5775,7300,3620,100,1735,"R","MD"
"175","Brindisi","Anthony",32555,0,1000,2805,40782,2410,"D","NY"
"176","Hagedorn","Jim",32485,0,38,5645,0,1616,"R","MN"
"177","Mann","Tracey",32050,0,11200,1000,0,42600,"R","KS"
"178","Rodimer","Dan",32016,2821,3624,2984,0,183,"R","NV"
"179","Schiff","Adam",31933,58,723,2404,21681,4258,"D","CA"
"180","Malinowski","Tom",31620,0,0,85,112546,8434,"D","NJ"
"181","Pelosi","Nancy",31408,154,5923,4347,27823,18337,"D","CA"
"182","Small","Xochitl Torres",31300,0,50,2915,112592,8635,"D","NM"
"183","Thompson","Bennie G",31280,0,0,16980,1000,0,"D","MS"
"184","Perry","Scott",31051,0,134,2711,0,6500,"R","PA"
"185","LaMalfa","Doug",30876,0,0,7599,6750,2000,"R","CA"
"186","Grothman","Glenn",30643,67,67,5599,0,50,"R","WI"
"187","Wilson","Joe",30528,0,14,0,0,25,"R","SC"
"188","Joyce","John",30500,1000,1000,2500,0,0,"R","PA"
"189","Jackson","Lee Sheila",30375,0,0,250,0,0,"D","TX"
"190","Taylor","Scott",30044,11200,12431,5315,500,2501,"R","VA"
"191","Gimenez","Carlos",29647,2800,7057,8127,8,1026,"R","FL"
"192","Kim","Young",29616,5660,5957,3466,10,777,"R","CA"
"193","Stewart","Chris",29529,0,4503,0,0,0,"R","UT"
"194","Marchant","Jim",29497,0,318,2811,0,50,"R","NV"
"195","Peterson","Collin",29277,1250,9250,6000,1008,29455,"D","MN"
"196","Turner","Michael R",28756,0,0,4372,0,4,"R","OH"
"197","Miller","Carol",28554,21450,29999,3509,50,16,"R","WV"
"198","Watkins","Steve",28441,0,4,5606,0,1003,"R","KS"
"199","Ocasio-Cortez","Alexandria",28418,38,884,2836,17253,21273,"D","NY"
"200","Shedd","Tiffany",28305,0,8413,5600,0,250,"R","AZ"
"201","Issa","Darrell",28202,0,384,6602,0,702,"R","CA"
"202","Caruso-Cabrera","Michelle",28185,0,100,5710,0,460,"D","NY"
"203","Kistner","Tyler",28164,2800,3522,2500,0,2111,"R","MN"
"204","Keller","Fred",28158,8100,8100,14250,0,0,"R","PA"
"205","Waltz","Michael",28071,0,1004,0,250,850,"R","FL"
"206","Palazzo","Steven",28005,0,0,0,0,0,"R","MS"
"207","Kean","Thomas H Jr",27654,2800,2822,545,0,1,"R","NJ"
"208","Buck","Ken",27500,0,1000,4000,0,0,"R","CO"
"209","Biggs","Andy",27353,0,11550,9000,0,2800,"R","AZ"
"210","Rush","Bobby",27000,0,0,17500,2000,1000,"D","IL"
"211","Smith","Chris",26225,0,0,5599,500,0,"R","NJ"
"212","Graves","Tom",26100,0,0,1500,0,0,"R","GA"
"213","Sessions","Pete",25950,0,0,500,0,0,"R","TX"
"214","Holding","George",25573,0,0,5599,0,1000,"R","NC"
"215","O'Halleran","Tom",25372,0,11524,14550,29219,12272,"D","AZ"
"216","Krishnamoorthi","Raja",25024,0,1000,1150,2492,15177,"D","IL"
"217","Hollingsworth","Trey",25000,0,1000,0,0,10000,"R","IN"
"218","Kelly","Trent",24915,2500,2500,0,0,0,"R","MS"
"219","Weir","Sara Hart",24650,0,0,0,0,0,"R","KS"
"220","Young","David",24587,5610,5680,8110,204,7271,"R","IA"
"221","Wenstrup","Brad",24575,6600,6614,-1000,5600,4,"R","OH"
"222","Jones","Gina Ortiz",24467,0,1525,2931,34204,10978,"D","TX"
"223","Eagle","Dane",24400,0,0,0,0,0,"R","FL"
"224","Handel","Karen",24251,535,15545,2855,35,51,"R","GA"
"225","Thompson","Mike",24250,0,0,2000,200,25103,"D","CA"
"226","Gibbs","Bob",23758,0,3000,6000,0,4,"R","OH"
"227","Tiffany","Tom",23665,0,0,2500,0,0,"R","WI"
"228","Johnson","Eddie Bernice",23200,0,0,0,3800,0,"D","TX"
"229","Crafts","Dale",23010,0,0,2800,0,0,"R","ME"
"230","Banks","Jim",23005,0,1000,0,500,30,"R","IN"
"231","Van","Drew Jeff",22951,5,109,2146,5,1733,"R","NJ"
"232","Palmer","Gary",22800,3000,3000,2500,0,0,"R","AL"
"233","Finkenauer","Abby",22690,500,500,5,54313,48986,"D","IA"
"234","Good","Bob",22050,3500,3500,3300,0,0,"R","VA"
"235","Kustoff","David",21800,0,0,0,0,0,"R","TN"
"236","Smith","Adrian",21750,0,0,2000,0,27500,"R","NE"
"237","Cisneros","Gil",21536,0,0,0,34615,5815,"D","CA"
"238","Melton-Meaux","Antone",21380,0,25,20,216,625,"D","MN"
"239","Junge","Paul",20965,1023,1392,2898,0,121,"R","MI"
"240","Brakey","Eric",20700,0,0,0,0,0,"R","ME"
"241","Kim","Andy",20624,0,0,806,72945,9332,"D","NJ"
"242","McEachin","Donald",20500,0,0,11000,16075,20000,"D","VA"
"243","McBath","Lucy",20338,0,20,1487,41572,7629,"D","GA"
"244","Timmons","William",20255,0,0,2000,0,0,"R","SC"
"245","Crist","Charlie",20125,0,0,0,12928,11000,"D","FL"
"246","Gianforte","Greg",19511,11200,11200,3122,0,0,"R","MT"
"247","Cawthorn","Madison",19484,2900,3297,595,0,3100,"R","NC"
"248","Green","Mark",19362,0,0,2000,0,2571,"R","TN"
"249","Luna","Anna Paulina",19340,50,225,5564,65,436,"R","FL"
"250","Ives","Jeanne",19310,0,17,2816,0,212,"R","IL"
"251","Norcross","Don",19300,0,0,7800,2000,0,"D","NJ"
"252","Allen","Richard W",19000,0,1000,5000,75,0,"R","GA"
"253","Hightower","Bill",18900,2500,5300,0,0,2000,"R","AL"
"254","DePasquale","Eugene",18895,0,1000,4138,40998,7266,"D","PA"
"255","Kind","Ron",18882,0,0,1550,2266,4125,"D","WI"
"256","Loudermilk","Barry",18605,0,0,5000,0,0,"R","GA"
"257","Ratcliffe","John",18550,0,1000,2500,0,0,"R","TX"
"258","Bucshon","Larry",18505,13800,24800,3500,0,0,"R","IN"
"259","Comer","James",18500,2500,3500,2000,0,0,"R","KY"
"260","Lamb","Conor",18488,13700,13710,338,20130,5603,"D","PA"
"261","Jeffries","Hakeem",18370,0,0,5,13414,3000,"D","NY"
"262","Donalds","Byron",18063,0,50,50,0,35,"R","FL"
"263","Meijer","Peter",18050,0,0,5300,1000,0,"R","MI"
"264","Valenzuela","Candace",17869,0,935,3092,21391,3221,"D","TX"
"265","Lee","Susie",17818,0,15796,13550,54234,11210,"D","NV"
"266","Bishop","Sanford",17500,1250,9250,5000,0,1000,"D","GA"
"267","Butterfield","G K",17500,0,0,1000,1000,500,"D","NC"
"268","Cardenas","Tony",17500,0,0,2000,0,2000,"D","CA"
"269","Garbarino","Andrew",17438,0,115,2550,0,25,"R","NY"
"270","Bognet","Jim",17327,3000,3800,1762,0,547,"R","PA"
"271","Maryott","Brian",17050,0,0,2800,0,1035,"R","CA"
"272","Larson","John",17000,0,0,0,0,0,"D","CT"
"273","Moolenaar","John",17000,0,0,2000,0,0,"R","MI"
"274","Underwood","Lauren A",16764,0,10,505,44799,5709,"D","IL"
"275","Spanberger","Abigail",16758,0,0,5653,52610,4732,"D","VA"
"276","Moore","Blake",16700,0,0,0,0,0,"R","UT"
"277","Foxx","Virginia",16254,10000,15013,1009,0,16,"R","NC"
"278","Schneider","Brad",16228,0,0,0,12935,637,"D","IL"
"279","Mowers","Matt",16227,0,10,3311,0,1256,"R","NH"
"280","Fleischmann","Chuck",16100,0,1000,9000,0,0,"R","TN"
"281","Crow","Jason",16032,0,25,2800,52217,8564,"D","CO"
"282","Matsui","Doris",16000,0,0,0,1500,1000,"D","CA"
"283","Peters","Scott",16000,0,0,11000,2000,3000,"D","CA"
"284","Miller","Mary",15950,250,750,0,0,0,"R","IL"
"285","Miller-Meeks","Mariannette",15902,0,4006,8116,0,58,"R","IA"
"286","Cammack","Kat",15737,0,0,1900,0,11,"R","FL"
"287","Skarlatos","Alek",15685,14050,17375,2988,0,861,"R","OR"
"288","Norman","Ralph",15478,0,0,350,0,6300,"R","SC"
"289","Perlmutter","Ed",15351,0,3000,0,2000,0,"D","CO"
"290","Stanton","Greg",15109,0,12555,15025,3150,0,"D","AZ"
"291","Steube","Greg",15030,0,0,0,0,2000,"R","FL"
"292","Davidson","Warren",15016,0,0,500,0,4,"R","OH"
"293","Casten","Sean",14919,0,300,50,41885,30727,"D","IL"
"294","Cline","Ben",14707,1000,2000,10200,0,0,"R","VA"
"295","Posey","Bill",14700,0,0,0,2000,0,"R","FL"
"296","Reyes","Raul Jr",14700,0,5850,0,0,0,"R","TX"
"297","Fitzgerald","Scott",14600,0,0,2500,0,0,"R","WI"
"298","Welch","Peter",14583,5,5,7,2563,1096,"D","VT"
"299","Amodei","Mark",14500,0,26250,6500,0,0,"R","NV"
"300","Fischbach","Michelle",14146,0,8,2807,8,5076,"R","MN"
"301","Scheller","Lisa",14035,8100,8100,1163,2500,0,"R","PA"
"302","Tlaib","Rashida",13994,29,54,1144,4863,3596,"D","MI"
"303","Fernandez","Teresa Leger",13969,0,359,0,23960,1208,"D","NM"
"304","Oliver","Julie",13865,0,0,4081,3413,4476,"D","TX"
"305","Bass","Karen",13775,0,0,0,1626,9000,"D","CA"
"306","Carl","Jerry",13750,9000,9000,0,0,0,"R","AL"
"307","Rutherford","John",13700,0,0,0,0,1500,"R","FL"
"308","Ryan","Tim",13692,8100,10111,12432,2894,1977,"D","OH"
"309","Burchett","Tim",13580,900,900,0,0,0,"R","TN"
"310","Gohmert","Louis B Jr",13428,0,0,1025,0,0,"R","TX"
"311","Spartz","Victoria",13307,2500,2605,0,1000,0,"R","IN"
"312","Letlow","Luke",13300,0,0,0,2800,0,"R","LA"
"313","McGuire","John",13005,0,2800,0,0,0,"R","VA"
"314","Massie","Thomas",12950,500,1500,1000,0,2750,"R","KY"
"315","Hutcheson","Shannon",12723,0,125,5100,285,25,"D","TX"
"316","Himes","Jim",12701,0,20,0,1075,0,"D","CT"
"317","Murphy","Greg",12513,0,2,0,0,0,"R","NC"
"318","Rice","Tom",12500,0,0,0,6100,0,"R","SC"
"319","Harris","Andy",12308,250,1250,0,0,0,"R","MD"
"320","Porter","Katie",11992,12,160,959,45573,10285,"D","CA"
"321","Maloney","Carolyn",11954,0,0,0,2,2250,"D","NY"
"322","Rose","Max",11923,0,3501,115,51930,1187,"D","NY"
"323","Spano","Ross",11884,67,76,2810,0,25,"R","FL"
"324","Esshaki","Eric",11828,0,0,2800,0,2800,"R","MI"
"325","Cox","TJ",11823,3,304,2805,49850,23742,"D","CA"
"326","Luria","Elaine",11771,0,0,5958,68754,12874,"D","VA"
"327","Howze","Ted",11690,0,0,2800,0,0,"R","CA"
"328","Qualls","Kendall",11554,0,11,2800,0,5886,"R","MN"
"329","Rogers","Hal",11499,1000,2500,0,0,0,"R","KY"
"330","Bennett","Lynda",11300,0,0,0,0,0,"R","NC"
"331","Hartzler","Vicky",11254,250,261,9,0,8016,"R","MO"
"332","Sherrill","Mikie",11221,0,0,3,34086,1326,"D","NJ"
"333","Broun","Paul",11200,0,0,0,0,0,"R","GA"
"334","Valentin","Leo",11200,0,0,2800,0,0,"R","FL"
"335","Payne","Donald M Jr",11000,0,0,0,1000,5000,"D","NJ"
"336","DeLauro","Rosa",10850,0,0,0,500,1010,"D","CT"
"337","Escobar","Veronica",10776,0,0,190,2134,96,"D","TX"
"338","Van","Orden Derrick",10641,0,0,900,0,111,"R","WI"
"339","Hicks","Josh",10640,200,200,30,936,15,"D","KY"
"340","Franklin","Scott",10617,0,5,0,0,11,"R","FL"
"341","Gaetz","Matt",10610,0,0,0,0,0,"R","FL"
"342","King","Pete",10596,0,0,3122,0,0,"R","NY"
"343","Wexton","Jennifer",10525,0,10,7100,27200,1205,"D","VA"
"344","Lamborn","Doug",10500,0,9000,1000,0,0,"R","CO"
"345","Richter","David",10407,0,0,2800,10,0,"R","NJ"
"346","Faircloth","James David",10350,0,0,0,0,0,"R","TX"
"347","Aguilar","Pete",10282,0,4,440,2101,25,"D","CA"
"348","Siegel","Mike",10271,4,4,268,23800,3500,"D","TX"
"349","Higgins","Brian M",10000,0,0,10000,0,0,"D","NY"
"350","Morelle","Joseph D",10000,0,0,10000,3000,0,"D","NY"
"351","Raths","Greg",9997,0,10,11,0,10,"R","CA"
"352","Garcia","Holmes Michelle",9850,0,1000,0,0,0,"R","NM"
"353","Bustos","Cheri",9739,40,65,2113,18575,52630,"D","IL"
"354","Slotkin","Elissa",9712,0,0,2053,65344,1149,"D","MI"
"355","Davids","Sharice",9691,0,365,50,42930,15499,"D","KS"
"356","Walker","Mark",9600,0,1000,0,0,0,"R","NC"
"357","Eastman","Kara",9554,3,33,6689,27790,7598,"D","NE"
"358","Cowan","John",9550,0,5600,0,0,0,"R","GA"
"359","Doyle","Mike",9500,2800,2800,7000,1000,2000,"D","PA"
"360","Luetkemeyer","Blaine",9500,0,0,3000,0,4500,"R","MO"
"361","Omar","Ilhan",9451,5,162,855,15605,3535,"D","MN"
"362","Darden","Steve",9400,0,0,0,0,0,"R","TN"
"363","Becchi","Rosemary",9355,0,2800,2800,0,0,"R","NJ"
"364","Swalwell","Eric",9285,101,1106,35,5731,2724,"D","CA"
"365","Dingell","Debbie",9264,0,1500,3000,8962,1000,"D","MI"
"366","Aderholt","Robert B",9255,8760,9760,0,0,0,"R","AL"
"367","Marchant","Kenny",9247,0,0,323,0,0,"R","TX"
"368","Calvert","Ken",9000,0,0,0,0,1000,"R","CA"
"369","Hernandez","Shane",8875,0,0,125,0,2300,"R","MI"
"370","Rose","John",8800,0,0,0,0,0,"R","TN"
"371","Gurtler","Matt",8794,750,750,0,0,0,"R","GA"
"372","Harshbarger","Diana",8650,0,0,0,0,0,"R","TN"
"373","Arballo","Phil",8586,0,40,857,6600,3545,"D","CA"
"374","Cartwright","Matt",8559,0,10,0,65862,5966,"D","PA"
"375","Meeks","Gregory",8500,0,0,0,1000,0,"D","NY"
"376","Vargas","Juan",8500,0,0,0,0,0,"D","CA"
"377","Fallon","Patrick",8400,0,0,0,0,0,"R","TX"
"378","Harris","Philip Aaron",8400,0,0,0,0,0,"R","TX"
"379","Patterson","Bob",8400,0,0,0,0,0,"R","NJ"
"380","Gandhi","Pritesh",8222,0,1010,450,18,8,"D","TX"
"381","Andrews","Aliscia",8211,3300,3335,877,0,11,"R","VA"
"382","Caldwell","Andy",8200,0,0,0,0,800,"R","CA"
"383","Meadows","Mark",8180,0,0,0,0,0,"R","NC"
"384","Beatty","Joyce",8100,0,0,0,475,525,"D","OH"
"385","Rouda","Harley",7903,0,1,2038,45319,7789,"D","CA"
"386","Ramirez","Tina",7850,2800,2800,0,0,0,"R","VA"
"387","Stapleton","Corey",7850,0,0,0,0,0,"R","MT"
"388","Duffy","Sean P",7765,0,0,1000,0,0,"R","WI"
"389","Rochester","Lisa Blunt",7688,0,0,5155,18920,300,"D","DE"
"390","Darwish","Rush",7650,0,0,250,0,0,"D","IL"
"391","Ghassali","Mike",7600,0,0,0,0,0,"R","NJ"
"392","Olson","Kim",7506,25,25,127,677,852,"D","TX"
"393","Brown","Anthony",7500,0,1000,4000,1575,503,"D","MD"
"394","Kildee","Dan",7500,0,0,2000,2288,14250,"D","MI"
"395","Rogers","Mike D",7500,3800,3800,0,1000,0,"R","AL"
"396","Williams","Kathleen",7422,0,15,3333,68609,6943,"D","MT"
"397","Beach","Brandon",7400,0,0,0,0,0,"R","GA"
"398","Murphy","Stephanie",7265,0,300,0,4652,1275,"D","FL"
