"","LastName","FirstName","Amount.oil.113","Amount.coal.113","Amount.mining.113","Amount.gas.113","Amount.env.113","Amount.alt_en.113","Party","StateAbbreviation"
"63","Bridenstine","James",88000,0,2500,3000,0,0,"R","OK"
"64","Renacci","Jim",85500,42717,97067,6000,500,2000,"R","OH"
"65","Granger","Kay",85300,0,0,2000,0,0,"R","TX"
"66","Alexander","Rodney",85288,2500,3500,7000,4400,0,"R","LA"
"67","Thornberry","Mac",85275,0,0,0,0,0,"R","TX"
"68","Poe","Ted",85100,0,0,11500,0,0,"R","TX"
"69","Harper","Gregg",84750,2500,2500,10000,0,0,"R","MS"
"70","Lucas","Frank D",84000,0,0,15500,0,7500,"R","OK"
"71","Costa","Jim",82750,5000,6000,14250,1000,2250,"D","CA"
"72","Walden","Greg",81900,1000,6000,11400,10250,0,"R","OR"
"73","Bilbray","Brian P",77750,5000,5000,11500,5000,13050,"R","CA"
"74","Issa","Darrell",77450,1500,6500,10500,0,1000,"R","CA"
"75","Mica","John L",75000,1500,5500,12000,0,0,"R","FL"
"76","Nunnelee","Alan",70700,2500,8000,2500,0,0,"R","MS"
"77","Burgess","Michael",68000,0,0,10500,0,0,"R","TX"
"78","Lamborn","Doug",68000,10499,24999,11500,1000,0,"R","CO"
"79","Heck","Joe",66850,1000,34500,7200,0,0,"R","NV"
"80","Black","Diane",66405,0,1000,7000,0,500,"R","TN"
"81","Weber","Randy",66100,0,0,1500,0,250,"R","TX"
"82","Castro","Joaquin",66050,0,0,500,1250,4500,"D","TX"
"83","Capito","Shelley Moore",65200,102636,177936,7500,0,0,"R","WV"
"84","Griffith","Morgan",64800,88638,143938,6500,0,0,"R","VA"
"85","Huelskamp","Tim",64700,0,0,4500,0,9750,"R","KS"
"86","Yoder","Kevin",64700,3000,16000,2900,0,10500,"R","KS"
"87","Marchant","Kenny",64500,0,0,19500,0,0,"R","TX"
"88","McCaul","Michael",64500,0,9300,2500,0,0,"R","TX"
"89","Ryan","Paul",63100,2000,3350,4500,2250,0,"R","WI"
"90","Carter","John",62550,250,3650,4300,0,0,"R","TX"
"91","Veasey","Marc",62350,0,0,1000,3200,1250,"D","TX"
"92","Fincher","Steve",62200,2000,4000,0,0,1000,"R","TN"
"93","Coors","Joe",61300,1000,5250,0,0,0,"R","CO"
"94","Bono","Mack Mary",60200,0,2500,5000,1000,7650,"R","CA"
"95","Valadao","David",60000,0,1500,1000,0,0,"R","CA"
"96","Hall","Ralph",59500,0,0,13500,0,0,"R","TX"
"97","Tiberi","Pat",59200,9750,13750,7500,0,2000,"R","OH"
"98","Gohmert","Louis B Jr",57200,0,3000,0,0,0,"R","TX"
"99","Latta","Bob",55900,9000,15000,4750,2000,7750,"R","OH"
"100","Young","Don",55450,2250,8550,7000,4000,0,"R","AK"
"101","Kinzinger","Adam",54199,3500,6000,3000,0,9750,"R","IL"
"102","Bishop","Rob",54000,8000,18000,5500,0,0,"R","UT"
"103","Rothfus","Keith J",54000,29500,38000,7300,0,0,"R","PA"
"104","Gill","Ricky",53750,0,0,0,0,250,"R","CA"
"105","Critz","Mark",53500,83990,113190,17500,2200,250,"D","PA"
"106","Altmire","Jason",53039,42548,76048,36539,0,0,"D","PA"
"107","Stivers","Steve",52750,24000,29000,0,0,2000,"R","OH"
"108","Rankin","Beth Anne",52400,0,0,0,0,0,"R","AR"
"109","Delong","Gary",51250,0,0,0,0,250,"R","CA"
"110","Schock","Aaron",51250,5750,9750,6000,0,15450,"R","IL"
"111","Duffy","Sean P",50800,5000,10000,0,0,0,"R","WI"
"112","Hudson","Richard",50700,2500,3500,2750,1450,750,"R","NC"
"113","Rogers","Mike",50600,2500,6500,2500,0,0,"R","MI"
"114","Dent","Charlie",50500,2000,4500,8500,0,1250,"R","PA"
"115","Simpson","Mike",50250,6000,33950,9000,2250,2250,"R","ID"
"116","Meehan","Patrick",50000,1500,4500,6000,0,0,"R","PA"
"117","Gingrey","Phil",49500,0,3500,8500,1000,0,"R","GA"
"118","Nunes","Devin",49000,2000,4000,3500,0,2000,"R","CA"
"119","Duncan","Jeff",48900,1000,3000,15500,3500,0,"R","SC"
"120","Bass","Charles",48750,0,0,2000,29503,9500,"R","NH"
"121","Biggert","Judy",47600,1500,2500,10000,3500,0,"R","IL"
"122","Maldonado","Abel",46550,0,2000,0,0,2500,"R","CA"
"123","Buerkle","Ann Marie",46200,5000,7000,500,0,2500,"R","NY"
"124","Garrett","Scott",45000,0,250,11000,0,10000,"R","NJ"
"125","Plummer","Jason",44800,20500,24500,0,0,0,"R","IL"
"126","Guthrie","Brett",44250,31499,37499,2000,0,0,"R","KY"
"127","Palazzo","Steven",44250,0,0,3500,0,0,"R","MS"
"128","Salmon","Matt",44139,2500,8500,18639,0,4750,"R","AZ"
"129","Rowe","Dustin",42600,0,0,0,0,1000,"R","OK"
"130","Johnson","Sam",42500,0,0,4650,0,0,"R","TX"
"131","Perlmutter","Ed",42450,0,8050,11000,13583,6900,"D","CO"
"132","Roskam","Peter",42250,2000,7500,15250,0,2500,"R","IL"
"133","Stewart","Chris",42250,3000,9000,3000,0,0,"R","UT"
"134","Kelly","Mike",42000,28850,35350,16000,0,0,"R","PA"
"135","Harris","Andy",41760,8000,19000,1000,6900,0,"R","MD"
"136","Pitts","Joe",41500,1000,3000,8000,0,0,"R","PA"
"137","Walorski","Jackie",41000,9500,18250,0,0,2500,"R","IN"
"138","Bachus","Spencer",40500,19000,26000,5000,0,0,"R","AL"
"139","Rodgers","Cathy McMorris",40375,3000,21700,9500,0,1750,"R","WA"
"140","DeSantis","Ron",39750,0,1500,750,0,0,"R","FL"
"141","Hoyer","Steny H",39500,0,1000,18500,8750,4500,"D","MD"
"142","Barletta","Lou",39450,2500,4500,500,0,0,"R","PA"
"143","Kennedy","Joe III",39237,0,0,10000,43200,4750,"D","MA"
"144","Vann","Kim Dolbow",39000,0,3000,1000,2500,500,"R","CA"
"145","Graves","Tom",38750,0,15000,3500,0,0,"R","GA"
"146","Latham","Tom",38250,0,0,2250,0,23000,"R","IA"
"147","Hurt","Robert",37525,16200,23450,5000,0,0,"R","VA"
"148","Price","Tom",37500,0,3000,4000,0,0,"R","GA"
"149","Wallace","Rob",36300,0,7500,2000,0,250,"D","OK"
"150","McClintock","Tom",35800,0,2000,4000,0,0,"R","CA"
"151","Guinta","Frank",35750,0,0,3000,0,1000,"R","NH"
"152","Rigell","Scott",35750,1000,1000,1000,0,0,"R","VA"
"153","Amodei","Mark",35000,0,35750,5500,0,0,"R","NV"
"154","Pelosi","Nancy",35000,0,0,0,29750,6250,"D","CA"
"155","Cravaack","Chip",34800,6000,30450,0,1500,0,"R","MN"
"156","Amash","Justin",34250,0,0,0,0,0,"R","MI"
"157","Paton","Jonathan",33833,5000,10750,1500,0,0,"R","AZ"
"158","Ribble","Reid",33650,5000,9000,1500,0,0,"R","WI"
"159","Arnold-Jones","Janice",33550,0,0,0,0,0,"R","NM"
"160","Collins","Chris",33250,0,0,8750,0,500,"R","NY"
"161","Davis","Rodney",33000,18200,26200,0,0,0,"R","IL"
"162","King","Steven A",32750,0,7000,1000,0,30000,"R","IA"
"163","Old","Jay",32750,0,0,500,0,2500,"R","TX"
"164","Aderholt","Robert B",32700,10500,11500,0,0,0,"R","AL"
"165","Massie","Thomas",32451,19500,28000,1750,0,0,"R","KY"
"166","Schilling","Bobby",32450,2500,7500,0,1450,1500,"R","IL"
"167","Gerlach","Jim",32250,0,2000,9250,0,1500,"R","PA"
"168","Crawford","Rick",31772,0,0,1000,0,1000,"R","AR"
"169","Larsen","Rick",31500,12000,13000,20500,4550,250,"D","WA"
"170","Rogers","Hal",31500,53099,65099,1000,2250,0,"R","KY"
"171","Tavaglione","John F",31500,0,0,0,0,7250,"R","CA"
"172","Kline","John",31400,1500,3750,0,0,0,"R","MN"
"173","Doggett","Lloyd",31250,0,0,1000,5087,8450,"D","TX"
"174","Beutler","Jaime Herrera",30750,1000,3850,2000,6000,0,"R","WA"
"175","Messer","Luke",30500,0,7750,0,0,2000,"R","IN"
"176","Paulsen","Erik",30050,0,250,250,0,0,"R","MN"
"177","Chaffetz","Jason",30000,5000,5000,3000,0,0,"R","UT"
"178","Southerland","Steve",29362,7000,8000,0,2000,0,"R","FL"
"179","McIntyre","Mike",28700,0,5000,6000,0,0,"D","NC"
"180","Hayworth","Nan",28500,0,1000,0,3500,10000,"R","NY"
"181","Rouzer","David",28400,0,0,1250,1700,0,"R","NC"
"182","Jordan","Jim",28200,0,4000,6000,0,0,"R","OH"
"183","Stutzman","Marlin",28000,1500,1500,0,0,2500,"R","IN"
"184","Womack","Steve",28000,0,1000,1750,0,0,"R","AR"
"185","Ross","Mike",27500,1000,2000,1000,0,0,"D","AR"
"186","Runyan","Jon",27000,0,1000,2500,3000,2500,"R","NJ"
"187","Walsh","Joe",27000,0,0,0,0,250,"R","IL"
"188","Webster","Daniel",27000,5000,5000,1000,0,0,"R","FL"
"189","Grimm","Michael",26500,0,1000,4000,0,0,"R","NY"
"190","Pittenger","Robert",26500,0,0,8000,0,0,"R","NC"
"191","Bucshon","Larry",26400,48800,59300,0,0,2000,"R","IN"
"192","Thompson","Bennie G",26400,0,0,9500,1000,0,"D","MS"
"193","Doyle","Mike",26250,0,500,9000,13309,0,"D","PA"
"194","Capuano","Michael E",26000,0,2000,5000,250,0,"D","MA"
"195","Gallego","Pete",26000,0,0,3000,22696,500,"D","TX"
"196","Wagner","Ann",26000,89500,93000,0,0,0,"R","MO"
"197","Hartzler","Vicky",25750,9500,10500,500,0,1000,"R","MO"
"198","Richmond","Cedric",25750,0,500,0,750,0,"D","LA"
"199","Gibson","Chris",25500,0,0,4500,0,1500,"R","NY"
"200","Parker","Vernon",25250,5000,7000,2000,1450,500,"R","AZ"
"201","Graves","Sam",24750,4000,7500,1000,0,3000,"R","MO"
"202","Smith","Adrian",24700,4000,4500,1000,0,4500,"R","NE"
"203","Altschuler","Randy",24500,0,1000,0,0,0,"R","NY"
"204","McSally","Martha",24250,7500,8000,0,0,0,"R","AZ"
"205","Rivera","David",24250,1000,1000,0,1500,0,"R","FL"
"206","Schweikert","David",24250,0,12750,5500,0,0,"R","AZ"
"207","Israel","Steve",23500,0,0,7000,15500,11000,"D","NY"
"208","Walberg","Tim",23450,10000,21000,0,0,0,"R","MI"
"209","Dold","Bob",23250,1000,3500,6250,0,2799,"R","IL"
"210","Jackson","Lee Sheila",23000,0,0,250,0,0,"D","TX"
"211","Quayle","Ben",22950,13000,22250,6000,0,0,"R","AZ"
"212","Meadows","Mark",22750,0,2500,2000,0,0,"R","NC"
"213","Hasner","Adam",22500,5000,5000,750,0,550,"R","FL"
"214","Nugent","Richard",22500,0,0,0,0,0,"R","FL"
"215","Hinojosa","Ruben",22250,0,0,5000,0,0,"D","TX"
"216","Lowenthal","Alan",21850,0,0,3600,21250,2750,"D","CA"
"217","Sensenbrenner","Jim",21750,4500,5500,0,0,0,"R","WI"
"218","Tarkanian","Danny",21750,3000,4000,2500,0,0,"R","NV"
"219","Lampson","Nick",21500,0,500,0,0,2650,"D","TX"
"220","Barr","Andy",21400,161200,240332,500,0,0,"R","KY"
"221","Love","Mia",21400,5000,5250,500,1450,0,"R","UT"
"222","Gosar","Paul",21250,3500,15550,6250,250,1000,"R","AZ"
"223","Lance","Leonard",21050,0,0,5500,3000,0,"R","NJ"
"224","Rahall","Nick",21000,33800,40800,10500,800,500,"D","WV"
"225","Royce","Ed",20900,0,2500,1000,3500,1000,"R","CA"
"226","Fitzpatrick","Michael G",20800,1000,1000,2000,4000,2500,"R","PA"
"227","Chabot","Steve",20700,750,-250,1000,0,0,"R","OH"
"228","Stockman","Steve",20500,1000,1000,0,0,0,"R","TX"
"229","Collins","Doug",20250,500,3500,2250,0,0,"R","GA"
"230","Rooney","Tom",20200,0,0,4000,0,0,"R","FL"
"231","Bera","Ami",20150,0,0,0,46626,8000,"D","CA"
"232","LaMalfa","Doug",20000,0,1000,0,0,0,"R","CA"
"233","Perry","Scott",20000,0,2500,3000,0,0,"R","PA"
"234","Young","Todd",19700,18650,29900,3250,0,0,"R","IN"
"235","Scott","Tim",19550,4500,7500,2500,0,0,"R","SC"
"236","Doherty","Brendan P",19250,0,0,0,0,0,"R","RI"
"237","Bielat","Sean",19000,0,0,0,200,0,"R","MA"
"238","Wenstrup","Brad",19000,8000,10500,0,0,0,"R","OH"
"239","Rogers","Mike D",18750,15000,16000,0,0,0,"R","AL"
"240","Davis","Geoff",18500,8000,13000,500,0,0,"R","KY"
"241","Radel","Trey",18500,1000,1000,0,0,0,"R","FL"
"242","Holden","Tim",18000,34499,40999,5000,0,250,"D","PA"
"243","Peterson","Collin",18000,0,4000,0,500,19000,"D","MN"
"244","Marino","Tom",17750,5000,7500,2500,0,0,"R","PA"
"245","Tisei","Richard",17600,0,0,0,0,0,"R","MA"
"246","Cardenas","Tony",17500,0,0,0,2500,0,"D","CA"
"247","Fleischmann","Chuck",17500,4500,6750,4000,0,0,"R","TN"
"248","Kingston","Jack",17500,0,5000,3500,4500,2500,"R","GA"
"249","Koster","John",17400,1000,4250,0,0,0,"R","WA"
"250","Anderson","Lee Ivey",16800,0,500,0,1500,0,"R","GA"
"251","Stearns","Cliff",16800,4750,9750,1000,0,0,"R","FL"
"252","Harris","Felicia",16750,0,0,250,0,0,"R","TX"
"253","Mulvaney","Mick",16750,0,0,1500,0,0,"R","SC"
"254","Gonzalez","Charlie A",16500,0,1000,5000,0,1000,"D","TX"
"255","Bonner","Jo",16250,4500,4500,6500,0,0,"R","AL"
"256","Goodlatte","Bob",16250,0,2000,2000,0,0,"R","VA"
"257","Dingell","John D",16000,0,-1000,2000,250,550,"D","MI"
"258","Duncan","John J Jr",16000,2250,3250,1000,2000,500,"R","TN"
"259","Welch","Peter",16000,0,0,1000,0,0,"D","VT"
"260","Woodall","Rob",16000,0,1500,2000,0,0,"R","GA"
"261","Andrews","Robert E",15350,0,0,250,0,0,"D","NJ"
"262","Ross","Dennis",15250,0,400,0,0,0,"R","FL"
"263","Olson","John",15150,0,0,3500,0,0,"D","OK"
"264","Hahn","Janice",15050,0,0,300,7750,2000,"D","CA"
"265","Bartlett","Roscoe G",15000,7000,7000,1000,0,1000,"R","MD"
"266","Calvert","Ken",15000,1000,3000,1000,0,5425,"R","CA"
"267","Kelly","Jesse",15000,0,6650,0,0,0,"R","AZ"
"268","McHenry","Patrick",15000,0,0,3000,0,0,"R","NC"
"269","Myrick","Sue",15000,0,0,9000,0,0,"R","NC"
"270","Vargas","Juan",15000,0,0,0,0,0,"D","CA"
"271","Rohrabacher","Dana",14950,0,0,0,0,0,"R","CA"
"272","Franks","Trent",14900,0,2500,6000,0,0,"R","AZ"
"273","Archer","John H Jr",14750,0,0,0,0,2500,"R","IA"
"274","Ellmers","Renee",14700,0,0,1500,0,0,"R","NC"
"275","Berman","Howard L",14500,0,0,0,6250,1500,"D","CA"
"276","Bilirakis","Gus",14500,0,0,0,0,0,"R","FL"
"277","Gowdy","Trey",14500,0,1000,3000,0,0,"R","SC"
"278","Clyburn","James E",14450,0,0,2000,2500,3000,"D","SC"
"279","Robinson","Art",14200,0,0,0,0,0,"R","OR"
"280","McIntosh","David M",14000,2000,2000,250,0,0,"R","IN"
"281","King","Pete",13800,0,0,1000,0,0,"R","NY"
"282","Bentivolio","Kerry",13750,1000,1000,0,0,0,"R","MI"
"283","Brooks","Maggie",13750,0,0,750,0,0,"R","NY"
"284","Pallone","Frank Jr",13750,0,0,9750,1000,0,"D","NJ"
"285","Vela","Filemon",13550,0,0,0,0,500,"D","TX"
"286","Hall","Isadore",13500,0,0,0,0,0,"D","CA"
"287","Krishnamoorthi","Raja",13500,0,0,1000,1350,0,"D","IL"
"288","Labrador","Raul",13500,0,3000,2250,2500,250,"R","ID"
"289","Lange","Ben",13500,0,0,0,0,10750,"R","IA"
"290","Holding","George",13250,0,0,2500,0,0,"R","NC"
"291","Butterfield","G K",13000,0,0,2000,1000,0,"D","NC"
"292","Campbell","John",13000,0,0,0,0,0,"R","CA"
"293","Foxx","Virginia",13000,1000,2000,4000,0,0,"R","NC"
"294","Posey","Bill",13000,0,0,0,0,0,"R","FL"
"295","Rangel","Charles B",12900,0,0,0,0,1000,"D","NY"
"296","Buchanan","Vernon",12500,0,0,4000,10000,1500,"R","FL"
"297","Bishop","Timothy H",12250,0,0,1000,28603,1000,"D","NY"
"298","Roraback","Andrew",12247,0,0,0,0,2000,"R","CT"
"299","Broun","Paul",12200,1500,4700,2500,0,0,"R","GA"
"300","Huizenga","Bill",12100,0,1250,0,0,0,"R","MI"
"301","Driscoll","Bill",12000,0,0,250,0,0,"R","WA"
"302","Miller","Gary",12000,0,0,0,0,7500,"R","CA"
"303","Schwartz","Allyson",12000,0,0,3000,1500,500,"D","PA"
"304","Cornilles","Robert",11500,0,0,0,2500,5000,"R","OR"
"305","Kalk","Brian",11500,0,0,0,0,3000,"R","ND"
"306","Snuffer","Rick",11500,53457,96207,0,0,0,"R","WV"
"307","Frelinghuysen","Rodney",11350,1000,2000,2000,0,500,"R","NJ"
"308","Wolf","Frank",11250,0,0,2500,0,0,"R","VA"
"309","Matsui","Doris",11000,0,0,0,1000,1000,"D","CA"
"310","Vilsack","Christie",11000,0,0,0,13900,14250,"D","IA"
"311","Ellison","Keith",10900,0,0,0,2850,0,"D","MN"
"312","Esty","Elizabeth",10750,750,750,9500,34800,11600,"D","CT"
"313","Lujan","Ben Ray",10700,0,5000,4500,4216,3000,"D","NM"
"314","Rokita","Todd",10600,11500,14500,0,0,1000,"R","IN"
"315","Raye","Kevin",10500,0,0,0,0,2050,"R","ME"
"316","Roe","Phil",10500,0,0,0,0,0,"R","TN"
"317","Scott","Austin",10500,0,2250,2500,0,0,"R","GA"
"318","Takach","Stephen",10500,0,0,0,0,0,"R","TX"
"319","Boren","Dan",10300,0,0,3000,0,500,"D","OK"
"320","Sewell","Terri",10300,10000,11000,0,0,1000,"D","AL"
"321","Levin","Sander",10250,0,2000,2000,7250,4000,"D","MI"
"322","Lewis","Dan",10250,0,0,0,0,0,"R","NM"
"323","Reyes","Silvestre",10250,0,250,0,0,0,"D","TX"
"324","Carrasco","Barbara",10000,0,0,0,0,0,"R","TX"
"325","Desjarlais","Scott",10000,0,0,0,0,0,"R","TN"
"326","Hirschbiel","Paul Odell Jr",10000,0,0,0,11001,0,"D","VA"
"327","Velazquez","Nydia",10000,0,0,0,0,0,"D","NY"
"328","Young","C W Bill",10000,0,0,0,2500,0,"R","FL"
"329","Kind","Ron",9950,0,0,5250,20559,5600,"D","WI"
"330","Johnson","Timothy",9750,1750,1750,0,0,1000,"R","IL"
"331","Ros-Lehtinen","Ileana",9750,250,2250,0,3000,250,"R","FL"
"332","Frankel","Lois",9500,0,0,0,10557,250,"D","FL"
"333","Joyce","David P",9500,21214,42414,0,0,0,"R","OH"
"334","Pastor","Ed",9500,0,6000,7000,1500,0,"D","AZ"
"335","Ryan","Tim",9500,5000,7000,3500,250,0,"D","OH"
"336","Kissell","Larry",9450,0,0,2200,0,1300,"D","NC"
"337","Pace","Sal",9250,1000,1000,0,21803,500,"D","CO"
"338","Van","Hollen Chris",9250,0,0,7500,17050,500,"D","MD"
"339","Garagiola","Robert J",9000,0,0,3500,6391,11750,"D","MD"
"340","Jones","Walter B Jr",9000,0,-1000,2250,0,0,"R","NC"
"341","Platts","Todd",9000,0,0,0,0,0,"R","PA"
"342","Westmoreland","Lynn A",9000,0,3500,4000,0,0,"R","GA"
"343","Crowley","Joseph",8750,0,0,5250,2000,2000,"D","NY"
"344","Goettle","Shane",8750,0,0,0,0,2000,"R","ND"
"345","Hultgren","Randy",8750,2000,4500,3000,0,1500,"R","IL"
"346","Larson","John",8750,0,0,2500,3700,0,"D","CT"
"347","Towns","Edolphus",8675,0,0,1275,0,0,"D","NY"
"348","Murphy","Mark",8625,0,0,0,4100,0,"D","NY"
"349","Brooks","Susan",8500,750,3250,0,250,1000,"R","IN"
"350","Higgins","Brian M",8500,0,0,5500,0,0,"D","NY"
"351","Neal","Richard E",8500,0,0,4500,0,250,"D","MA"
"352","Schneider","Brad",8500,0,0,5000,26151,0,"D","IL"
"353","Stinchfield","Grant",8500,0,0,0,0,0,"R","TX"
"354","Whelan","Brian",8500,0,0,0,0,0,"R","CA"
"355","Hayden","Jerry",8300,0,0,0,0,0,"R","CA"
"356","Fortenberry","Jeff",8250,0,0,0,0,1000,"R","NE"
"357","Austria","Steve",8200,0,1000,0,0,0,"R","OH"
"358","Little","Anna",8200,0,0,0,250,0,"R","NJ"
"359","Wilson","Joe",8200,0,1000,250,0,0,"R","SC"
"360","Gillan","Kim",8150,11000,11000,2950,3250,1500,"D","MT"
"361","Hochul","Kathleen",8125,0,0,3000,10150,0,"D","NY"
"362","Green","Al",8100,0,0,300,0,500,"D","TX"
"363","Brady","Robert A",8000,0,0,0,0,0,"D","PA"
"364","Corwin","Jane",8000,0,500,4500,0,0,"R","NY"
"365","Garcia","Joe",8000,0,0,0,12375,1750,"D","FL"
"366","Johnson","Eddie Bernice",8000,0,0,3000,1500,0,"D","TX"
"367","Markey","Ed",8000,0,0,1000,10750,11313,"D","MA"
"368","Miller","Candice S",8000,0,2500,0,0,0,"R","MI"
"369","Grisham","Michelle Lujan",7900,0,0,0,16240,250,"D","NM"
"370","Obsitnik","Steve",7750,0,0,0,250,0,"R","CT"
"371","Weissmann","Eric A",7550,0,0,0,250,0,"R","CO"
"372","Clark","David",7500,0,0,2500,0,0,"R","UT"
"373","Gould","Ron",7500,0,0,1500,0,0,"R","AZ"
"374","Hanna","Richard",7500,0,0,1000,0,0,"R","NY"
"375","LoBiondo","Frank",7500,0,0,1000,8850,500,"R","NJ"
"376","Phillips","George K",7500,0,0,0,0,0,"R","NY"
"377","Rice","Tom",7250,0,2500,0,0,0,"R","SC"
"378","Thompson","Mike",7200,0,0,1000,2750,3500,"D","CA"
"379","Pascrell","Bill Jr",7000,0,0,5000,0,1500,"D","NJ"
"380","Roby","Martha",7000,3500,4500,1000,0,0,"R","AL"
"381","Keating","Bill",6950,0,0,1000,0,500,"D","MA"
"382","Foster","Bill",6750,0,0,3500,23500,1000,"D","IL"
"383","Kirkpatrick","Ann",6750,0,4000,1500,2500,0,"D","AZ"
"384","Harrington","Karen",6600,2500,2750,0,0,0,"R","FL"
"385","Bauer","Andre",6500,0,0,0,0,0,"R","SC"
"386","Lundberg","Kevin",6500,0,0,0,0,0,"R","CO"
"387","Polis","Jared",6500,0,0,0,6750,0,"D","CO"
"388","Richardson","Laura",6500,0,0,0,0,0,"D","CA"
"389","Visclosky","Pete",6500,1000,1000,1000,0,500,"D","IN"
"390","Walz","Tim",6500,0,0,0,5900,13200,"D","MN"
"391","Robinson","Vernon",6450,0,0,0,0,0,"R","NC"
"392","Brooks","Mo",6250,0,1000,0,0,0,"R","AL"
"393","Crooks","David L",6250,0,0,0,5250,0,"D","IN"
"394","Keadle","Scott",6250,16500,30000,2250,0,0,"R","NC"
"395","Bernier","Justin",6125,0,0,500,0,0,"R","CT"
"396","Baca","Joe",6000,0,0,0,0,0,"D","CA"
"397","Calderon","Ronald",6000,0,0,0,0,0,"D","CA"
"398","Coble","Howard",6000,0,1000,3000,0,0,"R","NC"
"399","Cooper","Jim",6000,0,0,1000,500,0,"D","TN"
