"Cycle","CID","RealCode","Date","Amount","Type"
2020,"N00042868","E1200","06/25/2019",2500,"24K"
2020,"N00041542","E1200","06/25/2019",2000,"24K"
2020,"N00030780","E1200","06/06/2019",2000,"24K"
2020,"N00002593","E1200","06/25/2019",500,"24K"
2020,"N00013323","E1200","06/25/2019",500,"24K"
2020,"N00032088","E1200","06/25/2019",5000,"24K"
2020,"N00035517","E1200","06/25/2019",1000,"24K"
2020,"N00033982","E1200","06/25/2019",2000,"24K"
2020,"N00039106","E1200","06/06/2019",1000,"24K"
2020,"N00039106","E1200","06/25/2019",500,"24K"
2020,"N00004558","E1200","06/06/2019",500,"24K"
2020,"N00033054","E1200","06/06/2019",2000,"24K"
2020,"N00035492","E1200","06/25/2019",2500,"24K"
2020,"N00007690","E1200","06/25/2019",2500,"24K"
2020,"N00035311","E1200","06/06/2019",1000,"24K"
2020,"N00046125","E1160","11/23/2020",5000,"24K"
2020,"N00035516","E1160","11/23/2020",5000,"24K"
2020,"N00044434","E1160","10/23/2020",5000,"24K"
2020,"N00031226","E1160","10/30/2020",5000,"24K"
2020,"N00007999","E1200","06/25/2019",1000,"24K"
2020,"N00031233","E1200","06/06/2019",1000,"24K"
2020,"N00042868","E1200","06/25/2019",2500,"24K"
2020,"N00030780","E1200","06/06/2019",2000,"24K"
2020,"N00002593","E1200","06/25/2019",500,"24K"
2020,"N00013323","E1200","06/25/2019",500,"24K"
2020,"N00035517","E1200","06/25/2019",1000,"24K"
2020,"N00033982","E1200","06/25/2019",3000,"24K"
2020,"N00039106","E1200","06/25/2019",500,"24K"
2020,"N00004558","E1200","06/06/2019",500,"24K"
2020,"N00004558","E1200","06/25/2019",1000,"24K"
2020,"N00033054","E1200","06/06/2019",1500,"24K"
2020,"N00033054","E1200","06/06/2019",500,"24K"
2020,"N00024978","E1200","06/25/2019",1000,"24K"
2020,"N00035492","E1200","06/25/2019",2500,"24K"
2020,"N00007690","E1200","06/25/2019",2500,"24K"
2020,"N00046125","E1200","11/12/2020",2500,"24K"
2020,"N00035516","E1200","11/12/2020",2500,"24K"
2020,"N00045369","E1200","10/16/2020",1000,"24K"
2020,"N00030622","E1200","10/21/2020",1000,"24K"
2020,"N00026341","E1600","10/20/2020",2000,"24K"
2020,"N00040597","E1600","10/15/2020",2500,"24K"
2020,"N00030600","E1600","10/20/2020",2500,"24K"
2020,"N00006701","E1600","10/20/2020",3000,"24K"
2020,"N00009585","E1600","10/20/2020",5000,"24K"
2020,"N00035825","E1600","10/20/2020",5000,"24K"
2020,"N00000615","E1620","11/02/2020",500,"24K"
2020,"N00000575","E1620","10/20/2020",2500,"24K"
2020,"N00013855","E1620","10/20/2020",2500,"24K"
2020,"N00037019","E1600","10/30/2020",2500,"24K"
2020,"N00027035","E1600","10/30/2020",5000,"24K"
2020,"N00045773","E1600","10/30/2020",1000,"24K"
2020,"N00025726","E1600","10/19/2020",1000,"24K"
2020,"N00036149","E1600","10/30/2020",2500,"24K"
2020,"N00034639","E1600","10/30/2020",1000,"24K"
2020,"N00038450","E1600","10/30/2020",1000,"24K"
2020,"N00033390","E1600","10/30/2020",5000,"24K"
2020,"N00033395","E1600","10/19/2020",2500,"24K"
2020,"N00013323","E1600","10/19/2020",2500,"24K"
2020,"N00040597","E1600","10/30/2020",2500,"24K"
2020,"N00038601","E1600","10/19/2020",2500,"24K"
2020,"N00038601","E1600","10/30/2020",2500,"24K"
2020,"N00024809","E1600","10/30/2020",1000,"24K"
2020,"N00037034","E1600","10/30/2020",1000,"24K"
2020,"N00003522","E1600","10/30/2020",1000,"24K"
2020,"N00035934","E1600","10/19/2020",5000,"24K"
2020,"N00004403","E1600","10/30/2020",1000,"24K"
2020,"N00012233","E1600","10/30/2020",2500,"24K"
2020,"N00038414","E1600","10/30/2020",2500,"24K"
2020,"N00035504","E1600","10/19/2020",2500,"24K"
2020,"N00029788","E1600","10/30/2020",1000,"24K"
2020,"N00036275","E1600","10/30/2020",1000,"24K"
2020,"N00030184","E1600","10/30/2020",2500,"24K"
2020,"N00002674","E1600","10/30/2020",1000,"24K"
2020,"N00045434","E1600","10/19/2020",1000,"24K"
2020,"N00024790","E1600","10/30/2020",2500,"24K"
2020,"N00030622","E1600","10/30/2020",2500,"24K"
2020,"N00024978","E1600","10/30/2020",1000,"24K"
2020,"N00038285","E1600","10/30/2020",2500,"24K"
2020,"N00044346","E1600","10/30/2020",500,"24K"
2020,"N00000515","E1600","10/30/2020",2500,"24K"
2020,"N00042715","E1600","10/30/2020",1000,"24K"
2020,"N00028073","E1600","10/30/2020",2500,"24K"
2020,"N00030676","E1170","10/28/2020",1000,"24K"
2020,"N00027035","E1170","10/28/2020",5000,"24K"
2020,"N00005582","E1170","10/28/2020",2500,"24K"
2020,"N00027459","E1170","10/28/2020",5000,"24K"
2020,"N00025219","E1170","10/28/2020",2500,"24K"
2020,"N00033591","E1170","10/28/2020",2500,"24K"
2020,"N00037515","E1170","10/28/2020",1000,"24K"
2020,"N00035774","E1620","10/22/2020",1000,"24K"
2020,"N00005883","E1620","10/22/2020",1000,"24K"
2020,"N00004887","E1620","10/22/2020",1000,"24K"
2020,"N00035523","E1620","10/22/2020",500,"24K"
2020,"N00033390","E1620","10/22/2020",1000,"24K"
2020,"N00006236","E1620","11/04/2020",1000,"24K"
2020,"N00040597","E1620","11/02/2020",-1000,"24K"
2020,"N00040597","E1620","11/02/2020",1000,"24K"
2020,"N00035483","E1620","10/22/2020",1000,"24K"
2020,"N00036944","E1620","10/22/2020",1000,"24K"
2020,"N00003522","E1620","10/22/2020",2000,"24K"
2020,"N00026050","E1620","11/04/2020",1000,"24K"
2020,"N00026460","E1620","10/22/2020",1000,"24K"
2020,"N00044298","E1620","10/23/2020",-1000,"24K"
2020,"N00000153","E1620","10/22/2020",1000,"24K"
2020,"N00009660","E1620","10/22/2020",500,"24K"
2020,"N00027860","E1620","11/04/2020",1000,"24K"
2020,"N00004133","E1620","10/22/2020",1000,"24K"
2020,"N00035527","E1620","10/22/2020",1000,"24K"
2020,"N00046125","E1110","11/16/2020",5000,"24K"
2020,"N00035516","E1110","11/16/2020",5000,"24K"
2020,"N00035527","E4200","10/19/2020",-1500,"24K"
2020,"N00035527","E4200","10/19/2020",1500,"24K"
2020,"N00036135","E1150","10/16/2020",2000,"24K"
2020,"N00044592","E1150","11/03/2020",1000,"24K"
2020,"N00041194","E1150","10/15/2020",2500,"24K"
2020,"N00026460","E1150","10/15/2020",2500,"24K"
2020,"N00025219","E1150","10/15/2020",2500,"24K"
2020,"N00029459","E1150","10/15/2020",2500,"24K"
2020,"N00042282","E1150","10/15/2020",2500,"24K"
2020,"N00045369","E1150","10/15/2020",5000,"24K"
2020,"N00038809","E1150","10/15/2020",2500,"24K"
2020,"N00037034","E1150","10/20/2020",5000,"24K"
2020,"N00045167","E1150","10/23/2020",2500,"24K"
2020,"N00046125","E1150","11/16/2020",5000,"24K"
2020,"N00035516","E1150","11/16/2020",5000,"24K"
2020,"N00000699","E4100","11/19/2020",2000,"24K"
2020,"N00042164","E4100","10/28/2020",2000,"24K"
2020,"N00030780","E1120","10/15/2020",5000,"24K"
2020,"N00005582","E1120","10/15/2020",1000,"24K"
2020,"N00033982","E1120","10/15/2020",5000,"24K"
2020,"N00045773","E1520","10/26/2020",1000,"24K"
2020,"N00046125","E1160","11/13/2020",5000,"24K"
2020,"N00041550","E1160","10/22/2020",5000,"24K"
2020,"N00045369","E1160","10/22/2020",5000,"24K"
2020,"N00038285","E1600","10/20/2020",2000,"24K"
2020,"N00004887","E1600","10/20/2020",1000,"24K"
2020,"N00008122","E1600","10/20/2020",2000,"24K"
2020,"N00026050","E1600","11/20/2020",1000,"24K"
2020,"N00042194","E1210","10/19/2020",1000,"24K"
2020,"N00029574","E1210","10/26/2020",1000,"24K"
2020,"N00029441","E1700","08/10/2020",1000,"24K"
2020,"N00029441","E1700","08/24/2020",-1000,"24K"
2020,"N00029441","E1700","09/08/2020",1000,"24K"
2020,"N00030196","E1700","09/22/2020",5000,"24K"
2020,"N00030191","E1220","10/15/2020",2000,"24K"
2020,"N00031177","E1220","10/22/2020",2000,"24K"
2020,"N00038734","E1220","10/15/2020",2500,"24K"
2020,"N00027510","E1220","10/15/2020",1500,"24K"
2020,"N00033638","E1220","10/15/2020",2500,"24K"
2020,"N00028133","E1220","10/15/2020",2500,"24K"
2020,"N00037247","E1220","10/15/2020",1000,"24K"
2020,"N00025284","E5000","11/23/2020",-1000,"24K"
2020,"N00030245","E1700","11/05/2019",5000,"24K"
2020,"N00042194","E1160","11/19/2019",5000,"24K"
2020,"N00043541","E1160","11/19/2019",1000,"24K"
2020,"N00042808","E1160","11/19/2019",2500,"24K"
2020,"N00041550","E1160","11/19/2019",4000,"24K"
2020,"N00026627","E1160","11/19/2019",1000,"24K"
2020,"N00034120","E1160","11/19/2019",5000,"24K"
2020,"N00029260","E1600","10/09/2019",1000,"24K"
2020,"N00037515","E1600","10/09/2019",1000,"24K"
2020,"N00041511","E1600","12/04/2019",2500,"24K"
2020,"N00033717","E1170","10/23/2019",5000,"24K"
2020,"N00036409","E1170","11/07/2019",500,"24K"
2020,"N00039330","E1170","12/23/2019",2500,"24K"
2020,"N00000153","E1620","07/12/2019",2000,"24K"
2020,"N00035215","E1620","08/08/2019",2500,"24K"
2020,"N00035215","E1620","08/20/2019",500,"24K"
2020,"N00033101","E1620","09/16/2019",1000,"24K"
2020,"N00029277","E1620","09/17/2019",2000,"24K"
2020,"N00004403","E1620","09/18/2019",2500,"24K"
2020,"N00045307","E1620","09/30/2019",2000,"24K"
2020,"N00045434","E1620","10/28/2019",2000,"24K"
2020,"N00004367","E1620","11/06/2019",2500,"24K"
2020,"N00036409","E1620","12/04/2019",2000,"24K"
2020,"N00032546","E1620","12/05/2019",2000,"24K"
2020,"N00002593","E1200","10/19/2020",-500,"24K"
2020,"N00002674","E4100","10/15/2020",1000,"24K"
2020,"N00005883","E4100","10/15/2020",1500,"24K"
2020,"N00027514","E4100","10/15/2020",1000,"24K"
2020,"N00030693","E4100","10/15/2020",1000,"24K"
2020,"N00025337","E4100","10/15/2020",1000,"24K"
2020,"N00031559","E4100","10/15/2020",2000,"24K"
2020,"N00034453","E4100","10/15/2020",1000,"24K"
2020,"N00030642","E4100","10/15/2020",1000,"24K"
2020,"N00026314","E4100","10/15/2020",1500,"24K"
2020,"N00000153","E4100","10/15/2020",1500,"24K"
2020,"N00000781","E4100","10/15/2020",1500,"24K"
2020,"N00013817","E4100","10/15/2020",1000,"24K"
2020,"N00039777","E4100","10/15/2020",1000,"24K"
2020,"N00041511","E4100","10/15/2020",1000,"24K"
2020,"N00042164","E4100","10/15/2020",1000,"24K"
2020,"N00029459","E4100","10/15/2020",1000,"24K"
2020,"N00007999","E4100","10/15/2020",1000,"24K"
2020,"N00030196","E1700","07/11/2019",1000,"24K"
2020,"N00007690","E1700","08/13/2019",1000,"24K"
2020,"N00029441","E1700","12/09/2019",1000,"24K"
2020,"N00030245","E1700","12/09/2019",1500,"24K"
2020,"N00030196","E1700","01/23/2020",3000,"24K"
2020,"N00032088","E1700","02/25/2020",2000,"24K"
2020,"N00029441","E1700","03/04/2020",1000,"24K"
2020,"N00001821","E1620","07/07/2020",-5000,"24K"
2020,"N00001821","E1620","07/08/2020",5000,"24K"
2020,"N00041954","E1620","07/22/2020",1000,"24K"
2020,"N00042194","E1620","07/22/2020",1000,"24K"
2020,"N00027462","E1620","07/22/2020",1000,"24K"
2020,"N00029513","E1620","07/22/2020",1500,"24K"
2020,"N00002408","E1620","07/22/2020",5000,"24K"
2020,"N00041221","E1620","07/22/2020",1000,"24K"
2020,"N00034784","E1620","07/22/2020",2000,"24K"
2020,"N00025337","E1620","07/22/2020",1000,"24K"
2020,"N00038779","E1620","07/22/2020",2000,"24K"
2020,"N00004403","E1620","07/22/2020",1000,"24K"
2020,"N00012233","E1620","07/22/2020",2500,"24K"
2020,"N00044027","E1620","07/22/2020",1000,"24K"
2020,"N00000153","E1620","07/22/2020",500,"24K"
2020,"N00000153","E1620","07/22/2020",2000,"24K"
2020,"N00027783","E1620","07/22/2020",1000,"24K"
2020,"N00041956","E1620","07/22/2020",1000,"24K"
2020,"N00033591","E1620","07/22/2020",1000,"24K"
2020,"N00033527","E1620","07/22/2020",2000,"24K"
2020,"N00025280","E1620","07/22/2020",1000,"24K"
2020,"N00028073","E1620","07/22/2020",1000,"24K"
2020,"N00041194","E1110","10/21/2020",1000,"24K"
2020,"N00006236","E1110","10/28/2020",1000,"24K"
2020,"N00030071","E1110","10/21/2020",1500,"24K"
2020,"N00030709","E1110","10/21/2020",1000,"24K"
2020,"N00044592","E1110","10/22/2020",-1000,"24K"
2020,"N00046125","E1110","11/18/2020",5000,"24K"
2020,"N00035516","E1110","11/18/2020",5000,"24K"
2020,"N00041194","E1140","10/20/2020",2500,"24K"
2020,"N00042194","E1140","10/21/2020",1000,"24K"
2020,"N00038809","E1140","10/21/2020",2500,"24K"
2020,"N00009759","E1140","10/23/2020",1000,"24K"
2020,"N00045773","E1140","10/23/2020",1000,"24K"
2020,"N00040559","E1140","10/23/2020",1000,"24K"
2020,"N00026314","E1140","11/02/2020",1000,"24K"
2020,"N00009759","E1140","10/30/2020",-1500,"24K"
2020,"N00006236","E1140","11/09/2020",1000,"24K"
2020,"N00035516","E1140","11/10/2020",2500,"24K"
2020,"N00046125","E1140","11/17/2020",2500,"24K"
2020,"N00035516","E1140","11/19/2020",2500,"24K"
2020,"N00046125","E1120","12/12/2020",5000,"24K"
2020,"N00035516","E1120","12/12/2020",5000,"24K"
2020,"N00046125","E1210","12/02/2020",1000,"24K"
2020,"N00046125","E1200","11/12/2020",2500,"24K"
2020,"N00035516","E1200","11/12/2020",2500,"24K"
2020,"N00005883","E1120","10/23/2020",2500,"24K"
2020,"N00026314","E1120","10/20/2020",5000,"24K"
2020,"N00005582","E1120","10/15/2020",1000,"24K"
2020,"N00035504","E1120","11/23/2020",2500,"24K"
2020,"N00029788","E1120","10/15/2020",2500,"24K"
2020,"N00030184","E1120","10/23/2020",5000,"24K"
2020,"N00033982","E1620","10/23/2020",1000,"24K"
2020,"N00036275","E1620","10/21/2020",1000,"24K"
2020,"N00002097","E1620","10/23/2020",1000,"24K"
2020,"N00003389","E1620","10/23/2020",2500,"24K"
2020,"N00030780","E1620","10/23/2020",1000,"24K"
2020,"N00009771","E1620","10/23/2020",1000,"24K"
2020,"N00006236","E1630","10/18/2020",5000,"24K"
2020,"N00029835","E1630","10/18/2020",1000,"24K"
2020,"N00031688","E1630","10/18/2020",2000,"24K"
2020,"N00034580","E1630","10/18/2020",1000,"24K"
2020,"N00032838","E1630","10/18/2020",5000,"24K"
2020,"N00003682","E1630","10/15/2020",2500,"24K"
2020,"N00007724","E1630","10/18/2020",1000,"24K"
2020,"N00003028","E1610","10/20/2020",2500,"24K"
2020,"N00007360","E1610","10/22/2020",5000,"24K"
2020,"N00025726","E1610","10/15/2020",2000,"24K"
2020,"N00024871","E1610","10/15/2020",5000,"24K"
2020,"N00027894","E1610","10/27/2020",2000,"24K"
2020,"N00026790","E1610","10/15/2020",2000,"24K"
2020,"N00026368","E1610","10/15/2020",1500,"24K"
2020,"N00030026","E1610","10/22/2020",5000,"24K"
2020,"N00029303","E1610","10/22/2020",4000,"24K"
2020,"N00026335","E1610","10/22/2020",1000,"24K"
2020,"N00030490","E1610","10/22/2020",2000,"24K"
2020,"N00034453","E1610","10/15/2020",3000,"24K"
2020,"N00033987","E1610","10/20/2020",1000,"24K"
2020,"N00033549","E1610","10/15/2020",4000,"24K"
2020,"N00033410","E1610","10/15/2020",2000,"24K"
2020,"N00032243","E1610","10/27/2020",2500,"24K"
2020,"N00033373","E1610","10/22/2020",2000,"24K"
2020,"N00036409","E1610","10/15/2020",2000,"24K"
2020,"N00037031","E1610","10/22/2020",2000,"24K"
2020,"N00036158","E1610","10/15/2020",1500,"24K"
2020,"N00034254","E1610","10/15/2020",2000,"24K"
2020,"N00038260","E1610","10/22/2020",1500,"24K"
2020,"N00035440","E1610","10/15/2020",2000,"24K"
2020,"N00037442","E1610","10/15/2020",5000,"24K"
2020,"N00030642","E1610","10/15/2020",2500,"24K"
2020,"N00034547","E1610","10/22/2020",1000,"24K"
2020,"N00035504","E1610","10/22/2020",5000,"24K"
2020,"N00041599","E1610","10/15/2020",3000,"24K"
2020,"N00041104","E1610","10/15/2020",2000,"24K"
2020,"N00042626","E1610","10/15/2020",2000,"24K"
2020,"N00040853","E1610","10/22/2020",2000,"24K"
2020,"N00042282","E1610","10/22/2020",1000,"24K"
2020,"N00029277","E1610","10/21/2020",-4500,"24K"
2020,"N00029277","E1610","10/22/2020",4500,"24K"
2020,"N00041394","E1610","10/15/2020",2000,"24K"
2020,"N00041002","E1610","10/22/2020",2000,"24K"
2020,"N00041357","E1610","10/22/2020",1000,"24K"
2020,"N00024870","E1610","10/15/2020",1000,"24K"
2020,"N00041194","E1610","10/22/2020",2000,"24K"
2020,"N00045307","E1610","10/15/2020",4000,"24K"
2020,"N00000615","E1610","10/27/2020",1500,"24K"
2020,"N00040989","E1610","10/15/2020",1000,"24K"
2020,"N00040666","E1610","10/15/2020",1000,"24K"
2020,"N00033640","E1610","10/15/2020",2000,"24K"
2020,"N00026926","E1610","10/22/2020",3000,"24K"
2020,"N00042159","E1610","11/17/2020",1000,"24K"
2020,"N00035517","E1610","11/17/2020",5000,"24K"
2020,"N00044434","E1610","11/17/2020",5000,"24K"
2020,"N00046055","E1610","11/17/2020",2500,"24K"
2020,"N00001102","E1610","10/22/2020",1000,"24K"
2020,"N00035544","E1630","12/05/2019",500,"24K"
2020,"N00025219","E1630","12/05/2019",1000,"24K"
2020,"N00005582","E3000","07/09/2019",1000,"24K"
2020,"N00032029","E3000","07/24/2019",1000,"24K"
2020,"N00035187","E3000","11/11/2019",1500,"24K"
2020,"N00004133","E1620","07/14/2020",1000,"24K"
2020,"N00002408","E1620","07/21/2020",2500,"24K"
2020,"N00035307","E1620","07/14/2020",1000,"24K"
2020,"N00000781","E1620","07/21/2020",2500,"24K"
2020,"N00004887","E1620","08/04/2020",1000,"24K"
2020,"N00026341","E1620","08/04/2020",1000,"24K"
2020,"N00034128","E1620","08/04/2020",2500,"24K"
2020,"N00044065","E1620","08/04/2020",1000,"24K"
2020,"N00033591","E1620","08/04/2020",1000,"24K"
2020,"N00037031","E1620","08/04/2020",1000,"24K"
2020,"N00009660","E1620","08/04/2020",2500,"24K"
2020,"N00038781","E1620","08/04/2020",1000,"24K"
2020,"N00000153","E1620","08/18/2020",1500,"24K"
2020,"N00007419","E1620","08/11/2020",1000,"24K"
2020,"N00031233","E1620","08/25/2020",3000,"24K"
2020,"N00012233","E1620","09/29/2020",1000,"24K"
2020,"N00026314","E1620","09/29/2020",1000,"24K"
2020,"N00000781","E1620","09/29/2020",2500,"24K"
2020,"N00038260","E1620","09/29/2020",2500,"24K"
2020,"N00029416","E1620","09/29/2020",1000,"24K"
2020,"N00029736","E1620","09/29/2020",1000,"24K"
2020,"N00044065","E1620","09/29/2020",1000,"24K"
2020,"N00043242","E1620","09/29/2020",1000,"24K"
2020,"N00038781","E1620","09/29/2020",3000,"24K"
2020,"N00040949","E1620","09/29/2020",2500,"24K"
2020,"N00034128","E1620","09/29/2020",2000,"24K"
2020,"N00028073","E1620","09/29/2020",2500,"24K"
2020,"N00036149","E1620","09/29/2020",2500,"24K"
2020,"N00029675","E1620","09/29/2020",5000,"24K"
2020,"N00038450","E1620","09/29/2020",2500,"24K"
2020,"N00030196","E1620","10/26/2020",1000,"24K"
2020,"N00033274","E1150","09/23/2020",1000,"24K"
2020,"N00000362","E1150","08/18/2020",1000,"24K"
2020,"N00044434","E1150","08/18/2020",1000,"24K"
2020,"N00045812","E1120","11/13/2020",1000,"24K"
2020,"N00007690","E1140","12/16/2019",-500,"24K"
2020,"N00030780","E1530","09/19/2019",1000,"24K"
2020,"N00042353","E1530","07/09/2019",1000,"24K"
2020,"N00033395","E2000","11/14/2019",500,"24K"
2020,"N00030196","E2000","11/15/2019",500,"24K"
2020,"N00026314","E2000","11/15/2019",500,"24K"
2020,"N00042194","E1140","12/11/2019",2500,"24K"
2020,"N00009771","E1140","12/11/2019",2500,"24K"
2020,"N00042224","E1140","12/11/2019",1500,"24K"
2020,"N00025482","E1140","12/11/2019",1000,"24K"
2020,"N00033630","E1140","12/11/2019",1000,"24K"
2020,"N00030752","E1140","12/12/2019",2000,"24K"
2020,"N00009724","E1140","12/11/2019",1000,"24K"
2020,"N00037515","E1140","12/11/2019",1000,"24K"
2020,"N00042224","E1140","12/04/2019",1000,"24K"
2020,"N00033443","E1140","12/23/2019",1000,"24K"
2020,"N00000153","E1530","09/26/2019",5000,"24K"
2020,"N00039327","E1140","12/05/2019",5000,"24K"
2020,"N00037515","E1140","12/05/2019",5000,"24K"
2020,"N00033591","E1140","12/05/2019",5000,"24K"
2020,"N00030071","E1140","12/05/2019",5000,"24K"
2020,"N00038414","E1140","12/09/2019",1000,"24K"
2020,"N00030184","E1140","12/09/2019",1000,"24K"
2020,"N00035934","E1140","12/09/2019",2500,"24K"
2020,"N00019149","E1140","12/17/2019",1000,"24K"
2020,"N00004133","E1140","12/17/2019",5000,"24K"
2020,"N00004133","E1140","12/17/2019",2000,"24K"
2020,"N00030676","E1140","12/17/2019",5000,"24K"
2020,"N00035527","E1140","12/17/2019",2000,"24K"
2020,"N00029416","E1140","12/17/2019",1000,"24K"
2020,"N00046125","E1140","12/17/2019",2500,"24K"
2020,"N00043207","E1140","12/17/2019",2500,"24K"
2020,"N00027509","E1140","12/17/2019",1000,"24K"
2020,"N00030829","E1140","12/17/2019",1000,"24K"
2020,"N00038414","E1140","12/17/2019",4000,"24K"
2020,"N00035346","E1140","12/17/2019",1000,"24K"
2020,"N00027239","E1140","12/17/2019",2500,"24K"
2020,"N00030184","E1140","12/17/2019",4000,"24K"
2020,"N00030949","E1140","12/17/2019",1000,"24K"
2020,"N00035504","E1140","12/17/2019",1000,"24K"
2020,"N00031681","E1140","12/17/2019",2500,"24K"
2020,"N00003389","E1620","06/30/2020",5000,"24K"
2020,"N00046125","E1600","12/03/2020",5000,"24K"
2020,"N00035516","E1600","12/03/2020",5000,"24K"
2020,"N00004558","E1620","06/22/2020",2500,"24K"
2020,"N00030196","E1620","06/22/2020",1000,"24K"
2020,"N00040888","E1620","06/22/2020",1000,"24K"
2020,"N00030949","E1620","06/22/2020",1000,"24K"
2020,"N00042353","E1620","06/22/2020",2500,"24K"
2020,"N00004403","E1620","06/22/2020",1500,"24K"
2020,"N00027509","E1620","06/22/2020",2000,"24K"
2020,"N00031227","E1620","12/11/2020",-1000,"24K"
2020,"N00030670","E1620","12/11/2020",-2000,"24K"
2020,"N00030670","E1620","12/11/2020",-500,"24K"
2020,"N00003682","E1620","12/17/2020",1500,"24K"
2020,"N00025280","E1320","12/01/2020",1000,"24K"
2020,"N00036944","E1530","12/21/2020",-5000,"24K"
2020,"N00046125","E1210","12/04/2020",2000,"24K"
2020,"N00035516","E1210","12/04/2020",2000,"24K"
2020,"N00037003","E1210","10/30/2020",2500,"24K"
2020,"N00007876","E1620","12/02/2020",1000,"24K"
2020,"N00043298","E1160","12/07/2020",1000,"24K"
