"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Party","StateAbbreviation"
"30","Barrow","John",132650,6000,14500,20000,1500,0,"D","GA"
"31","Tipton","Scott",130739,16750,44300,6000,2000,1000,"R","CO"
"32","Thompson","Glenn",125330,17500,28250,31450,0,0,"R","PA"
"33","Buck","Ken",124450,2000,7600,15350,0,500,"R","CO"
"34","Cole","Tom",123200,1000,2000,13000,0,2000,"R","OK"
"35","Graves","Garret",122035,0,6000,8250,28000,0,"R","LA"
"36","Hurd","Will",115873,0,0,2600,0,250,"R","TX"
"37","Benishek","Dan",113950,3000,18599,1500,2000,0,"R","MI"
"38","Smith","Lamar",112350,1000,2000,0,0,0,"R","TX"
"39","Walden","Greg",112350,1000,4000,8500,329,4750,"R","OR"
"40","Shimkus","John",112300,16000,25000,18000,0,23250,"R","IL"
"41","Murphy","Tim",111000,38600,47900,43500,0,0,"R","PA"
"42","Bishop","Rob",110600,7500,17750,11000,5750,3599,"R","UT"
"43","Farenthold","Blake",109325,0,1000,13000,6600,0,"R","TX"
"44","Green","Gene",102350,1000,1000,23100,0,0,"D","TX"
"45","Blackburn","Marsha",101600,1000,4000,13500,0,0,"R","TN"
"46","Lucas","Frank D",101450,1500,2500,10000,0,1000,"R","OK"
"47","Thornberry","Mac",101375,0,0,0,0,1750,"R","TX"
"48","Costa","Jim",99929,3000,10500,23999,3500,4000,"D","CA"
"49","Weber","Randy",97800,0,0,14350,3600,0,"R","TX"
"50","Rodgers","Cathy McMorris",96600,3500,21250,6000,1000,0,"R","WA"
"51","Camp","Dave",96499,9000,15500,23499,0,3500,"R","MI"
"52","Hensarling","Jeb",95800,0,10400,15200,0,0,"R","TX"
"53","Terry","Lee",95750,5000,8555,21000,0,32350,"R","NE"
"54","Neugebauer","Randy",94900,0,2600,1000,0,2500,"R","TX"
"55","Hill","French",94600,0,0,7460,250,0,"R","AR"
"56","Poe","Ted",94200,0,0,21750,0,1000,"R","TX"
"57","Southerland","Steve",92250,6600,7600,0,2000,1250,"R","FL"
"58","Culberson","John",92150,0,0,6000,0,0,"R","TX"
"59","Simpson","Mike",92000,9000,46200,10500,14150,1250,"R","ID"
"60","Lummis","Cynthia",91050,22500,29750,9000,0,0,"R","WY"
"61","Tiberi","Pat",90350,2500,7000,8500,0,0,"R","OH"
"62","Kelly","Mike",89850,45200,60150,34950,0,0,"R","PA"
"63","Russell","Steven",89650,0,2600,4000,0,0,"R","OK"
"64","Davis","Rodney",85690,61665,110312,12500,0,17600,"R","IL"
"65","McKinley","David",84450,116850,193150,20250,0,0,"R","WV"
"66","Latta","Bob",84000,0,2000,15000,1000,11700,"R","OH"
"67","Granger","Kay",83850,0,2000,0,0,0,"R","TX"
"68","Issa","Darrell",82400,1800,12650,11350,0,4250,"R","CA"
"69","McCaul","Michael",82050,1000,3600,19500,0,0,"R","TX"
"70","Valadao","David",81150,0,4000,3000,0,0,"R","CA"
"71","Kinzinger","Adam",80600,3000,6000,16000,0,11500,"R","IL"
"72","Rothfus","Keith J",79550,71240,127304,16700,0,0,"R","PA"
"73","Huelskamp","Tim",73550,0,0,4250,0,5200,"R","KS"
"74","Roskam","Peter",73550,1000,3000,17750,0,0,"R","IL"
"75","Walters","Mimi",73550,0,0,7500,0,0,"R","CA"
"76","Demaio","Carl",73150,2600,2600,0,0,500,"R","CA"
"77","Bridenstine","James",72950,0,0,3500,0,0,"R","OK"
"78","Denham","Jeff",71798,2500,10700,13000,0,0,"R","CA"
"79","Nunes","Devin",70500,0,1000,6000,0,3600,"R","CA"
"80","Gibbs","Bob",69800,14600,18100,20100,0,0,"R","OH"
"81","Yoder","Kevin",68700,1000,13400,2000,0,23900,"R","KS"
"82","Burgess","Michael",67956,0,0,0,0,0,"R","TX"
"83","Comstock","Barbara",67300,8800,10800,12150,500,0,"R","VA"
"84","Renacci","Jim",66199,0,-1250,8000,0,1000,"R","OH"
"85","Nunnelee","Alan",66100,3000,10200,4600,0,500,"R","MS"
"86","Stewart","Chris",65350,2500,10000,8250,0,7800,"R","UT"
"87","Westerman","Bruce",65150,5200,5200,0,0,0,"R","AR"
"88","Royce","Ed",64900,0,6200,0,3500,0,"R","CA"
"89","Guthrie","Brett",64750,14600,18850,8750,0,0,"R","KY"
"90","Noem","Kristi",64550,2000,3000,9000,0,32050,"R","SD"
"91","Meehan","Patrick",64400,0,0,25600,0,0,"R","PA"
"92","Strickland","Tony",62400,0,0,500,0,1000,"R","CA"
"93","Ellmers","Renee",62250,1000,1000,10000,0,0,"R","NC"
"94","Love","Mia",61700,1000,3000,5500,0,7481,"R","UT"
"95","Black","Diane",60625,1000,2000,5000,0,0,"R","TN"
"96","Lamborn","Doug",59000,9000,17500,4000,1000,0,"R","CO"
"97","Walberg","Tim",58750,13000,20000,1000,0,0,"R","MI"
"98","Dietzel","Paul",58600,0,0,0,0,0,"R","LA"
"99","Palazzo","Steven",57850,0,0,4000,3600,0,"R","MS"
"100","Wagner","Ann",57500,40650,44150,2000,0,0,"R","MO"
"101","Pitts","Joe",57000,1500,3500,10500,0,0,"R","PA"
"102","Kiehne","Gary",56900,0,0,0,0,0,"R","AZ"
"103","Marchant","Kenny",56400,0,1000,8000,0,0,"R","TX"
"104","Griffith","Morgan",56300,35400,42150,5000,0,0,"R","VA"
"105","Hastings","Doc",55750,3800,12300,4500,2500,0,"R","WA"
"106","Stivers","Steve",55600,17850,25050,5500,0,0,"R","OH"
"107","Dent","Charlie",54900,2000,4000,7500,0,0,"R","PA"
"108","McClintock","Tom",54450,0,6000,4000,0,2500,"R","CA"
"109","Veasey","Marc",54400,0,0,4000,3500,500,"D","TX"
"110","Riser","Neil",52800,1000,1000,1000,0,0,"R","LA"
"111","Hudson","Richard",52250,0,4500,10500,0,0,"R","NC"
"112","Duncan","Jeff",51660,1000,1000,16500,5000,0,"R","SC"
"113","Joyce","David P",51300,22000,34200,9200,7500,2000,"R","OH"
"114","Collins","Chris",50800,0,0,17800,0,0,"R","NY"
"115","Jenkins","Evan",50416,103700,205433,0,0,0,"R","WV"
"116","Richmond","Cedric",50100,0,0,2000,4600,0,"D","LA"
"117","Ratcliffe","John",49950,0,0,0,0,0,"R","TX"
"118","Hoyer","Steny H",49750,0,-1000,15500,5000,9000,"D","MD"
"119","Carter","John",49600,0,0,6000,0,0,"R","TX"
"120","McSally","Martha",49200,6100,7600,1000,400,500,"R","AZ"
"121","Hall","Ralph",48700,1000,2000,9000,0,0,"R","TX"
"122","Garrett","Scott",48600,0,0,8000,0,10625,"R","NJ"
"123","Gohmert","Louis B Jr",47600,0,2000,2000,2000,0,"R","TX"
"124","Zeldin","Lee",47150,0,0,1000,0,0,"R","NY"
"125","Johnson","Sam",46900,0,0,9600,0,0,"R","TX"
"126","Goodlatte","Bob",45250,0,1000,3250,0,0,"R","VA"
"127","Rigell","Scott",45000,1000,1555,4000,0,0,"R","VA"
"128","Long","Billy",44850,11500,13500,2000,0,0,"R","MO"
"129","Romanoff","Andrew",43860,500,7550,1250,11550,1500,"D","CO"
"130","Young","Don",43450,2000,11600,0,2000,0,"R","AK"
"131","Castro","Joaquin",43250,0,0,3000,4000,2900,"D","TX"
"132","Casey","Nick",42936,20400,24000,19636,0,0,"D","WV"
"133","LaMalfa","Doug",42500,0,5600,12000,0,0,"R","CA"
"134","Mills","Stewart",42200,2600,2900,0,0,0,"R","MN"
"135","Matheson","Jim",41500,7000,10000,7500,0,0,"D","UT"
"136","Emmer","Tom",41400,500,500,0,0,0,"R","MN"
"137","Stutzman","Marlin",41100,0,0,0,0,0,"R","IN"
"138","Babin","Brian",41050,0,0,2500,0,0,"R","TX"
"139","Barr","Andy",41050,168131,240810,1500,0,700,"R","KY"
"140","Gallego","Pete",40950,3000,4000,4500,12749,250,"D","TX"
"141","Brooks","Susan",40750,0,1000,1500,0,4000,"R","IN"
"142","Rogers","Hal",40100,46600,60600,0,8850,0,"R","KY"
"143","Walorski","Jackie",39840,5600,10600,0,0,9500,"R","IN"
"144","Stefanik","Elise",39800,0,0,0,0,0,"R","NY"
"145","Allen","Richard W",39750,0,1750,10200,0,0,"R","GA"
"146","Chaffetz","Jason",39350,4000,8000,3250,0,0,"R","UT"
"147","Mooney","Alex",38667,61780,113385,500,700,0,"R","WV"
"148","Bostic","Curtis",38250,0,0,22500,0,0,"R","SC"
"149","Harris","Andy",38000,2500,6500,2250,0,0,"R","MD"
"150","Ryan","Tim",38000,0,1000,16500,7200,500,"D","OH"
"151","Young","Todd",37950,14050,22750,8050,0,1000,"R","IN"
"152","Heck","Joe",37900,2600,18000,6000,0,6500,"R","NV"
"153","Logue","Dan",37550,0,1000,0,0,0,"R","CA"
"154","Griffin","Tim",37200,0,0,8500,0,1000,"R","AR"
"155","Duffy","Sean P",36550,0,1000,0,0,0,"R","WI"
"156","Byrne","Bradley",35250,20000,20000,5000,1000,0,"R","AL"
"157","Paulsen","Erik",35250,0,0,0,6250,1000,"R","MN"
"158","Price","Tom",35250,0,3000,2000,0,0,"R","GA"
"159","Calvert","Ken",35000,1000,10000,2500,1000,500,"R","CA"
"160","Fincher","Steve",34700,1000,2000,0,0,0,"R","TN"
"161","Schock","Aaron",34700,2000,4000,9500,0,11000,"R","IL"
"162","McHenry","Patrick",34500,0,0,5500,0,0,"R","NC"
"163","Canseco","Quico",34350,0,5200,0,0,0,"R","TX"
"164","Marino","Tom",34000,500,500,8000,0,0,"R","PA"
"165","Ross","Dennis",34000,250,250,0,0,0,"R","FL"
"166","Ribble","Reid",33800,0,0,3000,0,0,"R","WI"
"167","Mica","John L",33500,0,3000,8000,0,0,"R","FL"
"168","Garcia","Marilinda",33400,13000,13000,2700,0,2600,"R","NH"
"169","Carter","Buddy",33250,0,1000,1000,0,0,"R","GA"
"170","Barletta","Lou",33020,750,1750,4500,0,0,"R","PA"
"171","Centilli","Doug",32800,0,0,5700,0,0,"R","TX"
"172","Bilirakis","Gus",32500,1000,1000,1000,0,0,"R","FL"
"173","Rogers","Mike",32200,1000,1000,3500,0,0,"R","MI"
"174","Guinta","Frank",32050,0,250,1000,0,1000,"R","NH"
"175","Israel","Steve",31900,0,0,8000,11500,22700,"D","NY"
"176","Vela","Filemon",31600,0,0,0,0,1000,"D","TX"
"177","Costello","Ryan",31500,0,6150,11500,0,0,"R","PA"
"178","Lujan","Ben Ray",31500,3000,9000,5000,5430,0,"D","NM"
"179","Messer","Luke",31500,3000,8550,0,0,3000,"R","IN"
"180","Capuano","Michael E",31250,0,0,11400,0,0,"D","MA"
"181","Larsen","Rick",31000,0,0,9500,0,0,"D","WA"
"182","Gibson","Chris",30950,0,0,7000,13200,11500,"R","NY"
"183","Lance","Leonard",30500,0,0,9500,1000,0,"R","NJ"
"184","Miller","Candice S",30500,0,0,4000,0,13500,"R","MI"
"185","Jolly","David",30400,0,0,0,1250,0,"R","FL"
"186","Bost","Mike",30300,16900,16900,0,0,0,"R","IL"
"187","Rahall","Nick",29600,4800,10800,15600,250,0,"D","WV"
"188","Rokita","Todd",29500,22150,61600,0,0,0,"R","IN"
"189","Moolenaar","John",29300,0,0,2000,0,1000,"R","MI"
"190","Rouzer","David",29100,0,0,1500,0,0,"R","NC"
"191","Stapleton","Corey",29060,500,500,0,0,250,"R","MT"
"192","Doyle","Mike",29000,5500,11000,13500,0,0,"D","PA"
"193","Perry","Scott",28600,0,0,10500,0,0,"R","PA"
"194","Posey","Bill",28400,0,0,0,0,0,"R","FL"
"195","Kline","John",28300,48050,83000,1000,0,0,"R","MN"
"196","Amash","Justin",28000,0,0,0,0,0,"R","MI"
"197","Welch","Peter",27700,0,0,6500,10200,9950,"D","VT"
"198","Fitzpatrick","Michael G",26700,2000,2000,6000,8600,4000,"R","PA"
"199","Jolley","Clark",25970,0,0,0,0,0,"R","OK"
"200","Perlmutter","Ed",25900,0,5500,1000,13950,0,"D","CO"
"201","Tobin","Andy",25450,200,2200,0,0,0,"R","AZ"
"202","Dold","Bob",25350,2600,3600,7000,5900,0,"R","IL"
"203","Ose","Doug",25250,0,3600,0,2500,250,"R","CA"
"204","Edwards","Edwin",25200,0,0,0,0,0,"D","LA"
"205","Abraham","Ralph",25153,0,2600,0,0,0,"R","LA"
"206","Foxx","Virginia",25050,3000,3000,5000,0,0,"R","NC"
"207","Poliquin","Bruce",24650,4600,4600,0,0,3000,"R","ME"
"208","Bishop","Mike",24500,0,400,1000,0,0,"R","MI"
"209","Brat","Dave",24500,0,500,0,0,1000,"R","VA"
"210","Smith","Jason",24400,13100,37665,0,0,5100,"R","MO"
"211","Moll","Thomas",23850,0,4750,0,0,1000,"R","AR"
"212","Fleischmann","Chuck",23400,2000,5000,4000,0,0,"R","TN"
"213","Jordan","Jim",23400,3000,6000,4000,0,0,"R","OH"
"214","Mulvaney","Mick",23250,0,0,1750,0,1000,"R","SC"
"215","Graves","Tom",23200,0,9550,1000,0,0,"R","GA"
"216","Beutler","Jaime Herrera",23100,0,1250,2000,4750,666,"R","WA"
"217","Turner","Michael R",23000,0,0,6000,0,0,"R","OH"
"218","Hayworth","Nan",22800,0,0,0,0,13000,"R","NY"
"219","Rice","Kathleen",22600,0,0,1000,17550,7450,"D","NY"
"220","Gorell","Jeff",22100,0,0,1500,0,1000,"R","CA"
"221","DeSantis","Ron",22000,0,0,0,0,0,"R","FL"
"222","Gerlach","Jim",21500,1000,1000,5000,0,2500,"R","PA"
"223","Massie","Thomas",21500,6600,9600,0,0,0,"R","KY"
"224","Palmer","Gary",21500,5000,5250,0,0,0,"R","AL"
"225","Hultgren","Randy",21250,1000,1000,10000,0,250,"R","IL"
"226","Wenstrup","Brad",21100,2600,3600,0,0,0,"R","OH"
"227","Graves","Sam",21000,1000,3000,2000,0,6000,"R","MO"
"228","Young","David",20750,0,0,7000,0,10100,"R","IA"
"229","McAllister","Vance",20400,0,0,0,0,500,"R","LA"
"230","Bucshon","Larry",20300,51050,98500,0,0,500,"R","IN"
"231","Recchia","Domenic",20300,0,0,0,16400,750,"D","NY"
"232","Alexander","Rodney",20250,0,-1000,3000,0,0,"R","LA"
"233","Gowdy","Trey",20000,0,0,5500,0,0,"R","SC"
"234","Taylor","Gene",19900,0,0,0,0,0,"R","MS"
"235","O'Rourke","Beto",19500,0,0,0,1000,0,"D","TX"
"236","Wilson","Joe",19000,0,0,2000,0,0,"R","SC"
"237","Tisei","Richard",18950,2600,2600,0,0,0,"R","MA"
"238","Grisham","Michelle Lujan",18700,0,0,0,4250,1750,"D","NM"
"239","Demarco","Paul",18600,59650,85550,0,0,0,"R","AL"
"240","Brady","Robert A",18525,0,0,5000,0,0,"D","PA"
"241","Brown","Harris",18400,0,0,0,0,0,"R","LA"
"242","Thompson","Mike",18250,0,1000,2000,5000,1500,"D","CA"
"243","Hurt","Robert",17750,10400,12050,6000,0,0,"R","VA"
"244","Aderholt","Robert B",17500,13648,18397,0,0,0,"R","AL"
"245","Curbelo","Carlos",17500,0,0,0,500,0,"R","FL"
"246","Pittenger","Robert",17500,250,2750,9500,0,0,"R","NC"
"247","Birman","Igor A",17350,0,0,0,0,0,"R","CA"
"248","Hays","Patrick Henry",17350,0,0,0,1500,1050,"D","AR"
"249","Collins","Doug",17250,0,500,2000,0,0,"R","GA"
"250","Jackson","Lee Sheila",17100,0,0,0,0,0,"D","TX"
"251","Westmoreland","Lynn A",17050,0,500,5000,0,0,"R","GA"
"252","Butterfield","G K",17000,0,0,3000,1500,3500,"D","NC"
"253","Woodall","Rob",16750,0,0,5250,0,0,"R","GA"
"254","Peterson","Collin",16500,4500,4500,0,0,21500,"D","MN"
"255","McIntyre","Mike",16000,0,2500,3000,0,0,"D","NC"
"256","Foster","Bill",15850,0,0,3100,29050,8950,"D","IL"
"257","Lane","Charlotte",15750,29300,33400,500,0,0,"R","WV"
"258","Tracy","Jim",15750,1500,1500,3000,0,0,"R","TN"
"259","Radel","Trey",15700,0,0,0,0,3700,"R","FL"
"260","Smith","Adrian",15500,2000,4500,3000,0,4500,"R","NE"
"261","Clark","Katherine",15400,0,300,12400,6375,1150,"D","MA"
"262","Salmon","Matt",15400,2000,16250,4500,0,13950,"R","AZ"
"263","Sanford","Mark",15350,0,0,0,0,4500,"R","SC"
"264","Collins","Mike",15200,0,5450,0,0,0,"R","GA"
"265","Huizenga","Bill",15150,0,0,0,0,0,"R","MI"
"266","Sewell","Terri",15000,14500,14500,0,0,0,"D","AL"
"267","Fudge","Marcia",14950,0,0,1250,1000,0,"D","OH"
"268","Gainer","Glen",14950,250,250,0,0,0,"D","WV"
"269","LoBiondo","Frank",14750,0,0,1000,8390,700,"R","NJ"
"270","Chabot","Steve",14600,0,0,1000,0,0,"R","OH"
"271","Hinojosa","Ruben",14500,0,0,1000,0,0,"D","TX"
"272","Rosendale","Matt",14500,1000,1250,0,0,500,"R","MT"
"273","Katko","John",14450,0,0,1000,0,0,"R","NY"
"274","Rohrabacher","Dana",14400,0,0,0,0,250,"R","CA"
"275","Schneider","Brad",14300,0,0,0,35158,250,"D","IL"
"276","Streusand","Ben",14300,0,0,0,0,0,"R","TX"
"277","Swalwell","Eric",14300,0,0,1000,2000,8200,"D","CA"
"278","Bera","Ami",14150,0,0,0,84869,2750,"D","CA"
"279","Witt","James Lee",14050,0,0,250,250,0,"D","AR"
"280","Dingell","Debbie",14000,0,3000,6500,11076,0,"D","MI"
"281","Thompson","Bennie G",14000,0,0,6000,3000,0,"D","MS"
"282","Nugent","Richard",13950,0,0,0,0,0,"R","FL"
"283","Schilling","Bobby",13750,5000,6000,0,0,2850,"R","IL"
"284","Womack","Steve",13700,0,0,0,0,0,"R","AR"
"285","Rogers","Wendy",13550,0,0,0,0,0,"R","AZ"
"286","Cardenas","Tony",13500,0,0,10000,3000,250,"D","CA"
"287","Matsui","Doris",13500,0,0,4000,2000,1000,"D","CA"
"288","Webster","Daniel",13350,0,0,250,0,0,"R","FL"
"289","Labrador","Raul",13100,0,5000,3000,1000,0,"R","ID"
"290","Crawford","Rick",12800,0,0,2000,0,1000,"R","AR"
"291","Franks","Trent",12700,0,5000,5100,0,0,"R","AZ"
"292","Duncan","John J Jr",12500,2750,3750,0,0,0,"R","TN"
"293","Gosar","Paul",12500,2000,14000,1500,500,2000,"R","AZ"
"294","Maloney","Carolyn",12400,0,0,0,5850,1000,"D","NY"
"295","Holding","George",12350,0,0,2500,0,2600,"R","NC"
"296","Pallone","Frank Jr",12250,0,0,8500,2500,1500,"D","NJ"
"297","Lara","Rocky",12150,0,5200,0,7000,250,"D","NM"
"298","Patrick","Suzanne",12150,0,0,0,250,0,"D","VA"
"299","Margolies","Marjorie",12100,0,0,1000,500,2000,"D","PA"
"300","Mowrer","Jim",11950,0,0,0,450,1000,"D","IA"
"301","Bachmann","Michele",11900,0,2500,0,0,0,"R","MN"
"302","Whitney","Lenar",11900,0,0,0,0,0,"R","LA"
"303","Green","Al",11600,0,2500,0,0,0,"D","TX"
"304","King","Steven A",11500,0,0,3500,0,27450,"R","IA"
"305","Rooney","Tom",11500,0,0,1000,0,0,"R","FL"
"306","Senger","Darlene",11500,750,750,3000,0,0,"R","IL"
"307","Carr","Elan",11400,0,0,0,0,0,"R","CA"
"308","Murphy","Patrick",11400,0,0,0,25910,2000,"D","FL"
"309","Griffin","Taylor",11350,0,0,0,0,0,"R","NC"
"310","Hartzler","Vicky",11350,8200,8200,1000,0,7600,"R","MO"
"311","Hunter","Duncan D",11100,0,2000,0,3000,0,"R","CA"
"312","Boyle","Brendan",11000,0,0,3000,4990,0,"D","PA"
"313","Sparks","Harvey",10900,0,0,0,0,0,"R","OK"
"314","Nestande","Brian",10750,0,0,2250,0,3100,"R","CA"
"315","Forbes","Randy",10500,0,5200,2000,0,0,"R","VA"
"316","Kaptur","Marcy",10500,0,4000,3000,1000,8000,"D","OH"
"317","Rice","Tom",10500,1000,2000,2500,0,0,"R","SC"
"318","Roby","Martha",10500,3600,5600,3000,0,0,"R","AL"
"319","Claitor","Dan",10400,0,0,0,0,0,"R","LA"
"320","DelBene","Suzan",10000,0,0,0,47301,1250,"D","WA"
"321","Loudermilk","Barry",10000,0,0,0,0,0,"R","GA"
"322","Lowenthal","Alan",10000,0,0,3000,9950,1000,"D","CA"
"323","Schweikert","David",10000,1000,8750,0,0,0,"R","AZ"
"324","Hays","Elaine",9989,0,0,0,0,0,"R","TX"
"325","Wittman","Rob",9950,0,0,3000,8500,0,"R","VA"
"326","Huffman","Jared",9900,0,0,9500,22550,950,"D","CA"
"327","Miller","Gary",9900,0,555,5200,0,0,"R","CA"
"328","Westrom","Torrey",9850,0,300,0,0,0,"R","MN"
"329","Moulton","Seth",9650,0,500,0,21800,250,"D","MA"
"330","Clyburn","James E",9500,0,1000,2000,2500,1750,"D","SC"
"331","Trott","Dave",9500,0,0,2000,0,0,"R","MI"
"332","Meeks","Gregory",9100,0,0,2000,0,0,"D","NY"
"333","Bishop","Sanford",9000,1000,6000,0,0,0,"D","GA"
"334","Holloway","Clyde C",9000,0,0,7500,0,0,"R","LA"
"335","Reichert","Dave",8900,0,1500,5000,5000,7500,"R","WA"
"336","Wakefield","Margie",8810,0,0,0,0,0,"D","KS"
"337","Debicella","Dan",8800,0,0,0,750,0,"R","CT"
"338","Frese","Michael",8800,0,3000,0,0,0,"R","NM"
"339","Rangel","Charles B",8800,0,0,0,1000,0,"D","NY"
"340","Amodei","Mark",8750,0,28000,2500,0,3000,"R","NV"
"341","Carson","Andre",8750,0,0,0,0,0,"D","IN"
"342","Beyer","Don",8700,0,0,5100,17540,6450,"D","VA"
"343","Larson","John",8600,3000,3000,6100,2700,1000,"D","CT"
"344","Johnson","Eddie Bernice",8570,0,0,3500,1000,1000,"D","TX"
"345","Neal","Richard E",8500,0,0,4000,0,1000,"D","MA"
"346","Rush","Bobby",8500,0,0,1000,2000,5000,"D","IL"
"347","McAffrey","Al",8450,0,0,0,0,0,"D","OK"
"348","Arntzen","Elsie",8300,0,400,0,0,0,"R","MT"
"349","Djou","Charles",8250,0,0,0,0,500,"R","HI"
"350","Tiahrt","Todd",8200,0,0,0,0,7700,"R","KS"
"351","Doggett","Lloyd",8150,0,0,-1000,4250,4250,"D","TX"
"352","Frelinghuysen","Rodney",8050,2000,2000,3000,0,500,"R","NJ"
"353","Andrews","Robert E",8000,0,0,0,0,0,"D","NJ"
"354","Becerra","Xavier",8000,0,0,2500,4000,1000,"D","CA"
"355","Desaulnier","Mark",8000,0,0,0,5140,0,"D","CA"
"356","Grothman","Glenn",8000,0,500,0,0,0,"R","WI"
"357","Kennedy","Joe III",7800,0,0,7800,20000,750,"D","MA"
"358","Robertson","Darrel",7800,0,0,0,0,0,"R","OK"
"359","Garcia","Joe",7650,0,0,1000,29913,4250,"D","FL"
"360","Berger","Philip",7500,0,0,1500,0,0,"R","NC"
"361","Conyers","John Jr",7500,0,0,0,595,0,"D","MI"
"362","Crenshaw","Ander",7500,0,0,0,0,0,"R","FL"
"363","Dingell","John D",7500,0,0,1000,0,0,"D","MI"
"364","Grimm","Michael",7500,0,2555,3000,0,0,"R","NY"
"365","Kilmer","Derek",7500,0,0,0,43767,4050,"D","WA"
"366","Rogers","Mike D",7500,14450,14450,1000,0,0,"R","AL"
"367","Visclosky","Pete",7500,1700,1700,0,0,0,"D","IN"
"368","Morris","Jay",7350,0,0,0,0,0,"R","LA"
"369","Luetkemeyer","Blaine",7250,2500,2500,4000,0,9500,"R","MO"
"370","Blakeman","Bruce",7200,0,0,0,0,0,"R","NY"
"371","Maloney","Sean Patrick",7200,0,0,500,29150,3500,"D","NY"
"372","Peters","Kathleen",7200,0,0,0,0,0,"R","FL"
"373","Byrd","Jeff",7100,0,1500,0,0,0,"R","NM"
"374","Hanna","Richard",7100,0,0,3600,0,3500,"R","NY"
"375","DeFazio","Peter",7000,0,0,1000,3140,500,"D","OR"
"376","Higgins","Brian M",7000,0,0,5000,0,0,"D","NY"
"377","Horsford","Steven",7000,0,19500,2500,13282,3250,"D","NV"
"378","Kirkmeyer","Barb",7000,0,0,0,0,500,"R","CO"
"379","Van","Hollen Chris",7000,0,0,7000,7700,4250,"D","MD"
"380","Yoho","Ted",7000,0,0,0,0,0,"R","FL"
"381","Bishop","Timothy H",6950,0,0,0,27825,7200,"D","NY"
"382","Cummings","Elijah E",6850,0,0,0,3850,0,"D","MD"
"383","Newhouse","Dan",6800,0,0,1800,2250,0,"R","WA"
"384","Himes","Jim",6750,0,2750,6500,10700,2600,"D","CT"
"385","Kirkpatrick","Ann",6700,0,7500,0,7000,1000,"D","AZ"
"386","White","Woody",6700,0,0,0,0,0,"R","NC"
"387","Titus","Dina",6600,0,13000,0,2500,5500,"D","NV"
"388","Cramer","Robert",6500,0,0,0,0,0,"R","IA"
"389","McNerney","Jerry",6500,0,0,2000,34000,21150,"D","CA"
"390","Napolitano","Grace",6500,0,0,6500,2000,0,"D","CA"
"391","Peters","Scott",6500,0,0,2500,50459,5000,"D","CA"
"392","Walz","Tim",6500,0,0,0,6000,8500,"D","MN"
"393","Blum","Rod",6450,0,0,0,0,6250,"R","IA"
"394","Thomas","Charles",6450,0,0,0,0,0,"Trey",NA
"395","Jones","Walter B Jr",6350,0,0,1500,0,0,"R","NC"
"396","Pocan","Mark",6350,0,0,2000,2500,500,"D","WI"
"397","Cooper","Jim",6200,0,0,1000,0,0,"D","TN"
"398","Jorgensen","Kirk",6200,0,0,0,0,0,"R","CA"
"399","Polis","Jared",6200,0,0,0,18400,0,"D","CO"
"400","Meadows","Mark",6000,0,0,0,0,0,"R","NC"
