"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"1226","Mucarsel-Powell","Debbie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10053,0,3,2700,16814,657,"D","FL"
"1227","Harbaugh","Ken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10004,0,185,6925,9541,12589,"D","OH"
"1228","Steube","Greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,0,0,0,"R","FL"
"1229","Cline","Ben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9950,1000,1000,3200,0,0,"R","VA"
"1230","Manning","Kathy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9762,0,0,0,12151,1314,"D","NC"
"1231","Isaac","Jason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9750,0,0,5000,0,0,"R","TX"
"1232","Arrington","Katie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,2700,2700,0,0,4200,"R","SC"
"1233","Hill","Katie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,0,105,256,35487,8642,"D","CA"
"1234","Levin","Mike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9015,0,1,5404,45795,15042,"D","CA"
"1235","O'Connor","Danny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8977,0,0,308,60142,4519,"D","OH"
"1236","Tucker","Clarke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8937,0,0,27,15540,307,"D","AR"
"1237","Harris","Tim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8800,2250,2250,3000,0,0,"R","OK"
"1238","Seaman","Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700,0,0,0,0,0,"R","NV"
"1239","Wild","Bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8450,0,0,0,0,0,"D","MI"
"1240","Sherrill","Mikie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8353,0,0,250,21847,4696,"D","NJ"
"1241","Janz","Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8155,0,45,1518,5229,12736,"D","CA"
"1242","Kim","Andy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8142,0,0,99,35904,806,"D","NJ"
"1243","Beals","Jeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,0,0,0,500,0,"D","NY"
"1244","Franklin","George",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,0,0,0,0,0,"D","MI"
"1245","McCready","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8013,5400,5400,2710,54846,58312,"D","NC"
"1246","Anthony","Stavros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,0,0,0,0,0,"R","NV"
"1247","Edwards","Eddie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,0,0,0,0,0,"R","NH"
"1248","Moser","Laura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7943,0,1000,424,575,50,"D","TX"
"1249","Small","Xochitl Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7761,0,19,9,62425,2068,"D","NM"
"1250","Bright","Bobby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700,0,0,0,0,0,"R","AL"
"1251","Phillips","Rupie Jr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700,41480,101230,0,0,0,"R","WV"
"1252","Rouda","Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7577,0,0,82,30557,14966,"D","CA"
"1253","Morelle","Joseph D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7503,0,0,7002,3250,2500,"D","NY"
"1254","Negley","William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7300,0,2950,0,0,0,"R","TX"
"1255","Scott","George",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7241,0,1003,210,14899,5816,"D","PA"
"1256","Javed","Tahir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,0,0,0,0,0,"D","TX"
"1257","Navarro","Omar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7043,0,100,1000,0,0,"R","CA"
"1258","Campa-Najjar","Ammar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7017,0,0,762,6007,10135,"D","CA"
"1259","Chrin","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,0,2000,0,0,0,"R","PA"
"1260","Davids","Sharice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6970,0,1263,2757,20416,9614,"D","KS"
"1261","Ward","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6750,0,0,0,0,0,"R","FL"
"1262","Havens","Jonathan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6550,0,0,1000,0,0,"R","TX"
"1263","Armstrong","Wil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,5000,5000,0,0,0,"R","CO"
"1264","Haaland","Debra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6499,0,0,2702,10459,3520,"D","NM"
"1265","Wexton","Jennifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6494,0,2,2031,30079,12080,"D","VA"
"1266","Omar","Ilhan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6466,0,0,2,4890,2670,"D","MN"
"1267","Scanlon","Mary Gay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6451,0,0,0,6997,0,"D","PA"
"1268","Barreiro","Bruno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6400,0,0,0,0,0,"R","FL"
"1269","McCann","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6400,0,0,0,0,0,"R","NJ"
"1270","Montenegro","Steve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6400,0,0,0,0,0,"R","AZ"
"1271","Sarver","Jenifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6400,0,0,0,500,0,"R","TX"
"1272","Van","Drew Jeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6318,0,0,75,984,12,"D","NJ"
"1273","Schrier","Kim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6255,0,100,2716,58130,6917,"D","WA"
"1274","Hammond","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6200,0,0,2500,0,0,"R","NV"
"1275","Golden","Jared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6078,0,7,5425,18520,6312,"D","ME"
"1276","Delgado","Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6052,0,0,1400,19611,6464,"D","NY"
"1277","Sanchez","Jana Lynne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6021,0,100,1300,0,163,"D","TX"
"1278","Spano","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,"R","FL"
"1279","Siegel","Mike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5901,0,0,0,548,255,"D","TX"
"1280","Luria","Elaine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656,0,0,5457,15541,9195,"D","VA"
"1281","Anderson","Kelliher Margaret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650,0,0,0,710,2000,"D","MN"
"1282","Niermann","Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5550,0,0,1500,250,0,"D","KS"
"1283","Doty","Sally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,0,0,2000,0,0,"R","MS"
"1284","Matlock","Jimmy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,1000,1000,0,0,950,"R","TN"
"1285","Gallegos","Alex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,"R","ID"
"1286","Hinchman","Clayton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,"R","AL"
"1287","Martinez","Tony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,"D","NM"
"1288","Nichols","Jason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,"D","OK"
"1289","Regalado","Raquel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,"R","FL"
"1290","Underwood","Lauren A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5266,0,0,51,23011,2680,"D","IL"
"1291","Welle","Josh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220,0,0,3820,8495,3100,"D","NJ"
"1292","Clarkson","Gavin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200,500,500,0,0,0,"R","NM"
"1293","Timmons","William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200,0,0,0,0,16700,"R","SC"
"1294","Axne","Cindy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5086,0,17,2723,20467,6483,"D","IA"
"1295","Gasper","Theresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5004,0,0,5,834,142,"D","OH"
"1296","Mossburg","Matt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,0,0,0,0,0,"R","MD"
"1297","Pelzer","Kimberlin Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4950,0,0,0,0,5900,"R","CA"
"1298","McAdams","Ben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694,50,3350,0,15690,6766,"D","UT"
"1299","Baer","Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4584,2700,2700,91,23496,6526,"D","FL"
"1300","Spanberger","Abigail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4551,0,0,1107,35031,11295,"D","VA"
"1301","Salerno","Lillian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,0,0,0,0,5400,"D","TX"
"1302","Cisneros","Gil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4287,0,0,1002,10934,4532,"D","CA"
"1303","Colvin","Jesse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4255,0,0,0,5363,6030,"D","MD"
"1304","Gifford","Rufus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,0,0,500,350,3020,"D","MA"
"1305","Heenan","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126,0,0,2016,1351,0,"D","MT"
"1306","Harder","Josh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4027,0,8,110,32016,10913,"D","CA"
"1307","David","Steven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4006,0,0,0,0,0,"D","TX"
"1308","Sergent","Talley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4005,0,0,250,2898,505,"D","WV"
"1309","Brown","David Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,0,0,0,0,0,"D","NC"
"1310","Hagan","Christina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,0,0,0,0,0,"R","OH"
"1311","Hanlon","Karl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,0,1500,0,1007,1900,"D","CO"
"1312","Quist","Robert E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715,0,0,500,23307,1985,"D","MT"
"1313","Sneathern","Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,0,0,0,2500,0,"D","VA"
"1314","Uehlinger","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,0,0,0,0,0,"R","PA"
"1315","Saad","Fayrouz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3626,0,0,1,1,25,"D","MI"
"1316","Londrigan","Betsy Dirksen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548,0,0,15,23394,1759,"D","IL"
"1317","Casten","Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421,0,3,1027,38561,31815,"D","IL"
"1318","Bjorkman","Tim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285,0,0,0,0,0,"D","SD"
"1319","McCormick","Karen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3259,0,0,5,136,35,"D","CO"
"1320","McKellar","Shirley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3206,0,0,0,0,0,"D","TX"
"1321","Barrington","Mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,0,0,0,0,0,"R","CO"
"1322","Forde","Brian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,0,0,0,0,3350,"D","CA"
"1323","Parrott","Neil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,0,0,0,0,0,"R","MD"
"1324","Vanostran","Cort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092,0,353,25,5899,312,"D","MO"
"1325","Tran","Mai-Khanh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050,0,0,0,300,0,"D","CA"
"1326","Debono","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,0,0,0,0,"R","NY"
"1327","Sturgill","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,500,0,0,0,"R","FL"
"1328","Wallace","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2980,0,0,2701,10704,3037,"D","PA"
"1329","Hamadanchy","Kia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950,0,0,0,325,0,"D","CA"
"1330","Blankenbeker","Lynne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900,0,0,0,0,0,"R","NH"
"1331","Porter","Katie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828,0,3,47,33216,12143,"D","CA"
"1332","Stevens","Haley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822,0,0,12,15853,5186,"D","MI"
"1333","Jones","Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,0,0,0,0,0,"R","KS"
"1334","Oatman","Laura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,0,0,0,100,0,"D","CA"
"1335","Stanton","Greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,0,5250,2500,8183,505,"D","AZ"
"1336","Gershon","Perry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711,0,0,8,6990,512,"D","NY"
"1337","Gill","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701,0,0,1,1,0,"D","IL"
"1338","Braun","Steve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,500,0,"R","IN"
"1339","Campbell","Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","ND"
"1340","Dunbar","Cynthia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","VA"
"1341","Fienning","Ted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,2700,0,0,"R","SC"
"1342","Friedman","Alison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,-2200,250,"D","VA"
"1343","Hoeber","Amie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,250,0,"R","MD"
"1344","Leroy","Dave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","ID"
"1345","Levin","Naomi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","NY"
"1346","Sweny","Sara Kellen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"I","TX"
"1347","Tannahill","Tyler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","KS"
"1348","Vargas","Steve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","CA"
"1349","Wynes","Jeremy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,"R","IL"
"1350","Westin","Jason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690,0,0,0,0,0,"D","TX"
"1351","Morales","Diego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,0,0,0,0,0,"R","IN"
"1352","Trahan","Lori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,0,5400,0,5260,6029,"D","MA"
"1353","Rose","Max",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581,0,0,0,12518,87,"D","NY"
"1354","Heng","Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525,0,0,0,0,0,"R","CA"
"1355","Mccauley","Greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,0,0,0,0,"R","PA"
"1356","Patel","Suraj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,0,0,0,3700,"D","NY"
"1357","Rab","Raji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,0,0,0,0,"D","CA"
"1358","Sedillo","Lopez Antoinette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,0,0,0,600,"D","NM"
"1359","Feehan","Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2494,0,200,957,16935,522,"D","MN"
"1360","Williams","Kathleen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2458,0,4,358,31802,8476,"D","MT"
"1361","Pureval","Aftab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2378,0,0,509,20323,669,"D","OH"
"1362","Tipirneni","Hiral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2337,0,0,164,15271,259,"D","AZ"
"1363","Jones","Jimmy Darnell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2301,0,0,6,3,0,"D","TX"
"1364","Cockburn","Leslie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2279,0,4,2033,33170,2111,"D","VA"
"1365","Aronoff","Phillip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,0,0,0,0,0,"R","TX"
"1366","Browning","Kate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,0,0,0,8425,0,"D","NY"
"1367","Chin","Doug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,0,0,0,750,2473,"D","HI"
"1368","Mclinko","Doug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,0,0,2000,0,0,"R","PA"
"1369","Sostack","Brad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,0,0,250,0,0,"R","FL"
"1370","Tyson","Caryn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,0,0,0,0,0,"R","KS"
"1371","Jhingan","Vandana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154,0,0,0,0,0,"R","IL"
"1372","Stover","Lindsey Davis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,0,0,50,0,0,"D","VA"
"1373","Ojeda","Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2049,2600,2604,508,789,992,"D","WV"
"1374","Houlahan","Chrissy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,0,0,15,18329,6012,"D","PA"
"1375","Shapiro","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,0,0,18,3787,104,"D","FL"
"1376","Grossman","Seth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,"R","NJ"
"1377","Kim","Bryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,"I","CA"
"1378","Nothstein","Marty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,0,0,1500,0,"R","PA"
"1379","Kesto","Klint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,0,6400,0,0,250,"R","MI"
"1380","Finkenauer","Abby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,200,217,6,19871,17444,"D","IA"
"1381","Mitrano","Tracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,0,0,5,1109,235,"D","NY"
"1382","Rao","Saira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,0,0,0,0,0,"D","CO"
"1383","Brindisi","Anthony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,0,4,7,31983,2519,"D","NY"
"1384","Rhea","Bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,0,0,0,0,0,"R","CO"
"1385","Tritch","Courtney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,0,0,0,570,0,"D","IN"
"1386","Grant","Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,0,0,0,0,0,"R","CA"
"1387","Thorburn","Andy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,0,0,13,0,13,"D","CA"
"1388","Levario","Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506,0,0,0,0,0,"D","TX"
"1389","McLeod-Skinner","Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505,0,0,0,310,86,"D","OR"
"1390","Watson","Liz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505,850,850,881,19317,1166,"D","IN"
"1391","Grimes","Demetries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,0,500,0,0,"D","FL"
"1392","Guillory","Josh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,0,0,0,0,"R","LA"
"1393","Ross","Heather",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,500,0,2000,1000,"D","AZ"
"1394","Ryan","Pat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,500,0,6033,437,"D","NY"
"1395","McBath","Lucy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,0,10,35,11385,162,"D","GA"
"1396","Kelly","Brendan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463,0,3,1015,16445,6718,"D","IL"
"1397","Depizzo","Chris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,0,0,0,0,0,"R","OH"
"1398","Scholten","JD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408,0,576,116,6925,2313,"D","IA"
"1399","Long","Carolyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394,0,0,52,14295,10159,"D","WA"
"1400","Savoie","Tammy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,0,0,0,0,18,"D","LA"
"1401","Cobb","Tedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358,0,0,0,930,5771,"D","NY"
"1402","DiNicola","Ron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339,0,0,1118,4792,206,"D","PA"
"1403","Oliver","Julie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326,0,0,0,1548,1855,"D","TX"
"1404","Keith","Pam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,0,0,0,0,0,"D","FL"
"1405","Stockstill","Danny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,0,0,0,0,0,"R","OK"
"1406","Aarestad","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,"D","CO"
"1407","Balat","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,"R","TX"
"1408","Cunningham","William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,"D","NJ"
"1409","Galbraith","John Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,425,"D","OH"
"1410","Grohman","Marty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,500,"I","ME"
"1411","Kerr","Andy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,"D","CO"
"1412","Mackenzie","Ryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,500,0,0,250,"R","PA"
"1413","Martinez","Damon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,"D","NM"
"1414","Maxwell","Jim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,0,500,"R","NY"
"1415","Kowall","Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249,0,0,0,0,0,"R","MI"
"1416","Cox","TJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,0,0,7,8213,7322,"D","CA"
"1417","Pope","Tommy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0,0,500,0,6750,"R","SC"
"1418","Parnell","Archie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162,1300,1300,0,4000,525,"D","SC"
"1419","Soderberg","Nancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,0,1000,0,14532,1787,"D","FL"
"1420","Bell","Adrienne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,0,0,6,853,4,"D","TX"
