party,state,amount.oil.113,amount.coal.113,amount.mining.113,amount.gas.113,amount.env.113,amount.alt_en.113,member.x,alias.x,name,amount.oil.114,amount.coal.114,amount.mining.114,amount.gas.114,amount.env.114,amount.alt_en.114,member.y,alias.y,amount.oil.115,amount.coal.115,amount.mining.115,amount.gas.115,amount.env.115,amount.alt_en.115,member.x.x,alias.x.x,amount.oil.116,amount.coal.116,amount.mining.116,amount.gas.116,amount.env.116,amount.alt_en.116,member.y.y,alias.y.y,first_name,last_name,member_id,amount.oil.117,amount.coal.117,amount.mining.117,amount.gas.117,amount.env.117,amount.alt_en.117,member,alias,rest_of_name
D,PA,NA,NA,NA,NA,NA,NA,NA,NA,lindy li,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lindy,Li,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MN,NA,NA,NA,NA,NA,NA,NA,NA,darlene miller,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darlene,Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NM,NA,NA,NA,NA,NA,NA,NA,NA,thomas e mullins,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,500,0,0,500,0,0,NA,NA,Thomas E,Mullins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MD,NA,NA,NA,NA,NA,NA,NA,NA,mark plaster,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Plaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MD,NA,NA,NA,NA,NA,NA,NA,NA,joel rubin,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,500,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joel,Rubin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TN,NA,NA,NA,NA,NA,NA,NA,NA,stacy ries snyder,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stacy Ries,Snyder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,PA,NA,NA,NA,NA,NA,NA,NA,NA,brian sims,NA,NA,NA,NA,NA,NA,NA,NA,950,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brian,Sims,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AZ,NA,NA,NA,NA,NA,NA,NA,NA,ken bennett,NA,NA,NA,NA,NA,NA,NA,NA,870,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ken,Bennett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,FL,NA,NA,NA,NA,NA,NA,NA,NA,tim canova,NA,NA,NA,NA,NA,NA,NA,NA,813,0,0,0,170,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tim,Canova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AL,NA,NA,NA,NA,NA,NA,NA,NA,becky gerritson,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Becky,Gerritson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,LA,NA,NA,NA,NA,NA,NA,NA,NA,brett geymann,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brett,Geymann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,duwayne gregory,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,2922,250,NA,NA,0,0,0,0,1000,0,NA,NA,DuWayne,Gregory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,LA,NA,NA,NA,NA,NA,NA,NA,NA,grover rees,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grover,Rees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NC,NA,NA,NA,NA,NA,NA,NA,NA,jason walser,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,10182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jason,Walser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,tawana cadien,NA,NA,NA,NA,NA,NA,NA,NA,650,0,0,0,0,0,NA,NA,500,0,0,0,0,0,NA,NA,Tawana,Cadien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,dan bongino,NA,NA,NA,NA,NA,NA,NA,NA,550,0,0,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dan,Bongino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WA,NA,NA,NA,NA,NA,NA,NA,NA,pramila jayapal,NA,NA,NA,NA,NA,NA,NA,NA,528,1600,1600,0,12350,300,NA,NA,1011,900,910,0,17231,515,NA,NA,Pramila,Jayapal,NA,331,0,146,21,20437,362,NA,NA,NA
D,MO,NA,NA,NA,NA,NA,NA,NA,NA,bill otto,NA,NA,NA,NA,NA,NA,NA,NA,505,0,275,0,4700,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bill,Otto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,UT,NA,NA,NA,NA,NA,NA,NA,NA,stephen p tryon,NA,NA,NA,NA,NA,NA,NA,NA,505,0,0,500,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen P,Tryon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CO,NA,NA,NA,NA,NA,NA,NA,NA,george anthanasopoulos,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George,Anthanasopoulos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,ME,NA,NA,NA,NA,NA,NA,NA,NA,joe baldacci,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,Baldacci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TN,NA,NA,NA,NA,NA,NA,NA,NA,joe carr,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,Carr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,HI,NA,NA,NA,NA,NA,NA,NA,NA,hodges shay chan,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hodges Shay,Chan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,gregory deeb,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gregory,Deeb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,VA,NA,NA,NA,NA,NA,NA,NA,NA,rosso michael del,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rosso Michael,Del,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,neal dunn,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,1000,0,0,0,0,0,NA,NA,Neal,Dunn,NA,3005,0,0,0,0,0,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,dolly elizondo,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,250,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dolly,Elizondo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,adriano espaillat,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,1022,0,NA,NA,0,0,0,0,2000,2500,NA,NA,Adriano,Espaillat,NA,500,0,0,0,530,0,NA,NA,NA
R,MN,NA,NA,NA,NA,NA,NA,NA,NA,david gerson,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David,Gerson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,PA,NA,NA,NA,NA,NA,NA,NA,NA,bill golderer,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bill,Golderer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,rey gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rey,Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,chauncey goss,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chauncey,Goss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WV,NA,NA,NA,NA,NA,NA,NA,NA,mark hunt,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Hunt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,steve kaufman,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steve,Kaufman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IL,NA,NA,NA,NA,NA,NA,NA,NA,tonia khouri,NA,NA,NA,NA,NA,NA,NA,NA,500,250,250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tonia,Khouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,casey lucius,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casey,Lucius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,PA,NA,NA,NA,NA,NA,NA,NA,NA,lenny mcallister,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lenny,McAllister,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WA,NA,NA,NA,NA,NA,NA,NA,NA,joe mcdermott,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,2950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,McDermott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IN,NA,NA,NA,NA,NA,NA,NA,NA,richard moss,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richard,Moss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,PA,NA,NA,NA,NA,NA,NA,NA,NA,dan muroff,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,500,1950,0,NA,NA,2700,0,0,0,4450,1250,NA,NA,Dan,Muroff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,NA,NA,NA,NA,NA,NA,NA,NA,jimmy panetta,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,17100,0,NA,NA,16500,0,0,14000,7400,0,NA,NA,Jimmy,Panetta,NA,3500,0,0,500,2075,3250,NA,NA,NA
R,KY,NA,NA,NA,NA,NA,NA,NA,NA,michael pape,NA,NA,NA,NA,NA,NA,NA,NA,500,11700,14300,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael,Pape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,FL,NA,NA,NA,NA,NA,NA,NA,NA,randy perkins,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Randy,Perkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WV,NA,NA,NA,NA,NA,NA,NA,NA,harvey peyton,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvey,Peyton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,FL,NA,NA,NA,NA,NA,NA,NA,NA,susannah randolph,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,500,6949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Susannah,Randolph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IL,NA,NA,NA,NA,NA,NA,NA,NA,javier salas,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Javier,Salas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,david santiago,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David,Santiago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AZ,NA,NA,NA,NA,NA,NA,NA,NA,ray strauss,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray,Strauss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IL,NA,NA,NA,NA,NA,NA,NA,NA,jim walz,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jim,Walz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,john plumb,NA,NA,NA,NA,NA,NA,NA,NA,425,0,0,2,14943,1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John,Plumb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,lori bartley,NA,NA,NA,NA,NA,NA,NA,NA,400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lori,Bartley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WA,NA,NA,NA,NA,NA,NA,NA,NA,brady walkinshaw,NA,NA,NA,NA,NA,NA,NA,NA,350,0,1000,0,5555,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brady,Walkinshaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,NA,NA,NA,NA,NA,NA,NA,NA,nanette barragan,NA,NA,NA,NA,NA,NA,NA,NA,336,0,2,142,40486,314,NA,NA,6015,0,0,4015,19757,2500,NA,NA,Nanette,Barragan,NA,0,0,0,0,8228,-2500,NA,NA,NA
R,OH,NA,NA,NA,NA,NA,NA,NA,NA,matt lynch,NA,NA,NA,NA,NA,NA,NA,NA,300,0,1000,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matt,Lynch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NM,NA,NA,NA,NA,NA,NA,NA,NA,mike romero,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mike,Romero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,tom wakely,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,0,2,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tom,Wakely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IL,NA,NA,NA,NA,NA,NA,NA,NA,charles john baricevic,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles John,Baricevic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,NA,NA,NA,NA,NA,NA,NA,NA,sakima brown,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sakima,Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,AR,NA,NA,NA,NA,NA,NA,NA,NA,dianne curry,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dianne,Curry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,sean flynn,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,1750,0,0,0,0,5400,NA,NA,Sean,Flynn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,VA,NA,NA,NA,NA,NA,NA,NA,NA,patrick hope,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick,Hope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MD,NA,NA,NA,NA,NA,NA,NA,NA,pat mcdonough,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pat,McDonough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,PA,NA,NA,NA,NA,NA,NA,NA,NA,michael molesevich,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael,Molesevich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,AZ,NA,NA,NA,NA,NA,NA,NA,NA,tom o halleran,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,250,NA,NA,650,5000,6500,600,9550,270,NA,NA,Tom,O'Halleran,NA,25372,0,11524,14550,29219,12272,NA,NA,NA
R,NY,NA,NA,NA,NA,NA,NA,NA,NA,phil oliva,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phil,Oliva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,jack orswell,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jack,Orswell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,juan jr palacios,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Juan Jr,Palacios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IN,NA,NA,NA,NA,NA,NA,NA,NA,jim pfaff,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jim,Pfaff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,rick roth,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rick,Roth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WV,NA,NA,NA,NA,NA,NA,NA,NA,cory simpson,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cory,Simpson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,WY,NA,NA,NA,NA,NA,NA,NA,NA,darin smith,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darin,Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,OK,NA,NA,NA,NA,NA,NA,NA,NA,james taylor,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,steve williams,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steve,Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MS,NA,NA,NA,NA,NA,NA,NA,NA,mark gladney,NA,NA,NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Gladney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,NA,NA,NA,NA,NA,NA,NA,NA,john hernandez,NA,NA,NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John,Hernandez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I,KS,NA,NA,NA,NA,NA,NA,NA,NA,alan lapolice,NA,NA,NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alan,LaPolice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TN,NA,NA,NA,NA,NA,NA,NA,NA,thomas f leatherwood,NA,NA,NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas F,Leatherwood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MN,NA,NA,NA,NA,NA,NA,NA,NA,terri bonoff,NA,NA,NA,NA,NA,NA,NA,NA,105,0,750,100,15646,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terri,Bonoff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,VA,NA,NA,NA,NA,NA,NA,NA,NA,eileen bedell,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,260,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eileen,Bedell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CT,NA,NA,NA,NA,NA,NA,NA,NA,clay cope,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay,Cope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NJ,NA,NA,NA,NA,NA,NA,NA,NA,peter jacob,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,125,0,NA,NA,1,0,0,1,1,0,NA,NA,Peter,Jacob,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IN,NA,NA,NA,NA,NA,NA,NA,NA,lynn coleman,NA,NA,NA,NA,NA,NA,NA,NA,94,0,0,2,5919,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lynn,Coleman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,AZ,NA,NA,NA,NA,NA,NA,NA,NA,victoria steele,NA,NA,NA,NA,NA,NA,NA,NA,75,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victoria,Steele,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,VA,NA,NA,NA,NA,NA,NA,NA,NA,jane dittmar,NA,NA,NA,NA,NA,NA,NA,NA,57,0,0,27,4532,12708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jane,Dittmar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,NA,NA,NA,NA,NA,NA,NA,NA,bryan caforio,NA,NA,NA,NA,NA,NA,NA,NA,44,0,0,2,24807,3137,NA,NA,2275,0,0,0,1500,250,NA,NA,Bryan,Caforio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MI,NA,NA,NA,NA,NA,NA,NA,NA,suzanna shkreli,NA,NA,NA,NA,NA,NA,NA,NA,38,0,0,2,4028,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suzanna,Shkreli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,KS,NA,NA,NA,NA,NA,NA,NA,NA,jay sidie,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jay,Sidie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,NA,NA,NA,NA,NA,NA,NA,NA,emilio huerta,NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,2,5723,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emilio,Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,mark gibson,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Gibson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,ND,NA,NA,NA,NA,NA,NA,NA,NA,eyes chase iron,NA,NA,NA,NA,NA,NA,NA,NA,6,0,2,0,29,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eyes Chase,Iron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,DE,NA,NA,NA,NA,NA,NA,NA,NA,lisa blunt rochester,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,8920,0,NA,NA,7029,0,0,3025,6223,0,NA,NA,Lisa Blunt,Rochester,NA,7688,0,0,5155,18920,300,NA,NA,NA
D,IL,NA,NA,NA,NA,NA,NA,NA,NA,mark wicklund,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Wicklund,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,patrick mooney,NA,NA,NA,NA,NA,NA,NA,NA,-51,-459,-459,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick,Mooney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,james jr sanders,NA,NA,NA,NA,NA,NA,NA,NA,-2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James Jr,Sanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,KY,NA,NA,NA,NA,NA,NA,NA,NA,jason batts,NA,NA,NA,NA,NA,NA,NA,NA,0,1000,1000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jason,Batts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,WY,NA,NA,NA,NA,NA,NA,NA,NA,ryan greene,NA,NA,NA,NA,NA,NA,NA,NA,0,430,430,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ryan,Greene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,KY,NA,NA,NA,NA,NA,NA,NA,NA,nancy jo kemper,NA,NA,NA,NA,NA,NA,NA,NA,0,350,350,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nancy Jo,Kemper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
