"","LastName","FirstName","State","Party","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","member_id","Alias"
"343","Ruiz","Raul","CA","D",9000,280,280,3500,27078,6900,"R000599",NA
"344","Ruppersberger","Dutch","MD","D",3500,0,0,2000,2752,2700,"R000576",NA
"345","Rush","Bobby","IL","D",15500,0,0,12000,4000,1000,"R000515",NA
"346","Russell","Steven","OK","R",93250,0,5400,6500,0,0,"R000604",NA
"347","Rutherford","John","FL","R",11800,0,0,0,0,0,"R000609",NA
"348","Ryan","Paul","WI","R",761678,58860,75290,81975,23920,26725,"R000570",NA
"349","Ryan","Tim","OH","D",15500,0,0,4000,6400,0,"R000577",NA
"350","Sanchez","Linda","CA","D",7575,0,0,75,5330,1500,"S001156",NA
"351","Sanford","Mark","SC","R",7000,0,0,1000,0,0,"S000051",NA
"352","Sarbanes","John","MD","D",2100,0,0,0,100,2700,"S001168",NA
"353","Scalise","Steve","LA","R",285300,6400,13900,26750,0,0,"S001176",NA
"354","Scanlon","Mary Gay","PA","D",0,0,0,0,0,0,"S001205",NA
"355","Schakowsky","Jan","IL","D",15,0,0,0,10750,4350,"S001145",NA
"356","Schiff","Adam","CA","D",0,0,0,0,1250,0,"S001150",NA
"357","Schneider","Brad","IL","D",5961,0,5,15,30354,784,"S001190",NA
"358","Schrader","Kurt","OR","D",55500,2000,2000,15000,2500,3200,"S001180",NA
"359","Schultz Wasserman","Debbie","FL","D",0,0,0,0,0,0,"W000797",NA
"360","Schweikert","David","AZ","R",10000,0,5250,0,0,0,"S001183",NA
"361","Scott","Austin","GA","R",3000,0,3000,0,3885,0,"S001189",NA
"362","Scott","Bobby","VA","D",0,0,0,0,3200,0,"S000185",NA
"363","Scott","David","GA","D",9250,0,250,2000,0,0,"S001157",NA
"364","Sensenbrenner","Jim","WI","R",14000,0,1500,0,0,0,"S000244","Jr."
"365","Serrano","Jose E","NY","D",0,0,0,0,1250,0,"S000248",NA
"366","Sessions","Pete","TX","R",139550,0,1000,27600,0,0,"S000250",NA
"367","Sewell","Terri","AL","D",8700,10000,10000,0,0,0,"S001185",NA
"368","Shea-Porter","Carol","NH","D",190,0,0,17,43880,877,"S001170",NA
"369","Sherman","Brad","CA","D",5000,0,0,0,0,0,"S000344",NA
"370","Shimkus","John","IL","R",180582,29200,40700,46000,0,37700,"S000364",NA
"371","Shuster","Bill","PA","R",198512,25300,39350,64500,0,0,"S000394",NA
"372","Simpson","Mike","ID","R",46700,3700,12450,5000,7750,1000,"S001148",NA
"373","Sinema","Kyrsten","AZ","D",11000,0,7500,2750,0,4000,"S001191",NA
"374","Sires","Albio","NJ","D",3500,0,0,2000,0,0,"S001165",NA
"375","Smith","Adam","WA","D",0,0,0,0,0,0,"S000510",NA
"376","Smith","Adrian","NE","R",13750,2500,2500,2500,0,16500,"S001172",NA
"377","Smith","Chris","NJ","R",1000,0,0,0,0,0,"S000522",NA
"378","Smith","Jason","MO","R",33300,2000,8750,1000,0,7000,"S001195",NA
"379","Smith","Lamar","TX","R",108400,0,0,0,0,0,"S000583",NA
"380","Smucker","Lloyd","PA","R",20000,0,0,2000,0,0,"S001199",NA
"381","Soto","Darren","FL","D",0,0,0,0,8448,0,"S001200",NA
"382","Speier","Jackie","CA","D",0,0,0,0,13800,1000,"S001175",NA
"383","Stefanik","Elise","NY","R",55675,0,0,5500,6650,3750,"S001196",NA
"384","Stewart","Chris","UT","R",95200,8256,13756,14400,0,0,"S001192",NA
"385","Stivers","Steve","OH","R",56350,15775,15775,12500,0,0,"S001187",NA
"386","Suozzi","Tom","NY","D",0,0,0,0,2262,500,"S001201",NA
"387","Swalwell","Eric","CA","D",9200,0,500,2000,9900,5900,"S001193",NA
"388","Takano","Mark","CA","D",0,0,0,0,6300,0,"T000472",NA
"389","Taylor","Scott","VA","R",10000,0,0,2500,0,0,"T000477",NA
"390","Tenney","Claudia","NY","R",15950,0,0,3000,0,0,"T000478",NA
"391","Thompson","Bennie G","MS","D",18000,0,0,10000,500,0,"T000193",NA
"392","Thompson","Glenn","PA","R",85550,9250,17250,22200,0,0,"T000467",NA
"393","Thompson","Mike","CA","D",7500,0,0,0,14000,9885,"T000460",NA
"394","Thornberry","Mac","TX","R",82175,0,-1000,0,0,8000,"T000238",NA
"395","Tipton","Scott","CO","R",139100,22400,53400,6500,0,0,"T000470",NA
"396","Titus","Dina","NV","D",0,0,13000,0,3060,6000,"T000468",NA
"397","Tonko","Paul","NY","D",5400,0,0,4000,11957,7390,"T000469",NA
"398","Torres","Norma","CA","D",6500,0,0,3500,5200,0,"T000474",NA
"399","Trott","Dave","MI","R",4000,0,0,0,0,0,"T000475",NA
"400","Tsongas","Niki","MA","D",4700,0,0,0,9058,2000,"T000465",NA
"401","Turner","Michael R","OH","R",29950,0,0,2000,0,0,"T000463",NA
"402","Upton","Fred","MI","R",229000,4000,8000,52600,0,6000,"U000031",NA
"403","Valadao","David","CA","R",59750,0,3550,1000,0,5000,"V000129",NA
"404","Vargas","Juan","CA","D",0,0,0,0,1000,0,"V000130",NA
"405","Veasey","Marc","TX","D",71800,0,0,2000,1000,500,"V000131",NA
"406","Vela","Filemon","TX","D",35000,0,0,7000,0,1000,"V000132",NA
"407","Velazquez","Nydia","NY","D",0,0,0,0,1000,0,"V000081",NA
"408","Visclosky","Pete","IN","D",8000,0,2000,2000,0,1000,"V000108",NA
"409","Wagner","Ann","MO","R",45500,12900,14900,6000,0,500,"W000812",NA
"410","Walberg","Tim","MI","R",49450,12500,28500,1000,0,0,"W000798",NA
"411","Walden","Greg","OR","R",151900,3500,7500,18000,0,0,"W000791",NA
"412","Walker","Mark","NC","R",7000,0,0,0,0,0,"W000819",NA
"413","Walorski","Jackie","IN","R",28500,2000,4000,0,0,11000,"W000813",NA
"414","Walters","Mimi","CA","R",63250,0,100,5000,0,4700,"W000820",NA
"415","Walz","Tim","MN","D",15500,0,0,0,300,4500,"W000799",NA
"416","Waters","Maxine","CA","D",5000,0,0,0,4700,0,"W000187",NA
"417","Weber","Randy","TX","R",66550,0,3700,5750,0,0,"W000814",NA
"418","Webster","Daniel","FL","R",6300,0,600,0,0,0,"W000806",NA
"419","Welch","Peter","VT","D",20052,0,0,7000,4650,8525,"W000800",NA
"420","Wenstrup","Brad","OH","R",7000,5400,5400,1000,0,0,"W000815",NA
"421","Westerman","Bruce","AR","R",41200,1000,2000,3000,0,2250,"W000821",NA
"422","Wild","Susan","PA","D",0,0,0,0,0,0,"W000826",NA
"423","Williams","Roger","TX","R",136250,0,0,0,0,0,"W000816",NA
"424","Wilson","Frederica","FL","D",0,0,0,0,4566,0,"W000808",NA
"425","Wilson","Joe","SC","R",14000,0,0,0,0,2500,"W000795",NA
"426","Wittman","Rob","VA","R",13250,0,0,0,2750,0,"W000804",NA
"427","Womack","Steve","AR","R",16500,0,0,3000,0,0,"W000809",NA
"428","Woodall","Rob","GA","R",18500,0,0,2000,0,0,"W000810",NA
"429","Yarmuth","John","KY","D",250,0,0,0,1850,0,"Y000062",NA
"430","Yoder","Kevin","KS","R",49375,0,13800,2000,0,44800,"Y000063",NA
"431","Yoho","Ted","FL","R",9150,0,0,3750,0,0,"Y000065",NA
"432","Young","David","IA","R",25000,0,0,2500,0,22750,"Y000066",NA
"433","Young","Don","AK","R",59700,2000,20000,0,1500,0,"Y000033",NA
"434","Zeldin","Lee","NY","R",65663,0,0,7250,0,800,"Z000017",NA
