"","LastName","FirstName","State","Party","Chamber"
"199","Jones","Walter B Jr","North Carolina","Republican","District 3"
"200","Jordan","Jim","Ohio","Republican","District 4"
"201","Joyce","David P","Ohio","Republican","District 14"
"202","Kaptur","Marcy","Ohio","Democrat","District 9"
"203","Katko","John","New York","Republican","District 24"
"204","Keating","Bill","Massachusetts","Democrat","District 9"
"205","Kelly","Mike","Pennsylvania","Republican","District 3"
"206","Kelly","Robin","Illinois","Democrat","District 2"
"207","Kelly","Trent","Mississippi","Republican","District 1"
"208","Kennedy","Joe III","Massachusetts","Democrat","District 4"
"209","Khanna","Ro","California","Democrat","District 17"
"210","Kihuen","Ruben","Nevada","Democrat","District 4"
"211","Kildee","Dan","Michigan","Democrat","District 5"
"212","Kilmer","Derek","Washington","Democrat","District 6"
"213","Kind","Ron","Wisconsin","Democrat","District 3"
"214","King","Pete","New York","Republican","District 2"
"215","King","Steven A","Iowa","Republican","District 4"
"216","Kinzinger","Adam","Illinois","Republican","District 16"
"217","Knight","Steve","California","Republican","District 25"
"218","Krishnamoorthi","Raja","Illinois","Democrat","District 8"
"219","Kuster","Ann","New Hampshire","Democrat","District 2"
"220","Kustoff","David","Tennessee","Republican","District 8"
"221","Labrador","Raul","Idaho","Republican","District 1"
"222","LaHood","Darin","Illinois","Republican","District 18"
"223","LaMalfa","Doug","California","Republican","District 1"
"224","Lamb","Conor","Pennsylvania","Democrat","District 18"
"225","Lamborn","Doug","Colorado","Republican","District 5"
"226","Lance","Leonard","New Jersey","Republican","District 7"
"227","Langevin","Jim","Rhode Island","Democrat","District 2"
"228","Larsen","Rick","Washington","Democrat","District 2"
"229","Larson","John","Connecticut","Democrat","District 1"
"230","Latta","Bob","Ohio","Republican","District 5"
"231","Lawrence","Brenda","Michigan","Democrat","District 14"
"232","Lawson","Al","Florida","Democrat","District 5"
"233","Lee","Barbara","California","Democrat","District 13"
"234","Lesko","Debbie","Arizona","Republican","District 8"
"235","Levin","Sander","Michigan","Democrat","District 9"
"236","Lewis","Jason","Minnesota","Republican","District 2"
"237","Lewis","John","Georgia","Democrat","District 5"
"238","Lieu","Ted","California","Democrat","District 33"
"239","Lipinski","Daniel","Illinois","Democrat","District 3"
"240","LoBiondo","Frank","New Jersey","Republican","District 2"
"241","Loebsack","David","Iowa","Democrat","District 2"
"242","Lofgren","Zoe","California","Democrat","District 19"
"243","Long","Billy","Missouri","Republican","District 7"
"244","Loudermilk","Barry","Georgia","Republican","District 11"
"245","Love","Mia","Utah","Republican","District 4"
"246","Lowenthal","Alan","California","Democrat","District 47"
"247","Lowey","Nita M","New York","Democrat","District 17"
"248","Lucas","Frank D","Oklahoma","Republican","District 3"
"249","Luetkemeyer","Blaine","Missouri","Republican","District 3"
"250","Lujan","Ben Ray","New Mexico","Democrat","District 3"
"251","Lynch","Stephen","Massachusetts","Democrat","District 8"
"252","MacArthur","Thomas","New Jersey","Republican","District 3"
"253","Maloney","Carolyn","New York","Democrat","District 12"
"254","Maloney","Sean Patrick","New York","Democrat","District 18"
"255","Marchant","Kenny","Texas","Republican","District 24"
"256","Marino","Tom","Pennsylvania","Republican","District 10"
"257","Marshall","Roger","Kansas","Republican","District 1"
"258","Massie","Thomas","Kentucky","Republican","District 4"
"259","Mast","Brian","Florida","Republican","District 18"
"260","Matsui","Doris","California","Democrat","District 6"
"261","McCarthy","Kevin","California","Republican","District 23"
"262","McCaul","Michael","Texas","Republican","District 10"
"263","McClintock","Tom","California","Republican","District 4"
"264","McCollum","Betty","Minnesota","Democrat","District 4"
"265","McEachin","Donald","Virginia","Democrat","District 4"
"266","McGovern","James P","Massachusetts","Democrat","District 2"
"267","McHenry","Patrick","North Carolina","Republican","District 10"
"268","McKinley","David","West Virginia","Republican","District 1"
"269","McNerney","Jerry","California","Democrat","District 9"
"270","McSally","Martha","Arizona","Republican","District 2"
"271","Meadows","Mark","North Carolina","Republican","District 11"
"272","Meeks","Gregory","New York","Democrat","District 5"
"273","Meng","Grace","New York","Democrat","District 6"
"274","Messer","Luke","Indiana","Republican","District 6"
"275","Mitchell","Paul","Michigan","Republican","District 10"
"276","Moolenaar","John","Michigan","Republican","District 4"
"277","Mooney","Alex","West Virginia","Republican","District 2"
"278","Moore","Gwen","Wisconsin","Democrat","District 4"
"279","Morelle","Joseph D","New York","Democrat","District 25"
"280","Moulton","Seth","Massachusetts","Democrat","District 6"
"281","Mullin","Markwayne","Oklahoma","Republican","District 2"
"282","Murphy","Stephanie","Florida","Democrat","District 7"
"283","Nadler","Jerrold","New York","Democrat","District 10"
"284","Napolitano","Grace","California","Democrat","District 32"
"285","Neal","Richard E","Massachusetts","Democrat","District 1"
"286","Newhouse","Dan","Washington","Republican","District 4"
"287","Noem","Kristi","South Dakota","Republican","District 1"
"288","Nolan","Rick","Minnesota","Democrat","District 8"
"289","Norcross","Don","New Jersey","Democrat","District 1"
"290","Norman","Ralph","South Carolina","Republican","District 5"
"291","Norton","Eleanor Holmes","District of Columbia","Democrat","At Large"
"292","Nunes","Devin","California","Republican","District 22"
"293","O'Halleran","Tom","Arizona","Democrat","District 1"
"294","O'Rourke","Beto","Texas","Democrat","District 16"
"295","Olson","Pete","Texas","Republican","District 22"
"296","Palazzo","Steven","Mississippi","Republican","District 4"
"297","Pallone","Frank Jr","New Jersey","Democrat","District 6"
"298","Palmer","Gary","Alabama","Republican","District 6"
"299","Panetta","Jimmy","California","Democrat","District 20"
"300","Pascrell","Bill Jr","New Jersey","Democrat","District 9"
"301","Paulsen","Erik","Minnesota","Republican","District 3"
"302","Payne","Donald M Jr","New Jersey","Democrat","District 10"
"303","Pearce","Steve","New Mexico","Republican","District 2"
"304","Pelosi","Nancy","California","Democrat","District 12"
"305","Perlmutter","Ed","Colorado","Democrat","District 7"
"306","Perry","Scott","Pennsylvania","Republican","District 4"
"307","Peters","Scott","California","Democrat","District 52"
"308","Peterson","Collin","Minnesota","Democrat","District 7"
"309","Pingree","Chellie","Maine","Democrat","District 1"
"310","Pittenger","Robert","North Carolina","Republican","District 9"
"311","Plaskett","Stacey","Virgin Islands","Democrat","At Large"
"312","Pocan","Mark","Wisconsin","Democrat","District 2"
"313","Poe","Ted","Texas","Republican","District 2"
"314","Poliquin","Bruce","Maine","Republican","District 2"
"315","Polis","Jared","Colorado","Democrat","District 2"
"316","Posey","Bill","Florida","Republican","District 8"
"317","Price","David","North Carolina","Democrat","District 4"
"318","Quigley","Mike","Illinois","Democrat","District 5"
"319","Radewagen","Amata Coleman","American Samoa","Republican","At Large"
"320","Raskin","Jamie","Maryland","Democrat","District 8"
"321","Ratcliffe","John","Texas","Republican","District 4"
"322","Reed","Tom","New York","Republican","District 23"
"323","Reichert","Dave","Washington","Republican","District 8"
"324","Renacci","Jim","Ohio","Republican","District 16"
"325","Rice","Kathleen","New York","Democrat","District 4"
"326","Rice","Tom","South Carolina","Republican","District 7"
"327","Richmond","Cedric","Louisiana","Democrat","District 2"
"328","Roby","Martha","Alabama","Republican","District 2"
"329","Rochester Blunt","Lisa ","Delaware","Democrat","District 1"
"330","Rodgers McMorris","Cathy","Washington","Republican","District 5"
"331","Roe","Phil","Tennessee","Republican","District 1"
"332","Rogers","Hal","Kentucky","Republican","District 5"
"333","Rogers","Mike D","Alabama","Republican","District 3"
"334","Rohrabacher","Dana","California","Republican","District 48"
"335","Rokita","Todd","Indiana","Republican","District 4"
"336","Rooney","Francis","Florida","Republican","District 19"
"337","Rooney","Tom","Florida","Republican","District 17"
"338","Ros-Lehtinen","Ileana","Florida","Republican","District 27"
"339","Rosen","Jacky","Nevada","Democrat","District 3"
"340","Roskam","Peter","Illinois","Republican","District 6"
"341","Ross","Dennis","Florida","Republican","District 15"
"342","Rothfus","Keith J","Pennsylvania","Republican","District 12"
"343","Rouzer","David","North Carolina","Republican","District 7"
"344","Roybal-Allard","Lucille","California","Democrat","District 40"
"345","Royce","Ed","California","Republican","District 39"
"346","Ruiz","Raul","California","Democrat","District 36"
"347","Ruppersberger","Dutch","Maryland","Democrat","District 2"
"348","Rush","Bobby","Illinois","Democrat","District 1"
"349","Russell","Steven","Oklahoma","Republican","District 5"
"350","Rutherford","John","Florida","Republican","District 4"
"351","Ryan","Paul","Wisconsin","Republican","District 1"
"352","Ryan","Tim","Ohio","Democrat","District 13"
"353","Sanchez","Linda","California","Democrat","District 38"
"354","Sanford","Mark","South Carolina","Republican","District 1"
"355","Sarbanes","John","Maryland","Democrat","District 3"
"356","Scalise","Steve","Louisiana","Republican","District 1"
"357","Scanlon","Mary Gay","Pennsylvania","Democrat","District 7"
"358","Schakowsky","Jan","Illinois","Democrat","District 9"
"359","Schiff","Adam","California","Democrat","District 28"
"360","Schneider","Brad","Illinois","Democrat","District 10"
"361","Schrader","Kurt","Oregon","Democrat","District 5"
"362","Schultz Wasserman","Debbie","Florida","Democrat","District 23"
"363","Schweikert","David","Arizona","Republican","District 6"
"364","Scott","Austin","Georgia","Republican","District 8"
"365","Scott","Bobby","Virginia","Democrat","District 3"
"366","Scott","David","Georgia","Democrat","District 13"
"367","Sensenbrenner","Jim","Wisconsin","Republican","District 5"
"368","Serrano","Jose E","New York","Democrat","District 15"
"369","Sessions","Pete","Texas","Republican","District 32"
"370","Sewell","Terri","Alabama","Democrat","District 7"
"371","Shea-Porter","Carol","New Hampshire","Democrat","District 1"
"372","Sherman","Brad","California","Democrat","District 30"
"373","Shimkus","John","Illinois","Republican","District 15"
"374","Shuster","Bill","Pennsylvania","Republican","District 9"
"375","Simpson","Mike","Idaho","Republican","District 2"
"376","Sinema","Kyrsten","Arizona","Democrat","District 9"
"377","Sires","Albio","New Jersey","Democrat","District 8"
"378","Smith","Adam","Washington","Democrat","District 9"
"379","Smith","Adrian","Nebraska","Republican","District 3"
"380","Smith","Chris","New Jersey","Republican","District 4"
"381","Smith","Jason","Missouri","Republican","District 8"
"382","Smith","Lamar","Texas","Republican","District 21"
"383","Smucker","Lloyd","Pennsylvania","Republican","District 16"
"384","Soto","Darren","Florida","Democrat","District 9"
"385","Speier","Jackie","California","Democrat","District 14"
"386","Stefanik","Elise","New York","Republican","District 21"
"387","Stewart","Chris","Utah","Republican","District 2"
"388","Stivers","Steve","Ohio","Republican","District 15"
"389","Suozzi","Tom","New York","Democrat","District 3"
"390","Swalwell","Eric","California","Democrat","District 15"
"391","Takano","Mark","California","Democrat","District 41"
"392","Taylor","Scott","Virginia","Republican","District 2"
"393","Tenney","Claudia","New York","Republican","District 22"
"394","Thompson","Bennie G","Mississippi","Democrat","District 2"
"395","Thompson","Glenn","Pennsylvania","Republican","District 5"
"396","Thompson","Mike","California","Democrat","District 5"
"397","Thornberry","Mac","Texas","Republican","District 13"
"398","Tipton","Scott","Colorado","Republican","District 3"
"399","Titus","Dina","Nevada","Democrat","District 1"
"400","Tonko","Paul","New York","Democrat","District 20"
"401","Torres","Norma","California","Democrat","District 35"
"402","Trott","Dave","Michigan","Republican","District 11"
"403","Tsongas","Niki","Massachusetts","Democrat","District 3"
"404","Turner","Michael R","Ohio","Republican","District 10"
"405","Upton","Fred","Michigan","Republican","District 6"
"406","Valadao","David","California","Republican","District 21"
"407","Vargas","Juan","California","Democrat","District 51"
"408","Veasey","Marc","Texas","Democrat","District 33"
"409","Vela","Filemon","Texas","Democrat","District 34"
"410","Velazquez","Nydia","New York","Democrat","District 7"
"411","Visclosky","Pete","Indiana","Democrat","District 1"
"412","Wagner","Ann","Missouri","Republican","District 2"
"413","Walberg","Tim","Michigan","Republican","District 7"
"414","Walden","Greg","Oregon","Republican","District 2"
"415","Walker","Mark","North Carolina","Republican","District 6"
"416","Walorski","Jackie","Indiana","Republican","District 2"
"417","Walters","Mimi","California","Republican","District 45"
"418","Walz","Tim","Minnesota","Democrat","District 1"
"419","Waters","Maxine","California","Democrat","District 43"
"420","Weber","Randy","Texas","Republican","District 14"
"421","Webster","Daniel","Florida","Republican","District 11"
"422","Welch","Peter","Vermont","Democrat","District 1"
"423","Wenstrup","Brad","Ohio","Republican","District 2"
"424","Westerman","Bruce","Arkansas","Republican","District 4"
"425","Wild","Susan","Pennsylvania","Democrat","District 15"
"426","Williams","Roger","Texas","Republican","District 25"
"427","Wilson","Frederica","Florida","Democrat","District 24"
"428","Wilson","Joe","South Carolina","Republican","District 2"
"429","Wittman","Rob","Virginia","Republican","District 1"
"430","Womack","Steve","Arkansas","Republican","District 3"
"431","Woodall","Rob","Georgia","Republican","District 7"
"432","Yarmuth","John","Kentucky","Democrat","District 3"
"433","Yoder","Kevin","Kansas","Republican","District 3"
"434","Yoho","Ted","Florida","Republican","District 3"
"435","Young","David","Iowa","Republican","District 3"
"436","Young","Don","Alaska","Republican","District 1"
"437","Zeldin","Lee","New York","Republican","District 1"
