"last_name","first_name","name","party","state","member_id","Vote3","Vote4","Vote51","Vote52","Vote6","Vote7","District","Vote_count","Vote_change","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"Mast","Brian","brian mast,brian j mast","R","FL","M001199",NA,NA,"+","+","+","+",18,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rooney","Francis","francis rooney","R","FL","R000607",NA,NA,NA,"+","+",NA,19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,0,0,0,0,0,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Ferguson","A. Drew","a drew ferguson","R","GA","F000465",NA,NA,"-","-","-","-",3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11750,0,0,2500,0,0,17700,0,500,2500,0,0,65040,7800,8300,10035,0,0
"Handel","Karen","karen handel,karen c handel","R","GA","H001078",NA,NA,"-","-",NA,NA,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krishnamoorthi","Raja","raja krishnamoorthi","D","IL","K000391",NA,NA,"+","+","+","+",8,4,0,13500,0,0,1000,1350,0,NA,NA,NA,NA,NA,NA,15475,0,0,0,24665,6750,21925,500,500,250,4408,12100,25024,0,1000,1150,2492,15177
"Banks","Jim","jim banks","R","IN","B001299",NA,NA,"-","-","-","-",3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28035,0,2000,500,57650,0,15000,0,1000,0,0,0,23005,0,1000,0,500,30
"Hollingsworth","Trey","trey hollingsworth","R","IN","H001074",NA,NA,"-","-","-","-",9,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,2000,4000,0,0,0,29450,11000,11000,0,0,17000,25000,0,1000,0,0,10000
"Marshall","Roger","roger marshall","R","KS","M001198",NA,NA,"-","-","-",NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,0,0,6000,0,25000,25082,0,0,1000,0,48693,NA,NA,NA,NA,NA,NA
"Estes","Ron","ron estes","R","KS","E000298",NA,NA,"-","-","-","-",4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131675,0,0,4000,0,41700,101924,0,0,3000,0,42850
"Comer","James","james comer","R","KY","C001108",NA,NA,"-","-","-","-",1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13350,21251,23251,0,0,0,11250,2000,3000,1000,0,11000,18500,2500,3500,2000,0,0
"Higgins","Clay","clay higgins","R","LA","H001077",NA,NA,"-","-","-","-",3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7750,0,0,0,0,0,69150,0,0,18650,0,0,38976,0,13,11500,0,0
"Johnson","Mike","mike johnson","R","LA","J000299",NA,NA,"-","-","-",NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64300,0,1000,3000,8100,0,78350,0,7400,19400,0,0,81925,0,7600,1000,0,0
"Brown","Anthony","anthony brown,anthony g brown","D","MD","B001304",NA,NA,"+","+","+","+",4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raskin","Jamie","jamie raskin","D","MD","R000606",NA,NA,"+","+","+","+",8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25784,0,0,0,0,0,5665,0,3,0,0,0,11436,2500
"Bergman","Jack","jack bergman","R","MI","B001301",NA,NA,"-","-","-","-",1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell","Paul","paul mitchell","R","MI",NA,NA,NA,"-","-","-",NA,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis","Jason","jason lewis","R","MN","L000587",NA,NA,"-","-",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14900,0,0,0,0,0,89775,5000,7000,10552,0,2700,NA,NA,NA,NA,NA,NA
"Gianforte","Greg","greg gianforte","R","MT","G000584",NA,NA,"-","-","-",NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219640,28225,32225,3500,0,350,19511,11200,11200,3122,0,0
"Bacon","Don","don bacon","R","NE","B001298",NA,NA,"-","-","-","-",2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosen","Jacky","jacky rosen","D","NV","R000608",NA,NA,"+","+",NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,0,7000,0,38553,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kihuen","Ruben","ruben kihuen,ruben j kihuen","D","NV","K000390",NA,NA,"+","+",NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gottheimer","Josh","josh gottheimer","D","NJ","G000583",NA,NA,"+","+","+","+",5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30303,0,0,5400,27509,19404,44605,0,1250,5000,46298,6495,65157,0,0,2500,36065,3100
"Suozzi","Thomas","thomas suozzi,thomas r suozzi","D","NY","S001201",NA,NA,"+","+","+","+",3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Espaillat","Adriano","adriano espaillat","D","NY","E000297",NA,NA,"+","+","+","+",13,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,1022,0,0,0,0,0,2000,2500,500,0,0,0,530,0
"Faso","John","john faso,john j faso","R","NY","F000464",NA,NA,"+","+",NA,NA,19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tenney","Claudia","claudia tenney","R","NY","T000478",NA,NA,"-","-",NA,"-",22,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15950,0,0,3000,0,0,122290,5000,5100,9052,0,0,82718,25,763,6878,4,267
"Budd","Ted","ted budd","R","NC","B001305",NA,NA,"-","-","-","-",13,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37700,0,2000,0,0,0,41869,0,2,5599,0,0
"Evans","Dwight","dwight evans","D","PA","E000296",NA,NA,"+","+","+","+",2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,0,0,0,2750,5400,1100,0,0,0,5958,0,245,0,0,0,5280,0
"Fitzpatrick","Brian","brian fitzpatrick,brian k fitzpatrick","R","PA","F000466",NA,NA,"+","+","+","+",8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smucker","Lloyd","lloyd smucker","R","PA","S001199",NA,NA,"-","-","-","-",16,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,0,0,2000,0,0,70071,5000,11400,13052,0,1000,48535,0,1000,14500,0,0
"Norman","Ralph","ralph norman","R","SC","N000190",NA,NA,"-","-","-","-",5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27150,0,250,0,0,1000,15478,0,0,350,0,6300
"Kustoff","David","david kustoff","R","TN","K000392",NA,NA,"-","-","-","-",8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14100,0,0,0,0,0,25000,0,0,0,0,1000,21800,0,0,0,0,0
"Gonzalez","Vicente","vicente gonzalez","D","TX","G000581",NA,NA,"-","+","+","+",15,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,2500,0,48762,0,0,12000,1000,0,150500,0,1000,26500,125,0
"Arrington","Jodey","jodey arrington,jodey c arrington","R","TX","A000375",NA,NA,"-","-","-","-",19,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor","Scott","scott taylor","R","VA","T000477",NA,NA,"-","-",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,2500,0,0,78867,12900,15100,4954,300,0,30044,11200,12431,5315,500,2501
"McEachin","A. Donald","a donald mceachin","D","VA","M001200",NA,NA,NA,"+","+","+",4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,0,3000,15405,1100,4550,0,0,2500,19855,9750,20500,0,0,11000,16075,20000
"Garrett","Thomas","thomas garrett,thomas a garrett","R","VA","G000580",NA,NA,NA,"-",NA,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jayapal","Pramila","pramila jayapal","D","WA","J000298",NA,NA,"+","+","+","+",7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,1600,1600,0,12350,300,1011,900,910,0,17231,515,331,0,146,21,20437,362
"Gallagher","Mike","mike gallagher","R","WI","G000579",NA,NA,"-","-","-","-",8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36900,0,2000,0,0,1000,53450,0,0,5000,0,0,53871,0,4,5500,50,0
"Cheney","Liz","liz cheney","R","WY","C001109",NA,NA,"-","-","-","-",NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124775,9000,12000,2500,0,0,93700,16000,24500,3000,0,0,162384,29650,44816,8509,2000,16
"Cloud","Michael","michael cloud","R","OH",NA,NA,NA,NA,"-","-","-",10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesko","Debbie","debbie lesko","R","OH",NA,NA,NA,NA,"-","-","-",10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb","Conor","conor lamb","D","PA","L000588",NA,NA,NA,"+","+","+",18,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24797,4000,4500,8726,7425,4925,18488,13700,13710,338,20130,5603
"Curtis","John","john curtis,john r curtis","R","UT","C001114",NA,NA,NA,"-","-","-",3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Radewagen","Amata Coleman","amata coleman radewagen","R","AS",NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stanton","Greg","greg stanton","D","AZ","S001211",NA,NA,NA,NA,"+","+",9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,0,5250,2500,8183,505,15109,0,12555,15025,3150,0
"Harder","Josh","josh harder","D","CA","H001090",NA,NA,NA,NA,"+","+",10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4027,0,8,110,32016,10913,6431,0,101,285,40912,17273
"Cox","TJ","tj cox","D","CA","C001124",NA,NA,NA,NA,"+",NA,21,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,0,0,7,8213,7322,11823,3,304,2805,49850,23742
"Hill","Katie","katie hill","D","CA","H001087",NA,NA,NA,NA,"+",NA,25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,0,105,256,35487,8642,456,0,5,22,7540,4036
"Cisneros","Gilbert","gilbert cisneros","D","CA",NA,NA,NA,NA,NA,"+",NA,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Porter","Katie","katie porter","D","CA","P000618",NA,NA,NA,NA,"+","+",45,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828,0,3,47,33216,12143,11992,12,160,959,45573,10285
"Rouda","Harley","harley rouda","D","CA","R000616",NA,NA,NA,NA,"+",NA,48,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7577,0,0,82,30557,14966,7903,0,1,2038,45319,7789
"Levin","Mike","mike levin","D","CA","L000593",NA,NA,NA,NA,"+","+",49,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9015,0,1,5404,45795,15042,1063,0,1,505,41739,18191
"Neguse","Joe","joe neguse","D","CO","N000191",NA,NA,NA,NA,"+","+",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crow","Jason","jason crow","D","CO","C001121",NA,NA,NA,NA,"+","+",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11020,0,507,1852,66533,5032,16032,0,25,2800,52217,8564
"Hayes","Jahana","jahana hayes","D","CT","H001081",NA,NA,NA,NA,"+","+",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,0,0,252,2588,273,570,0,1,5,16422,1094
"Norton","Eleanor Holmes","eleanor holmes norton","D","DC","N000147",NA,NA,NA,NA,"+",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waltz","Michael","michael waltz","R","FL","W000823",NA,NA,NA,NA,"+","-",6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17825,0,0,0,0,2700,28071,0,1004,0,250,850
"Spano","Ross","ross spano","R","FL","S001210",NA,NA,NA,NA,"-",NA,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,11884,67,76,2810,0,25
"Steube","Greg","greg steube","R","FL",NA,NA,NA,NA,NA,"-","-",17,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mucarsel-Powell","Debbie","debbie mucarsel powell","D","FL",NA,NA,NA,NA,NA,"+",NA,26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shalala","Donna","donna shalala,donna e shalala","D","FL","S001206",NA,NA,NA,NA,"+",NA,27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McBath","Lucy","lucy mcbath","D","GA","M001208",NA,NA,NA,NA,"+","+",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,0,10,35,11385,162,20338,0,20,1487,41572,7629
"San Nicolas","Michael","michael san nicolas","D","GU",NA,NA,NA,NA,NA,"+",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case","Ed","ed case","D","HI","C001055",NA,NA,NA,NA,"+","+",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,750,250,0,0,0,0,1000,250
"Fulcher","Russ","russ fulcher","R","ID","F000469",NA,NA,NA,NA,"-",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,2250,0,0,1500,2700,0,4500,0,0,0
"García","Jesús","jes s garc a","D","IL",NA,NA,NA,NA,NA,"+","+",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casten","Sean","sean casten","D","IL","C001117",NA,NA,NA,NA,"+","+",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421,0,3,1027,38561,31815,14919,0,300,50,41885,30727
"Underwood","Lauren","lauren underwood","D","IL","U000040",NA,NA,NA,NA,"+","+",14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5266,0,0,51,23011,2680,16764,0,10,505,44799,5709
"Baird","James","james baird,james r baird","R","IN","B001307",NA,NA,NA,NA,"-","-",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pence","Greg","greg pence","R","IN","P000615",NA,NA,NA,NA,"-","-",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68150,38700,90806,0,0,20800,65059,2800,5395,2700,0,8050
"Finkenauer","Abby","abby finkenauer","D","IA","F000467",NA,NA,NA,NA,"+",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,200,217,6,19871,17444,22690,500,500,5,54313,48986
"Axne","Cynthia","cynthia axne","D","IA","A000378",NA,NA,NA,NA,"+","+",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins","Steven","steven watkins,steve watkins","R","KS","W000824",NA,NA,NA,NA,"-",NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davids","Sharice","sharice davids","D","KS","D000629",NA,NA,NA,NA,"+","+",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6970,0,1263,2757,20416,9614,9691,0,365,50,42930,15499
"Golden","Jared","jared golden,jared f golden","D","ME","G000592",NA,NA,NA,NA,"+","+",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trone","David","david trone,david j trone","D","MD","T000483",NA,NA,NA,NA,"+",NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trahan","Lori","lori trahan","D","MA","T000482",NA,NA,NA,NA,"+","+",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,0,5400,0,5260,6029,15,0,0,0,2004,0
"Pressley","Ayanna","ayanna pressley","D","MA","P000617",NA,NA,NA,NA,"+","+",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,6918,2106,7032,0,25,36,1912,941
"Slotkin","Elissa","elissa slotkin","D","MI","S001208",NA,NA,NA,NA,"+","+",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13517,0,0,5900,56414,3839,9712,0,0,2053,65344,1149
"Levin","Andy","andy levin","D","MI","L000592",NA,NA,NA,NA,"+","+",9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,5870,4000,4,0,0,0,4908,2125
"Stevens","Haley","haley stevens,haley m stevens","D","MI","S001215",NA,NA,NA,NA,"+","+",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tlaib","Rashida","rashida tlaib","D","MI","T000481",NA,NA,NA,NA,"+","+",13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2359,0,0,2,3779,255,13994,29,54,1144,4863,3596
"Hagedorn","Jim","jim hagedorn","R","MN","H001088",NA,NA,NA,NA,"-","-",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,500,500,0,0,0,17000,2700,3700,0,0,500,32485,0,38,5645,0,1616
"Craig","Angie","angie craig","D","MN","C001119",NA,NA,NA,NA,"+","+",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779,0,0,0,31975,2500,702,0,0,2,39376,5326,1609,0,1,0,49459,28030
"Phillips","Dean","dean phillips","D","MN","P000616",NA,NA,NA,NA,"+","+",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,0,0,0,8123,4482,4060,0,0,0,1245,1555
"Omar","Ilhan","ilhan omar","D","MN","O000173",NA,NA,NA,NA,"+","+",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6466,0,0,2,4890,2670,9451,5,162,855,15605,3535
"Stauber","Pete","pete stauber","R","MN","S001212",NA,NA,NA,NA,"-","-",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33050,2700,10950,1500,0,0,76311,3500,20731,15599,0,25
"Guest","Michael","michael guest","R","MS","G000591",NA,NA,NA,NA,"-","-",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35150,0,0,2500,0,0,63569,0,7,2801,0,1002
"Lee","Susie","susie lee","D","NV","L000590",NA,NA,NA,NA,"+","+",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,4950,0,250,0,11893,0,15465,9100,41576,4355,17818,0,15796,13550,54234,11210
"Pappas","Chris","chris pappas","D","NH","P000614",NA,NA,NA,NA,"+","+",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,0,8753,1057,2697,0,0,5,22920,181
"Van Drew","Jefferson","jefferson van drew","R","NJ","V000133",NA,NA,NA,NA,"+","+",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kim","Andy","andy kim","D","NJ","K000394",NA,NA,NA,NA,"+","+",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8142,0,0,99,35904,806,20624,0,0,806,72945,9332
"Malinowski","Tom","tom malinowski","D","NJ","M001203",NA,NA,NA,NA,"+","+",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27303,0,3,22,44966,7599,31620,0,0,85,112546,8434
"Sherrill","Mikie","mikie sherrill","D","NJ","S001207",NA,NA,NA,NA,"+","+",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8353,0,0,250,21847,4696,11221,0,0,3,34086,1326
"Haaland","Debra","debra haaland,debra a haaland","D","NM","H001080",NA,NA,NA,NA,"+",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torres Small","Xochitl","xochitl torres small","D","NM","T000484",NA,NA,NA,NA,"+",NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7761,0,19,9,62425,2068,31300,0,50,2915,112592,8635
"Rose","Max","max rose","D","NY","R000613",NA,NA,NA,NA,"+",NA,11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581,0,0,0,12518,87,11923,0,3501,115,51930,1187
"Ocasio-Cortez","Alexandria","alexandria ocasio cortez","D","NY",NA,NA,NA,NA,NA,"+","+",14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delgado","Antonio","antonio delgado","D","NY","D000630",NA,NA,NA,NA,"+","+",19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6052,0,0,1400,19611,6464,1348,0,0,0,52652,8744
"Brindisi","Anthony","anthony brindisi","D","NY","B001308",NA,NA,NA,NA,"+",NA,22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,0,4,7,31983,2519,32555,0,1000,2805,40782,2410
