"party","state","Vote_change_dummy","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"R","LA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","LA",0,220500,0,0,2500,13200,0,188000,0,11100,7000,16400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","ME",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MD",0,41760,8000,19000,1000,6900,0,38000,2500,6500,2250,0,0,20500,2000,5000,2000,250,0,12750,2000,4000,0,0,0,12308,250,1250,0,0,0
"D","MD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MD",0,2000,0,0,0,0,5250,3000,0,0,0,0,5000,2100,0,0,0,100,2700,1003,0,0,0,0,2700,1009,0,0,0,0,0
"D","MD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MD",0,39500,0,1000,18500,8750,4500,49750,0,-1000,15500,5000,9000,40500,0,0,15000,2288,4500,43750,0,0,9500,4500,2000,54500,0,2500,11000,2125,9000
"D","MD",0,0,0,0,0,19245,1750,2500,0,0,2500,5000,0,3500,0,0,3500,11438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MD",0,3750,0,0,0,500,0,6850,0,0,0,3850,0,5000,0,0,0,5052,0,3088,0,0,0,2050,0,1098,0,0,1000,1205,0
"D","MD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MA",0,8500,0,0,4500,0,250,8500,0,0,4000,0,1000,7000,0,0,3500,1000,0,39900,0,0,13500,1500,7500,39600,0,0,11250,2000,68175
"D","MA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MA",0,1500,0,0,1000,10250,2500,0,0,0,0,5000,1000,4700,0,0,0,9058,2000,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"D","MA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MA",0,26000,0,2000,5000,250,0,31250,0,0,11400,0,0,21500,0,1000,2100,1500,0,22325,0,2700,10100,750,0,NA,NA,NA,NA,NA,NA
"D","MA",0,NA,NA,NA,NA,NA,NA,4000,0,700,1000,0,1000,2500,0,0,0,0,4200,1000,0,2500,0,0,2500,1500,0,0,0,0,0
"D","MA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MI",0,118550,3000,33000,1500,1500,1500,113950,3000,18599,1500,2000,0,20525,2000,4000,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MI",0,12100,0,1250,0,0,0,15150,0,0,0,0,0,17750,0,1000,0,0,0,46175,0,0,0,0,0,55026,0,0,6099,0,0
"R","MI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MI",1,224300,44633,103208,50500,0,9500,245800,24500,34000,55700,0,4500,229000,4000,8000,52600,0,6000,151250,2500,7500,49300,0,0,103188,67,144,29470,0,2026
"R","MI",0,23450,10000,21000,0,0,0,58750,13000,20000,1000,0,0,49450,12500,28500,1000,0,0,69400,1000,17500,4500,0,0,62476,0,9400,9599,1525,0
"D","MI",0,10250,0,2000,2000,7250,4000,4500,0,2000,2000,3095,1000,2000,0,0,2000,4750,2000,-1000,0,0,-1000,0,0,NA,NA,NA,NA,NA,NA
"R","MI",0,8000,0,2500,0,0,0,30500,0,0,4000,0,13500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MN",0,30050,0,250,250,0,0,35250,0,0,0,6250,1000,61799,0,1000,3700,0,2000,146470,5000,5000,13752,0,1000,-1500,0,0,0,0,0
"D","MN",0,0,0,0,0,200,650,0,0,0,0,1077,0,0,0,0,0,10000,650,1,0,0,0,6250,261,0,0,0,0,8874,10
"D","MN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MN",0,18000,0,4000,0,500,19000,16500,4500,4500,0,0,21500,35575,1500,4500,0,0,23500,36501,1500,7500,1500,0,10600,29277,1250,9250,6000,1008,29455
"D","MN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MS",0,26400,0,0,9500,1000,0,14000,0,0,6000,3000,0,18000,0,0,10000,500,0,9500,0,0,4500,2000,0,31280,0,0,16980,1000,0
"R","MS",0,84750,2500,2500,10000,0,0,136300,3000,3000,12500,0,0,60550,0,1000,8500,0,0,17660,0,1000,2500,0,0,NA,NA,NA,NA,NA,NA
"R","MS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MO",0,26000,89500,93000,0,0,0,57500,40650,44150,2000,0,0,45500,12900,14900,6000,0,500,27500,8000,13000,3000,0,1000,47866,67,1253,7696,8,2566
"R","MO",0,1250,7500,7500,0,0,3500,7250,2500,2500,4000,0,9500,6000,6400,8400,3000,0,5500,11000,0,1750,2000,0,6000,9500,0,0,3000,0,4500
"R","MO",0,25750,9500,10500,500,0,1000,11350,8200,8200,1000,0,7600,9400,2000,2000,3000,0,-2500,13800,1000,1000,2000,0,3500,11254,250,261,9,0,8016
"D","MO",0,2750,0,0,0,3500,0,0,0,0,0,2000,0,1000,0,0,0,2000,0,0,0,0,0,2500,0,2680,0,0,0,3025,0
"R","MO",0,24750,4000,7500,1000,0,3000,21000,1000,3000,2000,0,6000,16500,1000,1000,3000,0,7000,39300,0,2000,7000,0,8500,94300,0,4000,31000,0,13200
"R","MO",0,3500,5000,6000,0,0,0,44850,11500,13500,2000,0,0,45000,2500,6000,5500,0,0,55000,2000,4000,8000,0,3500,49000,0,-1000,11000,0,3500
"R","MO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NE",0,8250,0,0,0,0,1000,800,0,0,0,0,2000,500,0,0,0,6400,2000,2500,0,0,0,5300,1000,6275,0,0,2500,6800,3250
"R","NE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NV",0,5000,0,22000,2500,11635,500,6600,0,13000,0,2500,5500,0,0,13000,0,3060,6000,2500,0,7500,2500,2033,0,0,0,9500,0,2125,255
"R","NV",0,35000,0,35750,5500,0,0,8750,0,28000,2500,0,3000,10000,0,38450,2000,0,0,26000,1000,45700,6000,0,0,14500,0,26250,6500,0,0
"R","NV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NH",0,500,0,0,0,42300,4250,3750,0,0,0,61095,9500,5,0,0,0,42911,12965,1260,0,0,250,30532,4600,1751,0,0,0,11584,4804
"R","NJ",0,7500,0,0,1000,8850,500,14750,0,0,1000,8390,700,11000,0,0,5500,4500,0,-1500,0,0,-1500,0,0,NA,NA,NA,NA,NA,NA
"R","NJ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NJ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NJ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NJ",1,21050,0,0,5500,3000,0,30500,0,0,9500,1000,0,26200,0,0,7000,0,0,38400,0,0,4000,0,250,NA,NA,NA,NA,NA,NA
"D","NJ",0,1000,0,0,3000,0,0,5400,0,0,3000,500,0,3500,0,0,2000,0,0,1000,0,0,1000,500,2500,3000,0,0,0,-500,0
"D","NJ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NJ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NJ",0,11350,1000,2000,2000,0,500,8050,2000,2000,3000,0,500,23000,2000,5000,5500,0,0,22800,0,1500,2500,0,0,NA,NA,NA,NA,NA,NA
"D","NM",0,7900,0,0,0,16240,250,18700,0,0,0,4250,1750,11750,0,5000,0,5500,2500,0,0,0,0,2000,0,NA,NA,NA,NA,NA,NA
"R","NM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,2750,0,0,0,0,0,9100,0,0,2000,0,0,2500,0,0,0,0,0,2500,0,0,0,0,0,8500,0,0,0,1000,0
"D","NY",0,0,0,0,0,1750,500,0,0,0,0,0,1000,1500,0,0,0,1000,500,5,0,0,0,1001,1200,1000,0,0,0,1130,0
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,3900,0,0,0,1500,0,0,0,0,0,200,1000,1000,0,0,0,2000,0,0,0,0,0,2250,25,18370,0,0,5,13414,3000
"D","NY",0,3000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,2000,0,0,0,2000,0,1250,0,0,1000,2000,0,2000,0,0,2000,1530,0
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,5750,0,1000,1000,2200,1750,12400,0,0,0,5850,1000,10805,0,0,5,2500,0,11400,0,2000,0,3550,1500,11954,0,0,0,2,2250
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,8750,0,0,5250,2000,2000,5500,0,0,5500,6700,7575,18000,0,500,6000,3500,1285,5500,0,0,4500,4250,500,NA,NA,NA,NA,NA,NA
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,750,400,1400,0,0,1000,2000,0,3600,0,2000,0,11200,0,2700,0,1000,1000,9150,0,2000,0,2000,2000,500,0,0,0,2250,2820
"D","NY",0,1500,0,500,0,250,1000,500,0,0,0,6850,0,0,0,0,0,13316,0,500,0,0,0,6903,0,2000,0,0,0,500,1800
"D","NY",0,0,0,0,0,4000,0,7200,0,0,500,29150,3500,7500,0,0,4000,9406,750,1055,0,0,0,7470,50,71,0,0,0,8198,905
"R","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",1,120021,0,2000,37150,0,1000,211200,1000,2555,39950,0,10250,121050,0,0,31900,0,35500,122475,0,500,21400,0,40225,115762,0,600,26899,5514,10600
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",0,33250,0,0,8750,0,500,50800,0,0,17800,0,0,63950,0,0,22000,0,0,53900,0,0,21000,0,7500,NA,NA,NA,NA,NA,NA
"D","NC",0,13000,0,0,2000,1000,0,17000,0,0,3000,1500,3500,15500,0,0,3000,2500,2000,11500,0,0,0,1763,2000,17500,0,0,1000,1000,500
"R","NC",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NC",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NC",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NC",0,13000,1000,2000,4000,0,0,25050,3000,3000,5000,0,0,19250,2000,4500,5000,0,0,23950,19250,65325,2500,0,0,16254,10000,15013,1009,0,16
"R","NC",0,50700,2500,3500,2750,1450,750,52250,0,4500,10500,0,0,90900,0,3500,15200,0,0,85700,0,7000,5500,0,1000,161379,2800,2811,21352,0,1001
"R","NC",0,26500,0,0,8000,0,0,17500,250,2750,9500,0,0,18900,0,0,13900,0,0,12200,250,250,2700,0,0,NA,NA,NA,NA,NA,NA
"R","NC",0,15000,0,0,3000,0,0,34500,0,0,5500,0,0,69250,0,0,6500,0,0,79000,0,0,10000,0,20200,61608,0,2,5000,5600,7500
"R","NC",0,22750,0,2500,2000,0,0,6000,0,0,0,0,0,12800,0,0,0,0,0,41225,500,500,0,0,0,8180,0,0,0,0,0
"R","NC",0,13250,0,0,2500,0,0,12350,0,0,2500,0,2600,54082,1000,1000,5500,0,22700,72950,0,0,2000,0,22800,25573,0,0,5599,0,1000
"R","ND",0,218800,12500,17500,16000,0,11750,272250,19400,24400,16500,0,2000,216200,26000,30000,23500,0,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","OH",0,20700,750,-250,1000,0,0,14600,0,0,1000,0,0,2100,0,0,1000,750,0,20700,9250,53425,0,0,0,35303,92,2129,5637,0,310
"R","OH",0,19000,8000,10500,0,0,0,21100,2600,3600,0,0,0,7000,5400,5400,1000,0,0,15700,10225,10225,1000,0,0,24575,6600,6614,-1000,5600,4
"D","OH",0,2750,0,0,500,0,0,4500,0,0,0,1500,0,5550,0,0,1500,0,0,1000,0,0,0,0,0,8100,0,0,0,475,525
"R","OH",0,28200,0,4000,6000,0,0,23400,3000,6000,4000,0,0,16000,0,2000,1000,0,0,16000,0,1000,0,0,0,61476,1025,5365,1220,325,1299
"R","OH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","OH",0,104700,70225,130250,20000,0,0,213266,78856,141519,35100,1000,3500,127950,25800,38800,40000,1000,12500,124050,53140,90870,25200,0,2500,111597,18850,38350,27000,0,1029
"R","OH",0,95050,37700,77500,25500,1000,0,69800,14600,18100,20100,0,0,34000,2000,8000,2000,1000,3500,36250,14500,20500,6500,500,1000,23758,0,3000,6000,0,4
"D","OH",0,250,0,0,0,1350,9000,10500,0,4000,3000,1000,8000,8500,0,2000,4000,1000,3000,4500,0,7500,3500,1000,0,2000,0,11000,0,6850,8025
"R","OH",0,5000,0,0,0,0,0,23000,0,0,6000,0,0,29950,0,0,2000,0,0,15200,0,1000,0,0,0,28756,0,0,4372,0,4
"D","OH",0,0,0,0,0,0,2500,14950,0,0,1250,1000,0,-600,0,0,1000,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0
"R","OH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","OH",0,9500,5000,7000,3500,250,0,38000,0,1000,16500,7200,500,15500,0,0,4000,6400,0,13725,5400,7400,6200,5513,322,13692,8100,10111,12432,2894,1977
"R","OH",0,9500,21214,42414,0,0,0,51300,22000,34200,9200,7500,2000,29850,13900,38100,3500,3000,2200,40600,22200,36875,7000,3000,6400,66004,15150,21150,16622,0,1004
"R","OH",0,52750,24000,29000,0,0,2000,55600,17850,25050,5500,0,0,56350,15775,15775,12500,0,0,96500,21000,70475,13000,0,2000,36755,13200,13200,6000,0,0
"R","OH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","OK",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","OK",0,113000,15500,18000,1000,0,0,148950,2500,6000,14600,0,0,227850,10000,11000,36800,0,0,183350,2700,4700,36000,0,1500,164215,10900,11900,26625,0,3000
"R","OK",0,84000,0,0,15500,0,7500,101450,1500,2500,10000,0,1000,62050,0,1000,6000,0,3500,64600,0,0,10000,0,5000,73125,0,1000,13525,0,1000
"R","OK",0,121700,0,1250,12000,0,4500,123200,1000,2000,13000,0,2000,125750,17200,19200,13700,0,5000,119250,0,1000,35400,0,7493,136100,5600,6600,31500,5600,6000
"D","OR",0,2250,0,0,2250,12498,1000,250,0,0,0,6390,3000,8150,0,0,2750,9358,0,3079,0,0,2564,2951,1500,2600,0,0,2600,5755,250
"R","OR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","OR",0,3500,0,0,3500,3200,24405,2500,0,0,2000,11250,8842,3900,0,0,3650,10650,17200,3532,0,0,3275,4838,16220,200,0,0,172,7101,17391
"D","OR",0,6000,0,0,1000,0,0,7000,0,0,1000,3140,500,5500,0,0,0,3112,0,14500,0,0,2500,2375,40,6361,1,6,-2795,52828,4976
"D","OR",0,2500,0,0,2500,0,4750,4250,1000,1000,2500,0,1000,55500,2000,2000,15000,2500,3200,75250,1000,3500,14250,500,1000,98000,0,0,25500,0,2499
"D","PA",0,8000,0,0,0,0,0,18525,0,0,5000,0,0,28875,0,0,0,0,0,800,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"R","PA",0,42000,28850,35350,16000,0,0,89850,45200,60150,34950,0,0,76412,37100,40850,21412,0,0,85100,27500,34550,24000,0,1500,89076,15400,17000,35599,0,500
"R","PA",0,20000,0,2500,3000,0,0,28600,0,0,10500,0,0,35000,0,0,10500,0,0,46550,0,2000,4000,0,0,31051,0,134,2711,0,6500
"R","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8400,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",1,50000,1500,4500,6000,0,0,64400,0,0,25600,0,0,78200,0,1000,30300,0,7870,40750,1500,1500,13500,0,5000,NA,NA,NA,NA,NA,NA
"R","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",0,96400,23250,38150,40000,0,0,205048,52315,105090,62100,0,1000,198512,25300,39350,64500,0,0,91112,5000,6250,42400,0,1000,NA,NA,NA,NA,NA,NA
"R","PA",0,17750,5000,7500,2500,0,0,34000,500,500,8000,0,0,17750,2950,2950,4250,0,10000,10000,2700,2700,0,0,0,-2000,0,0,0,0,0
"R","PA",0,39450,2500,4500,500,0,0,33020,750,1750,4500,0,0,34550,4200,4950,9000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",0,54000,29500,38000,7300,0,0,79550,71240,127304,16700,0,0,43550,43850,59850,12050,0,0,81311,54600,127425,21400,0,0,NA,NA,NA,NA,NA,NA
"D","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","PA",0,138500,52608,114333,49300,0,0,111000,38600,47900,43500,0,0,51750,27200,34950,21500,0,0,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"D","RI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","RI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","SC",1,NA,NA,NA,NA,NA,NA,15350,0,0,0,0,4500,7000,0,0,1000,0,0,15400,0,0,2000,0,4200,NA,NA,NA,NA,NA,NA
"R","SC",0,8200,0,1000,250,0,0,19000,0,0,2000,0,0,14000,0,0,0,0,2500,25300,0,0,1000,0,2700,30528,0,14,0,0,25
"R","SC",0,48900,1000,3000,15500,3500,0,51660,1000,1000,16500,5000,0,44750,0,0,10500,5000,0,73350,0,1000,5500,0,2000,67103,0,0,3000,5963,400
"R","SC",0,14500,0,1000,3000,0,0,20000,0,0,5500,0,0,28700,0,0,1000,0,0,9475,2700,2950,0,0,0,NA,NA,NA,NA,NA,NA
"R","SC",0,16750,0,0,1500,0,0,23250,0,0,1750,0,1000,18500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","SC",0,14450,0,0,2000,2500,3000,9500,0,1000,2000,2500,1750,13430,0,0,3000,1250,1500,20006,0,0,5500,4750,2500,57124,0,3,26000,1000,6475
"R","SC",0,7250,0,2500,0,0,0,10500,1000,2000,2500,0,0,15750,0,0,0,0,0,29950,0,250,0,0,2000,12500,0,0,0,6100,0
"R","SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
