"BioID","GovtrackID","last_name","first_name","Vote3","Vote4","Vote51","Vote52","Vote6","Vote7","party","name","state","district","Vote_count","Vote_change"
NA,NA,"Roby","Martha","-","-","-","-","-",NA,"R","roby martha","AL","2",5,0
"R000575",400341,"Rogers","Mike D.","-","-","-","-","-","-","R","rogers mike d,rogers mike","AL","3",6,0
"A000055",400004,"Aderholt","Robert B.","-","-","-","-","-","-","R","aderholt robert b,aderholt robert","AL","4",6,0
"B001274",412395,"Brooks","Mo","-","-","-","-","-","-","R","brooks mo","AL","5",6,0
NA,NA,"Bachus","Spencer","-",NA,NA,NA,NA,NA,"R",NA,"AL","6",1,0
"S001185",412396,"Sewell","Terri","+","+","+","+","+","+","D","sewell terri","AL","7",6,0
"Y000033",400440,"Young","Don","-","-","-","-","-","-","R","young don","AK","0",6,0
"K000368",412286,"Kirkpatrick","Ann","+","+",NA,NA,NA,"+","D","kirkpatrick ann","AZ","1",3,0
NA,NA,"Barber","Ron","+",NA,NA,NA,NA,NA,"D",NA,"AZ","2",1,0
"G000551",400162,"Grijalva","Raul","+","+","+","+","+","+","D","grijalva raul","AZ","3",6,0
"G000565",412397,"Gosar","Paul","-","-","-","-","-",NA,"R","gosar paul","AZ","4",5,0
NA,NA,"Salmon","Matt","-","-",NA,NA,NA,NA,"R",NA,"AZ","5",2,0
"S001183",412399,"Schweikert","David","-","-","-","-","-","-","R","schweikert david","AZ","6",6,0
NA,NA,"Pastor","Ed","+",NA,NA,NA,NA,NA,"D",NA,"AZ","7",1,0
NA,NA,"Franks","Trent","-","-","-",NA,NA,NA,"R",NA,"AZ","8",3,0
NA,NA,"Sinema","Kyrsten","+","+","+",NA,NA,NA,"I",NA,"AZ","9",3,0
"C001087",412400,"Crawford","Rick","-","-","-","-","-","-","R","crawford rick","AR","1",6,0
NA,NA,"Griffin","Tim","-",NA,NA,NA,NA,NA,"R",NA,"AR","2",1,0
"W000809",412402,"Womack","Steve","-","-","-","-","-","-","R","womack steve","AR","3",6,0
NA,NA,"Cotton","Tom","-",NA,NA,NA,NA,NA,"R",NA,"AR","4",1,0
"L000578",412510,"LaMalfa","Doug","-","-","-","-","-","-","R","lamalfa doug","CA","1",6,0
"H001068",412511,"Huffman","Jared","+","+","+","+","+","+","D","huffman jared","CA","2",6,0
"G000559",412382,"Garamendi","John","+","+","+","+","+","+","D","garamendi john","CA","3",6,0
"M001177",412295,"McClintock","Tom","-","-","-","-","-","-","R","mcclintock tom","CA","4",6,0
"T000460",400403,"Thompson","Mike","+","+","+","+","+","+","D","thompson mike","CA","5",6,0
"M001163",400663,"Matsui","Doris O.","+","+","+","+","+","+","D","matsui doris o,matsui doris","CA","6",6,0
"B001287",412512,"Bera","Ami","+","+","+","+","+","+","D","bera ami","CA","7",6,0
NA,NA,"Cook","Paul","-","-","-","-","-",NA,"R","cook paul","CA","8",5,0
"M001166",412189,"McNerney","Jerry","+","+","+","+","+","+","D","mcnerney jerry","CA","9",6,0
NA,NA,"Denham","Jeff","-","-","-","-",NA,NA,"R",NA,"CA","10",4,0
NA,NA,"Miller","George","+",NA,NA,NA,NA,NA,"D",NA,"CA","11",1,0
"P000197",400314,"Pelosi","Nancy","+","+","+","+",NA,NA,"D","pelosi nancy","CA","12",4,0
"L000551",400237,"Lee","Barbara J.","+","+","+","+","+","+","D","lee barbara j,lee barbara","CA","13",6,0
"S001175",412259,"Speier","Jackie","+","+","+",NA,"+","+","D","speier jackie","CA","14",5,0
"S001193",412514,"Swalwell","Eric","+","+","+","+",NA,"+","D","swalwell eric","CA","15",5,0
"C001059",400618,"Costa","Jim","-","+",NA,"+","-","+","D","costa jim","CA","16",5,3
NA,NA,"Honda","Mike","+","+",NA,NA,NA,NA,"D",NA,"CA","17",2,0
"E000215",400124,"Eshoo","Anna G.","+",NA,"+","+","+","+","D","eshoo anna g,eshoo anna","CA","18",5,0
"L000397",400245,"Lofgren","Zoe","+","+","+","+","+","+","D","lofgren zoe","CA","19",6,0
NA,NA,"Farr","Sam","+","+",NA,NA,NA,NA,"D",NA,"CA","20",2,0
NA,NA,"Valadao","David G.","-","-","-","-",NA,NA,"R",NA,"CA","21",4,0
"N000181",400297,"Nunes","Devin G.","-","-","-","-","-","-","R","nunes devin g,nunes devin","CA","22",6,0
"M001165",412190,"McCarthy","Kevin","-","-","-","-","-","-","R","mccarthy kevin","CA","23",6,0
NA,NA,"Capps","Lois","+","+",NA,NA,NA,NA,"D",NA,"CA","24",2,0
NA,NA,"McKeon","Buck P.","-",NA,NA,NA,NA,NA,"R",NA,"CA","25",1,0
"B001285",412516,"Brownley","Julia","+","+","+","+","+","+","D","brownley julia","CA","26",6,0
"C001080",412379,"Chu","Judy M.","+","+","+","+","+","+","D","chu judy m,chu judy","CA","27",6,0
"S001150",400361,"Schiff","Adam B.","+","+","+","+","+","+","D","schiff adam b,schiff adam","CA","28",6,0
"C001097",412517,"Cárdenas","Tony","+","+","+",NA,"+","+","D","c rdenas tony","CA","29",5,0
"S000344",400371,"Sherman","Brad J.","+","+","+","+","+","+","D","sherman brad j,sherman brad","CA","30",6,0
NA,NA,"Miller","Gary G.","-",NA,NA,NA,NA,NA,"R",NA,"CA","31",1,0
"N000179",400290,"Napolitano","Grace","+","+","+","+","+","+","D","napolitano grace","CA","32",6,0
NA,NA,"Waxman","Henry A.","+",NA,NA,NA,NA,NA,"D",NA,"CA","33",1,0
NA,NA,"Becerra","Xavier","+","+",NA,NA,NA,NA,"D",NA,"CA","34",2,0
NA,NA,"Negrete McLeod","Gloria","+",NA,NA,NA,NA,NA,"D",NA,"CA","35",1,0
"R000599",412519,"Ruiz","Raul","+","+","+","+","+","+","D","ruiz raul","CA","36",6,0
"B001270",412404,"Bass","Karen","+","+","+",NA,"+","+","D","bass karen","CA","37",5,0
"S001156",400355,"Sanchez","Linda","+","+","+","+","+","+","D","sanchez linda","CA","38",6,0
NA,NA,"Royce","Ed","-","-","-","-",NA,NA,"R",NA,"CA","39",4,0
"R000486",400347,"Roybal-Allard","Lucille","+","+","+","+","+","+","D","roybal allard lucille","CA","40",6,0
"T000472",412520,"Takano","Mark","+","+","+","+","+","+","D","takano mark","CA","41",6,0
"C000059",400057,"Calvert","Ken S.","-","-","-","-","-","-","R","calvert ken s,calvert ken","CA","42",6,0
"W000187",400422,"Waters","Maxine","+","+","+","+","+","+","D","waters maxine","CA","43",6,0
NA,NA,"Hahn","Janice","+","+",NA,NA,NA,NA,"D",NA,"CA","44",2,0
NA,NA,"Campbell","John",NA,NA,NA,NA,NA,NA,"R",NA,"CA","45",0,0
NA,NA,"Sanchez","Loretta L.","+","+",NA,NA,NA,NA,"D",NA,"CA","46",2,0
"L000579",412521,"Lowenthal","Alan S.","+","+","+","+","+","+","D","lowenthal alan s,lowenthal alan","CA","47",6,0
NA,NA,"Rohrabacher","Dana T.","-","-","-","-",NA,NA,"R",NA,"CA","48",4,0
"I000056",400196,"Issa","Darrell","-","-","-","-",NA,NA,"R","issa darrell","CA","49",4,0
NA,NA,"Hunter","Duncan D.","-","-","-","-","-",NA,"R","hunter duncan d","CA","50",5,0
"V000130",412522,"Vargas","Juan","+","+","+","+","+","+","D","vargas juan","CA","51",6,0
"P000608",412523,"Peters","Scott H.","+","+","+",NA,"+","+","D","peters scott h,peters scott","CA","52",5,0
NA,NA,"Davis","Susan A.","+","+","+","+","+",NA,"D","davis susan a","CA","53",5,0
"D000197",400101,"DeGette","Diana L.","+","+","+","+","+","+","D","degette diana l,degette diana","CO","1",6,0
NA,NA,"Polis","Jared","+","+","+","+",NA,NA,"D",NA,"CO","2",4,0
NA,NA,"Tipton","Scott","-","-","-","-","-",NA,"R","tipton scott","CO","3",5,0
NA,NA,"Gardner","Cory","-",NA,NA,NA,NA,NA,"R",NA,"CO","4",1,0
"L000564",412191,"Lamborn","Doug","-","-","-","-","-","-","R","lamborn doug","CO","5",6,0
NA,NA,"Coffman","Mike","-","-","-","+",NA,NA,"R",NA,"CO","6",4,1
"P000593",412192,"Perlmutter","Ed","+","+","+","+","+","+","D","perlmutter ed","CO","7",6,0
"L000557",400233,"Larson","John B.","+","+","+","+","+","+","D","larson john b,larson john","CT","1",6,0
"C001069",412193,"Courtney","Joe","+","+","+","+","+","+","D","courtney joe","CT","2",6,0
"D000216",400103,"DeLauro","Rosa L.","+","+",NA,"+","+","+","D","delauro rosa l,delauro rosa","CT","3",5,0
"H001047",412282,"Himes","Jim","+","+","+","+","+","+","D","himes jim","CT","4",6,0
NA,NA,"Esty","Elizabeth H.","+","+","+","+",NA,NA,"D",NA,"CT","5",4,0
NA,NA,"Carney","John","+","+",NA,NA,NA,NA,"D",NA,"DE","0",2,0
NA,NA,"Miller","Jeff","-","-",NA,NA,NA,NA,"R",NA,"FL","1",2,0
NA,NA,"Southerland","Steve","-",NA,NA,NA,NA,NA,"R",NA,"FL","2",1,0
NA,NA,"Yoho","Ted S.","-","-","-","-","-",NA,"R","yoho ted s","FL","3",5,0
NA,NA,"Crenshaw","Ander","-","-",NA,NA,NA,NA,"R",NA,"FL","4",2,0
NA,NA,"Brown","Corrine","+","+",NA,NA,NA,NA,"D",NA,"FL","5",2,0
NA,NA,"DeSantis","Ron","-","-","-",NA,NA,NA,"R",NA,"FL","6",3,0
NA,NA,"Mica","John L.","-","-",NA,NA,NA,NA,"R",NA,"FL","7",2,0
"P000599",412309,"Posey","Bill","-","-",NA,"-","-","-","R","posey bill","FL","8",5,0
NA,NA,"Grayson","Alan","+","+",NA,NA,NA,NA,"D",NA,"FL","9",2,0
"W000806",412410,"Webster","Daniel","-","-","-","-","-","-","R","webster daniel","FL","10",6,0
NA,NA,"Nugent","Rich","-","-",NA,NA,NA,NA,"R",NA,"FL","11",2,0
"B001257",412250,"Bilirakis","Gus","-","-","-","-","-","-","R","bilirakis gus","FL","12",6,0
"C001066",412195,"Castor","Kathy","+","+",NA,"+","+","+","D","castor kathy","FL","14",5,0
NA,NA,"Ross","Dennis","-","-",NA,"-",NA,NA,"R",NA,"FL","15",3,0
"B001260",412196,"Buchanan","Vern","-","-","-","-","-","-","R","buchanan vern","FL","16",6,0
NA,NA,"Rooney","Tom","-","-","-","-",NA,NA,"R",NA,"FL","17",4,0
NA,NA,"Murphy","Patrick","+","+",NA,NA,NA,NA,"D",NA,"FL","18",2,0
NA,NA,"Radel","Trey",NA,NA,NA,NA,NA,NA,"R",NA,"FL","19",0,0
"H000324",400170,"Hastings","Alcee L.","+",NA,"+","+",NA,NA,"D","hastings alcee l,hastings alcee","FL","20",3,0
"D000610",412385,"Deutch","Ted","+","+","+","+","+","+","D","deutch ted","FL","21",6,0
"F000462",412529,"Frankel","Lois","+","+","+","+","+","+","D","frankel lois","FL","22",6,0
"W000797",400623,"Wasserman Schultz","Debbie",NA,"+","+","+","+","+","D","wasserman schultz debbie","FL","23",5,0
"W000808",412412,"Wilson","Frederica","+","+","+","+","+","+","D","wilson frederica","FL","24",6,0
"D000600",400108,"Díaz-Balart","Mario","-","-",NA,"-","-","-","R","d az balart mario,diaz balart mario","FL","25",5,0
NA,NA,"Garcia","Joe","+",NA,NA,NA,NA,NA,"D",NA,"FL","26",1,0
NA,NA,"Ros-Lehtinen","Ileana","-","+",NA,"+",NA,NA,"R",NA,"FL","27",3,1
NA,NA,"Kingston","Jack","-",NA,NA,NA,NA,NA,"R",NA,"GA","1",1,0
"B000490",400030,"Bishop","Sanford D.","+","-","+","-","+","+","D","bishop sanford d,bishop sanford","GA","2",6,4
NA,NA,"Westmoreland","Lynn A.","-","-",NA,NA,NA,NA,"R",NA,"GA","3",2,0
"J000288",412199,"Johnson","Hank","+","+","+","+","+","+","D","johnson hank","GA","4",6,0
NA,NA,"Lewis","John R.","+","+","+","+","+",NA,"D","lewis john r","GA","5",5,0
NA,NA,"Price","Tom","-","-",NA,NA,NA,NA,"R",NA,"GA","6",2,0
NA,NA,"Woodall","Rob","-","-","-","-","-",NA,"R","woodall rob","GA","7",5,0
"S001189",412417,"Scott","Austin","-","-","-","-","-","-","R","scott austin","GA","8",6,0
NA,NA,"Collins","Doug","-","-","-","-","-",NA,"R","collins doug","GA","9",5,0
NA,NA,"Broun","Paul C.","-",NA,NA,NA,NA,NA,"R",NA,"GA","10",1,0
NA,NA,"Gingrey","Phil","-",NA,NA,NA,NA,NA,"R",NA,"GA","11",1,0
NA,NA,"Barrow","John","-",NA,NA,NA,NA,NA,"D",NA,"GA","12",1,0
"S001157",400363,"Scott","David","+","+","+","+","+","+","D","scott david","GA","13",6,0
NA,NA,"Graves","Tom","-","-","-","-","-",NA,"R","graves tom","GA","14",5,0
NA,NA,"Hanabusa","Colleen","+",NA,"+",NA,NA,NA,"D",NA,"HI","1",2,0
NA,NA,"Gabbard","Tulsi","+","+","+","+","+",NA,"D","gabbard tulsi","HI","2",5,0
NA,NA,"Labrador","Raul","-","-","-","-",NA,NA,"R",NA,"ID","1",4,0
"S001148",400376,"Simpson","Mike","-","-","-","-","-","-","R","simpson mike","ID","2",6,0
"R000515",400350,"Rush","Bobby L.",NA,"+","+","+","+","+","D","rush bobby l,rush bobby","IL","1",5,0
"K000385",412595,"Kelly","Robin","+","+","+","+","+","+","D","kelly robin","IL","2",6,0
NA,NA,"Lipinski","Dan","+","+","+","+","+",NA,"D","lipinski dan","IL","3",5,0
NA,NA,"Gutierrez","Luis V.","+","+","+","+",NA,NA,"D",NA,"IL","4",4,0
"Q000023",412331,"Quigley","Mike","+","+","+","+","+","+","D","quigley mike","IL","5",6,0
NA,NA,"Roskam","Peter J.","-","-","-","+",NA,NA,"R",NA,"IL","6",4,1
"D000096",400093,"Davis","Danny K.","+","+","+","+","+","+","D","davis danny k,davis danny","IL","7",6,0
NA,NA,"Duckworth","Tammy","+","+",NA,NA,NA,NA,"D",NA,"IL","8",2,0
"S001145",400360,"Schakowsky","Jan","+","+","+","+","+","+","D","schakowsky jan","IL","9",6,0
"S001190",412534,"Schneider","Brad","+",NA,"+","+","+","+","D","schneider brad","IL","10",5,0
"F000454",412257,"Foster","Bill","+","+","+","+","+","+","D","foster bill","IL","11",6,0
NA,NA,"Enyart","Bill","+",NA,NA,NA,NA,NA,"D",NA,"IL","12",1,0
"D000619",412536,"Davis","Rodney","-","-","-","-","-","-","R","davis rodney","IL","13",6,0
NA,NA,"Hultgren","Randy","-","-","-","-",NA,NA,"R",NA,"IL","14",4,0
NA,NA,"Shimkus","John M.","-","-","-","-","-",NA,"R","shimkus john m","IL","15",5,0
"K000378",412421,"Kinzinger","Adam","-","-","-","-","-","-","R","kinzinger adam","IL","16",6,0
"B001286",412537,"Bustos","Cheri","+","+","+","+","+","+","D","bustos cheri","IL","17",6,0
NA,NA,"Schock","Aaron","-",NA,NA,NA,NA,NA,"R",NA,"IL","18",1,0
NA,NA,"Visclosky","Peter J.","+","+","+","+","+",NA,"D","visclosky peter j","IN","1",5,0
"W000813",412538,"Walorski","Jackie","-","-","-","-","-","-","R","walorski jackie","IN","2",6,0
NA,NA,"Stutzman","Marlin","-","-",NA,NA,NA,NA,"R",NA,"IN","3",2,0
NA,NA,"Rokita","Todd","-","-","-","-",NA,NA,"R",NA,"IN","4",4,0
NA,NA,"Brooks","Susan W.","-","-","-","-","-",NA,"R","brooks susan w","IN","5",5,0
NA,NA,"Messer","Luke","-","-","-","-",NA,NA,"R",NA,"IN","6",4,0
"C001072",412258,"Carson","Andre","+","+","+","+","+","+","D","carson andre","IN","7",6,0
"B001275",412427,"Bucshon","Larry","-","-","-","-","-","-","R","bucshon larry","IN","8",6,0
NA,NA,"Young","Todd","-","-",NA,NA,NA,NA,"R",NA,"IN","9",2,0
NA,NA,"Braley","Bruce","+",NA,NA,NA,NA,NA,"D",NA,"IA","1",1,0
NA,NA,"Loebsack","Dave W.","+","+","+","+","+",NA,"D","loebsack dave w","IA","2",5,0
NA,NA,"Latham","Tom","-",NA,NA,NA,NA,NA,"R",NA,"IA","3",1,0
NA,NA,"King","Steve A.","-","-","-","-","-",NA,"R","king steve a","IA","4",5,0
NA,NA,"Huelskamp","Tim","-","-",NA,NA,NA,NA,"R",NA,"KS","1",2,0
NA,NA,"Jenkins","Lynn M.","-","-","-","-",NA,NA,"R",NA,"KS","2",4,0
NA,NA,"Yoder","Kevin","-","-","-","-",NA,NA,"R",NA,"KS","3",4,0
NA,NA,"Pompeo","Mike","-","-",NA,NA,NA,NA,"R",NA,"KS","4",2,0
NA,NA,"Whitfield","Ed","-","-",NA,NA,NA,NA,"R",NA,"KY","1",2,0
"G000558",412278,"Guthrie","Brett","-","-","-","-","-","-","R","guthrie brett","KY","2",6,0
"Y000062",412211,"Yarmuth","John","+","+","+","+","+","+","D","yarmuth john","KY","3",6,0
"M001184",412503,"Massie","Thomas","-","-","-","-","-","-","R","massie thomas","KY","4",6,0
"R000395",400340,"Rogers","Harold","-","-","-","-","-","-","R","rogers harold","KY","5",6,0
"B001282",412541,"Barr","Garland","-","-","-","-","-",NA,"R","barr garland","KY","6",5,0
"S001176",412261,"Scalise","Steve","-","-",NA,"-","-","-","R","scalise steve","LA","1",5,0
"R000588",412432,"Richmond","Cedric L","+","+","+",NA,"+",NA,"D","richmond cedric l,richmond cedric","LA","2",4,0
NA,NA,"Boustany","Charles","-","-",NA,NA,NA,NA,"R",NA,"LA","3",2,0
NA,NA,"Fleming","John","-","-",NA,NA,NA,NA,"R",NA,"LA","4",2,0
NA,NA,"Cassidy","Bill","-",NA,NA,NA,NA,NA,"R",NA,"LA","6",1,0
"P000597",412307,"Pingree","Chellie M.","+","+","+","+","+","+","D","pingree chellie m,pingree chellie","ME","1",6,0
NA,NA,"Michaud","Michael H.","+",NA,NA,NA,NA,NA,"D",NA,"ME","2",1,0
"H001052",412434,"Harris","Andy","-","-","-","-","-","-","R","harris andy","MD","1",6,0
"R000576",400349,"Ruppersberger","C.A. Dutch","+","+","+","+","+","+","D","ruppersberger c a dutch","MD","2",6,0
"S001168",412212,"Sarbanes","John P.","+","+","+","+","+","+","D","sarbanes john p,sarbanes john","MD","3",6,0
NA,NA,"Edwards","Donna","+","+",NA,NA,NA,NA,"D",NA,"MD","4",2,0
"H000874",400189,"Hoyer","Steny H.","+","+","+",NA,"+","+","D","hoyer steny h,hoyer steny","MD","5",5,0
NA,NA,"Delaney","John K.","+","+","+","+",NA,NA,"D",NA,"MD","6",4,0
NA,NA,"Cummings","Elijah E.","+","+","+","+","+",NA,"D","cummings elijah e","MD","7",5,0
NA,NA,"Van Hollen","Chris","+","+",NA,NA,NA,NA,"D",NA,"MD","8",2,0
"N000015",400291,"Neal","Richard E.","+","+","+","+","+","+","D","neal richard e,neal richard","MA","1",6,0
"M000312",400263,"McGovern","Jim","+","+","+","+","+","+","D","mcgovern jim","MA","2",6,0
NA,NA,"Tsongas","Niki","+","+","+","+",NA,NA,"D",NA,"MA","3",4,0
NA,NA,"Kennedy","Joseph P.","+","+","+","+","+",NA,"D","kennedy joseph p","MA","4",5,0
NA,NA,"Tierney","John F.","+",NA,NA,NA,NA,NA,"D",NA,"MA","6",1,0
NA,NA,"Capuano","Michael E.","+","+","+","+",NA,NA,"D",NA,"MA","7",4,0
"L000562",400249,"Lynch","Stephen F.","+","+","+","+","+","+","D","lynch stephen f,lynch stephen","MA","8",6,0
"K000375",412435,"Keating","Bill","+","+","+","+","+","+","D","keating bill","MA","9",6,0
NA,NA,"Benishek","Dan","-","-",NA,NA,NA,NA,"R",NA,"MI","1",2,0
"H001058",412437,"Huizenga","Bill","-","-","-","-","-","-","R","huizenga bill","MI","2",6,0
NA,NA,"Amash","Justin","-","-","-","-","-",NA,"R","amash justin","MI","3",5,0
NA,NA,"Camp","Dave","-",NA,NA,NA,NA,NA,"R",NA,"MI","4",1,0
"K000380",412546,"Kildee","Daniel T.","+","+","+","+","+","+","D","kildee daniel t,kildee daniel","MI","5",6,0
"U000031",400414,"Upton","Fred","-","-","-","+","+","+","R","upton fred","MI","6",6,1
"W000798",412213,"Walberg","Tim","-","-","-","-","-","-","R","walberg tim","MI","7",6,0
NA,NA,"Rogers","Mike J.","-",NA,NA,NA,NA,NA,"R",NA,"MI","8",1,0
NA,NA,"Levin","Sander M.","+","+","+","+",NA,NA,"D",NA,"MI","9",4,0
NA,NA,"Miller","Candice S.","-","-",NA,NA,NA,NA,"R",NA,"MI","10",2,0
NA,NA,"Bentivolio","Kerry L.","-",NA,NA,NA,NA,NA,"R",NA,"MI","11",1,0
NA,NA,"Dingell","John D.","+",NA,NA,NA,NA,NA,"D",NA,"MI","12",1,0
NA,NA,"Conyers","John","+","+","+",NA,NA,NA,"D",NA,"MI","13",3,0
NA,NA,"Peters","Gary C.","+",NA,NA,NA,NA,NA,"D",NA,"MI","14",1,0
NA,NA,"Walz","Tim","+","+","+",NA,NA,NA,"D",NA,"MN","1",3,0
NA,NA,"Kline","John P.","-","-",NA,NA,NA,NA,"R",NA,"MN","2",2,0
NA,NA,"Paulsen","Erik","-","-","-",NA,NA,NA,"R",NA,"MN","3",3,0
"M001143",400259,"McCollum","Betty","+","+","+","+","+","+","D","mccollum betty","MN","4",6,0
NA,NA,"Ellison","Keith M.","+","+","+","+",NA,NA,"D",NA,"MN","5",4,0
NA,NA,"Bachmann","Michele","-",NA,NA,NA,NA,NA,"R",NA,"MN","6",1,0
NA,NA,"Peterson","Collin C.","-","-","-",NA,"+",NA,"D","peterson collin c","MN","7",4,0
NA,NA,"Nolan","Rick","+","+","+","+",NA,NA,"D",NA,"MN","8",4,0
NA,NA,"Nunnelee","Alan","-",NA,NA,NA,NA,NA,"R",NA,"MS","1",1,0
"T000193",400402,"Thompson","Bennie G.","+","+","+","+","+","+","D","thompson bennie g,thompson bennie","MS","2",6,0
NA,NA,"Harper","Gregg","-","-","-","-",NA,NA,"R",NA,"MS","3",4,0
"P000601",412443,"Palazzo","Steven","-","-","-","-","-","-","R","palazzo steven","MS","4",6,0
NA,NA,"Clay","William Lacy","+","+","+","+","+",NA,"D","clay william lacy","MO","1",5,0
"W000812",412548,"Wagner","Ann","-","-","-","-","-","-","R","wagner ann","MO","2",6,0
"L000569",412292,"Luetkemeyer","Blaine","-","-","-","-","-","-","R","luetkemeyer blaine","MO","3",6,0
"H001053",412444,"Hartzler","Vicky","-","-","-","-","-","-","R","hartzler vicky","MO","4",6,0
"C001061",400639,"Cleaver","Emanuel","+","+","+","+","+","+","D","cleaver emanuel","MO","5",6,0
"G000546",400158,"Graves","Sam","-","-",NA,"-","-","-","R","graves sam","MO","6",5,0
"L000576",412445,"Long","Billy","-","-","-","-","-","-","R","long billy","MO","7",6,0
"S001195",412596,"Smith","Jason T.","-","-","-","-","-","-","R","smith jason t,smith jason","MO","8",6,0
NA,NA,"Daines","Steve","-",NA,NA,NA,NA,NA,"R",NA,"MT","0",1,0
"F000449",400640,"Fortenberry","Jeff","-","-","-","-","-","-","R","fortenberry jeff","NE","1",6,0
NA,NA,"Terry","Lee R.","-",NA,NA,NA,NA,NA,"R",NA,"NE","2",1,0
"S001172",412217,"Smith","Adrian M.","-","-","-","-","-","-","R","smith adrian m,smith adrian","NE","3",6,0
"T000468",412318,"Titus","Dina","+","+","+","+","+","+","D","titus dina","NV","1",6,0
"A000369",412500,"Amodei","Mark E.","-","-","-","-","-","-","R","amodei mark e,amodei mark","NV","2",6,0
NA,NA,"Heck","Joe","-","-",NA,NA,NA,NA,"R",NA,"NV","3",2,0
"H001066",412559,"Horsford","Steven A.","+",NA,NA,NA,"+","+","D","horsford steven a,horsford steven","NV","4",3,0
NA,NA,"Shea-Porter","Carol","+",NA,"+",NA,NA,NA,"D",NA,"NH","1",2,0
"K000382",412557,"Kuster","Ann M.","+","+","+","+","+","+","D","kuster ann m,kuster ann","NH","2",6,0
NA,NA,"Andrews","Robert E.","+",NA,NA,NA,NA,NA,"D",NA,"NJ","1",1,0
NA,NA,"LoBiondo","Frank A.","-","-","-","-",NA,NA,"R",NA,"NJ","2",4,0
NA,NA,"Runyan","Jon","-",NA,NA,NA,NA,NA,"R",NA,"NJ","3",1,0
"S000522",400380,"Smith","Christopher H.","-","-","+","+","+","-","R","smith christopher h,smith christopher","NJ","4",6,2
NA,NA,"Garrett","E. Scott","-","-",NA,NA,NA,NA,"R",NA,"NJ","5",2,0
"P000034",400308,"Pallone","Frank J.","+","+","+","+","+","+","D","pallone frank j,pallone frank","NJ","6",6,0
NA,NA,"Lance","Leonard","-","-","-","+",NA,NA,"R",NA,"NJ","7",4,1
"S001165",412186,"Sires","Albio","+","+","+","+","+","+","D","sires albio","NJ","8",6,0
"P000096",400309,"Pascrell","Bill","+","+","+","+","+","+","D","pascrell bill","NJ","9",6,0
"P000604",412506,"Payne","Donald M.","+","+","+","+","+","+","D","payne donald m,payne donald","NJ","10",6,0
NA,NA,"Frelinghuysen","Rodney P.","-","-","-","-",NA,NA,"R",NA,"NJ","11",4,0
NA,NA,"Holt","Rush D.","+",NA,NA,NA,NA,NA,"D",NA,"NJ","12",1,0
NA,NA,"Lujan Grisham","Michelle","+","+","+","+",NA,NA,"D",NA,"NM","1",4,0
NA,NA,"Pearce","Steve","-",NA,"-","-",NA,NA,"R",NA,"NM","2",3,0
NA,NA,"Luján","Ben Ray","+","+","+","+","+",NA,"D","luj n ben ray","NM","3",5,0
NA,NA,"Bishop","Timothy H.","+",NA,NA,NA,NA,NA,"D",NA,"NY","1",1,0
NA,NA,"King","Peter T.","-","-","-","-","-",NA,"R","king peter t","NY","2",5,0
NA,NA,"Israel","Steve J.","+","+",NA,NA,NA,NA,"D",NA,"NY","3",2,0
NA,NA,"McCarthy","Carolyn",NA,NA,NA,NA,NA,NA,"D",NA,"NY","4",0,0
"M001137",400271,"Meeks","Gregory W.","+","+","+","+","+","+","D","meeks gregory w,meeks gregory","NY","5",6,0
"M001188",412560,"Meng","Grace","+","+","+","+","+","+","D","meng grace","NY","6",6,0
"V000081",400416,"Velázquez ","Nydia","+","+","+","+","+","+","D","vel zquez nydia,velazquez nydia","NY","7",6,0
"J000294",412561,"Jeffries","Hakeem S.","+","+","+","+","+","+","D","jeffries hakeem s,jeffries hakeem","NY","8",6,0
"C001067",412221,"Clarke","Yvette D.","+","+","+","+","+","+","D","clarke yvette d,clarke yvette","NY","9",6,0
"N000002",400289,"Nadler","Jerrold L.","+","+","+","+","+","+","D","nadler jerrold l,nadler jerrold","NY","10",6,0
NA,NA,"Grimm","Michael","-",NA,NA,NA,NA,NA,"R",NA,"NY","11",1,0
"M000087",400251,"Maloney","Carolyn B.","+","+","+","+","+","+","D","maloney carolyn b,maloney carolyn","NY","12",6,0
NA,NA,"Rangel","Charles","+","+",NA,NA,NA,NA,"D",NA,"NY","13",2,0
NA,NA,"Crowley","Joseph","+","+","+","+",NA,NA,"D",NA,"NY","14",4,0
NA,NA,"Serrano","Jose","+","+","+","+","+",NA,"D","serrano jose","NY","15",5,0
NA,NA,"Engel","Eliot L.","+","+","+","+","+",NA,"D","engel eliot l","NY","16",5,0
NA,NA,"Lowey","Nita M.","+","+","+","+","+",NA,"D","lowey nita m","NY","17",5,0
NA,NA,"Maloney","Sean Patrick","+","+","+","+","+",NA,"D","maloney sean patrick","NY","18",5,0
NA,NA,"Gibson","Chris","+","+",NA,NA,NA,NA,"R",NA,"NY","19",2,0
"T000469",412319,"Tonko","Paul D.","+","+","+","+","+","+","D","tonko paul d,tonko paul","NY","20",6,0
NA,NA,"Owens","Bill","+",NA,NA,NA,NA,NA,"D",NA,"NY","21",1,0
NA,NA,"Hanna","Richard","-","+",NA,NA,NA,NA,"R",NA,"NY","22",2,1
"R000585",412393,"Reed","Tom","-","-","-","-","-","+","R","reed tom","NY","23",6,1
NA,NA,"Maffei","Dan","+",NA,NA,NA,NA,NA,"D",NA,"NY","24",1,0
NA,NA,"Slaughter","Louise","+","+","+",NA,NA,NA,"D",NA,"NY","25",3,0
