"","LastName","FirstName","State","Party","Chamber"
"199","Johnson","Sam","Texas","Republican","District 3"
"200","Jolly","David","Florida","Republican","District 13"
"201","Jones","Walter B Jr","North Carolina","Republican","District 3"
"202","Jordan","Jim","Ohio","Republican","District 4"
"203","Joyce","David P","Ohio","Republican","District 14"
"204","Kaptur","Marcy","Ohio","Democrat","District 9"
"205","Katko","John","New York","Republican","District 24"
"206","Keating","Bill","Massachusetts","Democrat","District 9"
"207","Kelly","Mike","Pennsylvania","Republican","District 3"
"208","Kelly","Robin","Illinois","Democrat","District 2"
"209","Kelly","Trent","Mississippi","Republican","District 1"
"210","Kennedy","Joe III","Massachusetts","Democrat","District 4"
"211","Kildee","Dan","Michigan","Democrat","District 5"
"212","Kilmer","Derek","Washington","Democrat","District 6"
"213","Kind","Ron","Wisconsin","Democrat","District 3"
"214","King","Pete","New York","Republican","District 2"
"215","King","Steven A","Iowa","Republican","District 4"
"216","Kinzinger","Adam","Illinois","Republican","District 16"
"217","Kirkpatrick","Ann","Arizona","Democrat","District 1"
"218","Kline","John","Minnesota","Republican","District 2"
"219","Knight","Steve","California","Republican","District 25"
"220","Kuster","Ann","New Hampshire","Democrat","District 2"
"221","Labrador","Raul","Idaho","Republican","District 1"
"222","LaHood","Darin","Illinois","Republican","District 18"
"223","LaMalfa","Doug","California","Republican","District 1"
"224","Lamborn","Doug","Colorado","Republican","District 5"
"225","Lance","Leonard","New Jersey","Republican","District 7"
"226","Langevin","Jim","Rhode Island","Democrat","District 2"
"227","Larsen","Rick","Washington","Democrat","District 2"
"228","Larson","John","Connecticut","Democrat","District 1"
"229","Latta","Bob","Ohio","Republican","District 5"
"230","Lawrence","Brenda","Michigan","Democrat","District 14"
"231","Lee","Barbara","California","Democrat","District 13"
"232","Levin","Sander","Michigan","Democrat","District 9"
"233","Lewis","John","Georgia","Democrat","District 5"
"234","Lieu","Ted","California","Democrat","District 33"
"235","Lipinski","Daniel","Illinois","Democrat","District 3"
"236","LoBiondo","Frank","New Jersey","Republican","District 2"
"237","Loebsack","David","Iowa","Democrat","District 2"
"238","Lofgren","Zoe","California","Democrat","District 19"
"239","Long","Billy","Missouri","Republican","District 7"
"240","Loudermilk","Barry","Georgia","Republican","District 11"
"241","Love","Mia","Utah","Republican","District 4"
"242","Lowenthal","Alan","California","Democrat","District 47"
"243","Lowey","Nita M","New York","Democrat","District 17"
"244","Lucas","Frank D","Oklahoma","Republican","District 3"
"245","Luetkemeyer","Blaine","Missouri","Republican","District 3"
"246","Lujan","Ben Ray","New Mexico","Democrat","District 3"
"247","Lummis","Cynthia","Wyoming","Republican","District 1"
"248","Lynch","Stephen","Massachusetts","Democrat","District 8"
"249","MacArthur","Thomas","New Jersey","Republican","District 3"
"250","Maloney","Carolyn","New York","Democrat","District 12"
"251","Maloney","Sean Patrick","New York","Democrat","District 18"
"252","Marchant","Kenny","Texas","Republican","District 24"
"253","Marino","Tom","Pennsylvania","Republican","District 10"
"254","Massie","Thomas","Kentucky","Republican","District 4"
"255","Matsui","Doris","California","Democrat","District 6"
"256","McCarthy","Kevin","California","Republican","District 23"
"257","McCaul","Michael","Texas","Republican","District 10"
"258","McClintock","Tom","California","Republican","District 4"
"259","McCollum","Betty","Minnesota","Democrat","District 4"
"260","McDermott","Jim","Washington","Democrat","District 7"
"261","McGovern","James P","Massachusetts","Democrat","District 2"
"262","McHenry","Patrick","North Carolina","Republican","District 10"
"263","McKinley","David","West Virginia","Republican","District 1"
"264","McNerney","Jerry","California","Democrat","District 9"
"265","McSally","Martha","Arizona","Republican","District 2"
"266","Meadows","Mark","North Carolina","Republican","District 11"
"267","Meehan","Patrick","Pennsylvania","Republican","District 7"
"268","Meeks","Gregory","New York","Democrat","District 5"
"269","Meng","Grace","New York","Democrat","District 6"
"270","Messer","Luke","Indiana","Republican","District 6"
"271","Mica","John L","Florida","Republican","District 7"
"272","Miller","Candice S","Michigan","Republican","District 10"
"273","Miller","Jeff","Florida","Republican","District 1"
"274","Moolenaar","John","Michigan","Republican","District 4"
"275","Mooney","Alex","West Virginia","Republican","District 2"
"276","Moore","Gwen","Wisconsin","Democrat","District 4"
"277","Moulton","Seth","Massachusetts","Democrat","District 6"
"278","Mullin","Markwayne","Oklahoma","Republican","District 2"
"279","Mulvaney","Mick","South Carolina","Republican","District 5"
"280","Murphy","Patrick","Florida","Democrat","District 18"
"281","Murphy","Tim","Pennsylvania","Republican","District 18"
"282","Nadler","Jerrold","New York","Democrat","District 10"
"283","Napolitano","Grace","California","Democrat","District 32"
"284","Neal","Richard E","Massachusetts","Democrat","District 1"
"285","Neugebauer","Randy","Texas","Republican","District 19"
"286","Newhouse","Dan","Washington","Republican","District 4"
"287","Noem","Kristi","South Dakota","Republican","District 1"
"288","Nolan","Rick","Minnesota","Democrat","District 8"
"289","Norcross","Don","New Jersey","Democrat","District 1"
"290","Norton","Eleanor Holmes","District of Columbia","Democrat","At Large"
"291","Nugent","Richard","Florida","Republican","District 11"
"292","Nunes","Devin","California","Republican","District 22"
"293","O'Rourke","Beto","Texas","Democrat","District 16"
"294","Olson","Pete","Texas","Republican","District 22"
"295","Palazzo","Steven","Mississippi","Republican","District 4"
"296","Pallone","Frank Jr","New Jersey","Democrat","District 6"
"297","Palmer","Gary","Alabama","Republican","District 6"
"298","Pascrell","Bill Jr","New Jersey","Democrat","District 9"
"299","Paulsen","Erik","Minnesota","Republican","District 3"
"300","Payne","Donald M Jr","New Jersey","Democrat","District 10"
"301","Pearce","Steve","New Mexico","Republican","District 2"
"302","Pelosi","Nancy","California","Democrat","District 12"
"303","Perlmutter","Ed","Colorado","Democrat","District 7"
"304","Perry","Scott","Pennsylvania","Republican","District 4"
"305","Peters","Scott","California","Democrat","District 52"
"306","Peterson","Collin","Minnesota","Democrat","District 7"
"307","Pierluisi","Pedro","Puerto Rico","Democrat","At Large"
"308","Pingree","Chellie","Maine","Democrat","District 1"
"309","Pittenger","Robert","North Carolina","Republican","District 9"
"310","Pitts","Joe","Pennsylvania","Republican","District 16"
"311","Plaskett","Stacey","Virgin Islands","Democrat","At Large"
"312","Pocan","Mark","Wisconsin","Democrat","District 2"
"313","Poe","Ted","Texas","Republican","District 2"
"314","Poliquin","Bruce","Maine","Republican","District 2"
"315","Polis","Jared","Colorado","Democrat","District 2"
"316","Pompeo","Mike","Kansas","Republican","District 4"
"317","Posey","Bill","Florida","Republican","District 8"
"318","Price","David","North Carolina","Democrat","District 4"
"319","Price","Tom","Georgia","Republican","District 6"
"320","Quigley","Mike","Illinois","Democrat","District 5"
"321","Radewagen","Amata Coleman","American Samoa","Republican","At Large"
"322","Rangel","Charles B","New York","Democrat","District 13"
"323","Ratcliffe","John","Texas","Republican","District 4"
"324","Reed","Tom","New York","Republican","District 23"
"325","Reichert","Dave","Washington","Republican","District 8"
"326","Renacci","Jim","Ohio","Republican","District 16"
"327","Ribble","Reid","Wisconsin","Republican","District 8"
"328","Rice","Kathleen","New York","Democrat","District 4"
"329","Rice","Tom","South Carolina","Republican","District 7"
"330","Richmond","Cedric","Louisiana","Democrat","District 2"
"331","Rigell","Scott","Virginia","Republican","District 2"
"332","Roby","Martha","Alabama","Republican","District 2"
"333","Rodgers","Cathy McMorris","Washington","Republican","District 5"
"334","Roe","Phil","Tennessee","Republican","District 1"
"335","Rogers","Hal","Kentucky","Republican","District 5"
"336","Rogers","Mike D","Alabama","Republican","District 3"
"337","Rohrabacher","Dana","California","Republican","District 48"
"338","Rokita","Todd","Indiana","Republican","District 4"
"339","Rooney","Tom","Florida","Republican","District 17"
"340","Ros-Lehtinen","Ileana","Florida","Republican","District 27"
"341","Roskam","Peter","Illinois","Republican","District 6"
"342","Ross","Dennis","Florida","Republican","District 15"
"343","Rothfus","Keith J","Pennsylvania","Republican","District 12"
"344","Rouzer","David","North Carolina","Republican","District 7"
"345","Roybal-Allard","Lucille","California","Democrat","District 40"
"346","Royce","Ed","California","Republican","District 39"
"347","Ruiz","Raul","California","Democrat","District 36"
"348","Ruppersberger","Dutch","Maryland","Democrat","District 2"
"349","Rush","Bobby","Illinois","Democrat","District 1"
"350","Russell","Steven","Oklahoma","Republican","District 5"
"351","Ryan","Paul","Wisconsin","Republican","District 1"
"352","Ryan","Tim","Ohio","Democrat","District 13"
"353","Salmon","Matt","Arizona","Republican","District 5"
"354","Sanchez","Linda","California","Democrat","District 38"
"355","Sanchez","Loretta","California","Democrat","District 46"
"356","Sanford","Mark","South Carolina","Republican","District 1"
"357","Sarbanes","John","Maryland","Democrat","District 3"
"358","Scalise","Steve","Louisiana","Republican","District 1"
"359","Schakowsky","Jan","Illinois","Democrat","District 9"
"360","Schiff","Adam","California","Democrat","District 28"
"361","Schrader","Kurt","Oregon","Democrat","District 5"
"362","Schultz","Debbie Wasserman","Florida","Democrat","District 23"
"363","Schweikert","David","Arizona","Republican","District 6"
"364","Scott","Austin","Georgia","Republican","District 8"
"365","Scott","Bobby","Virginia","Democrat","District 3"
"366","Scott","David","Georgia","Democrat","District 13"
"367","Sensenbrenner","Jim","Wisconsin","Republican","District 5"
"368","Serrano","Jose E","New York","Democrat","District 15"
"369","Sessions","Pete","Texas","Republican","District 32"
"370","Sewell","Terri","Alabama","Democrat","District 7"
"371","Sherman","Brad","California","Democrat","District 30"
"372","Shimkus","John","Illinois","Republican","District 15"
"373","Shuster","Bill","Pennsylvania","Republican","District 9"
"374","Simpson","Mike","Idaho","Republican","District 2"
"375","Sinema","Kyrsten","Arizona","Democrat","District 9"
"376","Sires","Albio","New Jersey","Democrat","District 8"
"377","Slaughter","Louise M","New York","Democrat","District 25"
"378","Smith","Adam","Washington","Democrat","District 9"
"379","Smith","Adrian","Nebraska","Republican","District 3"
"380","Smith","Chris","New Jersey","Republican","District 4"
"381","Smith","Jason","Missouri","Republican","District 8"
"382","Smith","Lamar","Texas","Republican","District 21"
"383","Speier","Jackie","California","Democrat","District 14"
"384","Stefanik","Elise","New York","Republican","District 21"
"385","Stewart","Chris","Utah","Republican","District 2"
"386","Stivers","Steve","Ohio","Republican","District 15"
"387","Stutzman","Marlin","Indiana","Republican","District 3"
"388","Swalwell","Eric","California","Democrat","District 15"
"389","Takano","Mark","California","Democrat","District 41"
"390","Thompson","Bennie G","Mississippi","Democrat","District 2"
"391","Thompson","Glenn","Pennsylvania","Republican","District 5"
"392","Thompson","Mike","California","Democrat","District 5"
"393","Thornberry","Mac","Texas","Republican","District 13"
"394","Tiberi","Pat","Ohio","Republican","District 12"
"395","Tipton","Scott","Colorado","Republican","District 3"
"396","Titus","Dina","Nevada","Democrat","District 1"
"397","Tonko","Paul","New York","Democrat","District 20"
"398","Torres","Norma","California","Democrat","District 35"
"399","Trott","Dave","Michigan","Republican","District 11"
"400","Tsongas","Niki","Massachusetts","Democrat","District 3"
"401","Turner","Michael R","Ohio","Republican","District 10"
"402","Upton","Fred","Michigan","Republican","District 6"
"403","Valadao","David","California","Republican","District 21"
"404","Van Hollen","Chris","Maryland","Democrat","District 8"
"405","Vargas","Juan","California","Democrat","District 51"
"406","Veasey","Marc","Texas","Democrat","District 33"
"407","Vela","Filemon","Texas","Democrat","District 34"
"408","Velazquez","Nydia","New York","Democrat","District 7"
"409","Visclosky","Pete","Indiana","Democrat","District 1"
"410","Wagner","Ann","Missouri","Republican","District 2"
"411","Walberg","Tim","Michigan","Republican","District 7"
"412","Walden","Greg","Oregon","Republican","District 2"
"413","Walker","Mark","North Carolina","Republican","District 6"
"414","Walorski","Jackie","Indiana","Republican","District 2"
"415","Walters","Mimi","California","Republican","District 45"
"416","Walz","Tim","Minnesota","Democrat","District 1"
"417","Waters","Maxine","California","Democrat","District 43"
"418","Weber","Randy","Texas","Republican","District 14"
"419","Webster","Daniel","Florida","Republican","District 10"
"420","Welch","Peter","Vermont","Democrat","District 1"
"421","Wenstrup","Brad","Ohio","Republican","District 2"
"422","Westerman","Bruce","Arkansas","Republican","District 4"
"423","Westmoreland","Lynn A","Georgia","Republican","District 3"
"424","Whitfield","Ed","Kentucky","Republican","District 1"
"425","Williams","Roger","Texas","Republican","District 25"
"426","Wilson","Frederica","Florida","Democrat","District 24"
"427","Wilson","Joe","South Carolina","Republican","District 2"
"428","Wittman","Rob","Virginia","Republican","District 1"
"429","Womack","Steve","Arkansas","Republican","District 3"
"430","Woodall","Rob","Georgia","Republican","District 7"
"431","Yarmuth","John","Kentucky","Democrat","District 3"
"432","Yoder","Kevin","Kansas","Republican","District 3"
"433","Yoho","Ted","Florida","Republican","District 3"
"434","Young","David","Iowa","Republican","District 3"
"435","Young","Don","Alaska","Republican","District 1"
"436","Young","Todd","Indiana","Republican","District 9"
"437","Zeldin","Lee","New York","Republican","District 1"
"438","Zinke","Ryan","Montana","Republican","District 1"
