"","LastName","FirstName","State","Party","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","member_id","Alias"
"343","Schneider","Brad","IL","D",3559,0,0,15,17209,385,"S001190",NA
"344","Schrader","Kurt","OR","D",75250,1000,3500,14250,500,1000,"S001180",NA
"345","Schrier","Kim","WA","D",6255,0,100,2716,58130,6917,"S001216",NA
"346","Schultz Wasserman","Debbie","FL","D",0,0,0,0,0,0,"W000797",NA
"347","Schweikert","David","AZ","R",40950,0,6000,1500,0,5400,"S001183",NA
"348","Scott","Austin","GA","R",3500,0,500,0,0,0,"S001189",NA
"349","Scott","Bobby","VA","D",0,0,0,0,1500,0,"S000185",NA
"350","Scott","David","GA","D",1000,0,0,0,0,0,"S001157",NA
"351","Sensenbrenner","Jim","WI","R",10500,0,0,0,0,0,"S000244","Jr."
"352","Serrano","Jose E","NY","D",0,0,0,0,1750,0,"S000248",NA
"353","Sewell","Terri","AL","D",16750,2500,2500,1000,0,0,"S001185",NA
"354","Shalala","Donna","FL","D",40,0,0,0,7773,5202,"S001206",NA
"355","Sherman","Brad","CA","D",0,0,0,0,1000,500,"S000344",NA
"356","Sherrill","Mikie","NJ","D",8353,0,0,250,21847,4696,"S001207",NA
"357","Shimkus","John","IL","R",148250,14000,29000,30000,0,24400,"S000364",NA
"358","Simpson","Mike","ID","R",47500,1000,13500,5000,3500,3200,"S001148",NA
"359","Sires","Albio","NJ","D",1000,0,0,1000,500,2500,"S001165",NA
"360","Slotkin","Elissa","MI","D",13517,0,0,5900,56414,3839,"S001208",NA
"361","Small Torres","Xochitl","NM","D",0,0,0,0,0,0,"T000484",NA
"362","Smith","Adam","WA","D",0,0,0,0,4500,1700,"S000510",NA
"363","Smith","Adrian","NE","R",19000,1500,1500,0,0,23000,"S001172",NA
"364","Smith","Chris","NJ","R",18956,0,0,0,0,0,"S000522",NA
"365","Smith","Jason","MO","R",40500,2000,5500,4000,0,14000,"S001195",NA
"366","Smucker","Lloyd","PA","R",70071,5000,11400,13052,0,1000,"S001199",NA
"367","Soto","Darren","FL","D",750,0,600,750,4120,2500,"S001200",NA
"368","Spanberger","Abigail","VA","D",4551,0,0,1107,35031,11295,"S001209",NA
"369","Spano","Ross","FL","R",6000,0,0,0,0,0,"S001210",NA
"370","Speier","Jackie","CA","D",0,0,0,0,2900,0,"S001175",NA
"371","Stanton","Greg","AZ","D",2756,0,5250,2500,8183,505,"S001211",NA
"372","Stauber","Pete","MN","R",33050,2700,10950,1500,0,0,"S001212",NA
"373","Stefanik","Elise","NY","R",45500,0,0,5000,10850,13943,"S001196",NA
"374","Steil","Bryan","WI","R",46100,7700,7700,5000,0,900,"S001213",NA
"375","Steube","Greg","FL","R",10000,0,0,0,0,0,"S001214",NA
"376","Stevens","Haley","MI","D",2822,0,0,12,15853,5186,"S001215",NA
"377","Stewart","Chris","UT","R",85650,4200,7200,0,0,0,"S001192",NA
"378","Stivers","Steve","OH","R",96500,21000,70475,13000,0,2000,"S001187",NA
"379","Suozzi","Tom","NY","D",2701,0,0,0,17850,0,"S001201",NA
"380","Swalwell","Eric","CA","D",25558,0,0,3000,3965,3361,"S001193",NA
"381","Takano","Mark","CA","D",0,0,0,0,1604,0,"T000472",NA
"382","Taylor","Van","TX","R",121769,0,3700,0,0,0,"T000479",NA
"383","Thompson","Bennie G","MS","D",9500,0,0,4500,2000,0,"T000193",NA
"384","Thompson","Glenn","PA","R",80100,9216,14916,15000,0,0,"T000467",NA
"385","Thompson","Mike","CA","D",22000,0,0,1000,3025,8000,"T000460",NA
"386","Thornberry","Mac","TX","R",48925,0,1000,0,0,4000,"T000238",NA
"387","Tiffany","Tom","WI","R",0,0,0,0,0,0,"T000165",NA
"388","Timmons","William","SC","R",5200,0,0,0,0,16700,"T000480",NA
"389","Tipton","Scott","CO","R",106350,8500,33149,11300,0,0,"T000470",NA
"390","Titus","Dina","NV","D",2500,0,7500,2500,2033,0,"T000468",NA
"391","Tlaib","Rashida","MI","D",-2359,0,0,2,3779,255,"T000481",NA
"392","Tonko","Paul","NY","D",24475,0,0,8000,4153,22290,"T000469",NA
"393","Torres","Norma","CA","D",4000,0,0,6000,600,2500,"T000474",NA
"394","Trahan","Lori","MA","D",2600,0,5400,0,5260,6029,"T000482",NA
"395","Trone","David","MD","D",0,0,0,0,0,2700,"T000483",NA
"396","Turner","Michael R","OH","R",15200,0,1000,0,0,0,"T000463",NA
"397","Underwood","Lauren A","IL","D",5266,0,0,51,23011,2680,"U000040",NA
"398","Upton","Fred","MI","R",151250,2500,7500,49300,0,0,"U000031",NA
"399","Van Drew","Jeff","NJ","R",0,0,0,0,0,0,"V000133",NA
"400","Vargas","Juan","CA","D",2000,0,0,0,500,3500,"V000130",NA
"401","Veasey","Marc","TX","D",64006,0,0,3000,1000,0,"V000131",NA
"402","Vela","Filemon","TX","D",36006,0,0,7000,1000,1000,"V000132",NA
"403","Velazquez","Nydia","NY","D",9,0,0,0,1500,2500,"V000081",NA
"404","Visclosky","Pete","IN","D",7051,0,2000,2000,0,2000,"V000108",NA
"405","Wagner","Ann","MO","R",27500,8000,13000,3000,0,1000,"W000812",NA
"406","Walberg","Tim","MI","R",69400,1000,17500,4500,0,0,"W000798",NA
"407","Walden","Greg","OR","R",290750,14000,37000,29800,0,8400,"W000791",NA
"408","Walker","Mark","NC","R",30200,0,0,0,0,0,"W000819",NA
"409","Walorski","Jackie","IN","R",63450,5500,10500,4500,1000,7000,"W000813",NA
"410","Waltz","Michael","FL","R",17825,0,0,0,0,2700,"W000823",NA
"411","Waters","Maxine","CA","D",4250,0,0,0,2375,0,"W000187",NA
"412","Watkins","Steve","KS","R",27700,0,0,0,0,14550,"W000824",NA
"413","Weber","Randy","TX","R",94550,0,8100,15850,0,0,"W000814",NA
"414","Webster","Daniel","FL","R",3000,0,300,0,0,0,"W000806",NA
"415","Welch","Peter","VT","D",18000,0,0,3000,2451,50,"W000800",NA
"416","Wenstrup","Brad","OH","R",15700,10225,10225,1000,0,0,"W000815",NA
"417","Westerman","Bruce","AR","R",73400,1000,4000,2000,0,250,"W000821",NA
"418","Wexton","Jennifer","VA","D",6494,0,2,2031,30079,12080,"W000825",NA
"419","Wild","Susan","PA","D",93,0,2,2,18520,63,"W000826",NA
"420","Williams","Roger","TX","R",95450,0,0,5400,0,0,"W000816",NA
"421","Wilson","Frederica","FL","D",0,0,0,0,1000,0,"W000808",NA
"422","Wilson","Joe","SC","R",25300,0,0,1000,0,2700,"W000795",NA
"423","Wittman","Rob","VA","R",21615,0,0,8500,500,0,"W000804",NA
"424","Womack","Steve","AR","R",43650,0,0,1000,0,0,"W000809",NA
"425","Woodall","Rob","GA","R",16500,0,500,2500,1000,0,"W000810",NA
"426","Wright","Ron","TX","R",34800,0,1000,0,0,0,"W000827",NA
"427","Yarmuth","John","KY","D",0,0,0,0,0,0,"Y000062",NA
"428","Yoho","Ted","FL","R",4500,0,0,3000,0,0,"Y000065",NA
"429","Young","Don","AK","R",56250,2000,18450,2000,0,0,"Y000033",NA
"430","Zeldin","Lee","NY","R",52775,2500,2500,4000,0,1125,"Z000017",NA
