LastName,FirstName,StateAbbreviation.x,Party.x,Amount.oil,Amount.coal,Amount.mining,Amount.gas,Amount.env,Amount.alt_en
Curbelo,Carlos,FL,R,55400,0,0,4000,10750,7000
Curtis,John,UT,R,0,0,0,0,0,0
Davidson,Warren,OH,R,5416,0,1002,25,100,0
Davis,Danny K,IL,D,0,0,0,0,0,0
Davis,Rodney,IL,R,61750,5100,8100,15500,0,31500
Davis,Susan,CA,D,0,0,0,0,5200,1000
DeFazio,Peter,OR,D,5500,0,0,0,3112,40
DeGette,Diana,CO,D,0,0,1000,0,11150,0
Delaney,John K,MD,D,0,0,0,0,0,0
DeLauro,Rosa,CT,D,0,0,4575,0,5000,500
DelBene,Suzan,WA,D,10000,0,0,0,33957,300
Demings,Val,FL,D,6,0,0,6,9472,0
Denham,Jeff,CA,R,189499,1000,6200,42999,0,2500
Desaulnier,Mark,CA,D,8000,0,0,0,3750,1500
Desjarlais,Scott,TN,R,8400,800,800,0,0,0
Deutch,Ted,FL,D,3500,0,0,0,2500,2000
Diaz-Balart,Mario,FL,R,6000,0,0,3500,1000,0
Dingell,Debbie,MI,D,14200,0,0,4000,5027,250
Doggett,Lloyd,TX,D,10800,0,0,0,2750,0
Donovan,Dan,NY,R,26000,0,0,1000,0,0
Doyle,Mike,PA,D,26000,0,1500,19000,2477,250
Duffy,Sean P,WI,R,0,0,0,0,0,0
Duncan,Jeff,SC,R,44750,0,0,10500,5000,2000
Duncan,John J Jr,TN,R,0,0,0,0,0,0
Dunn,Neal,FL,R,500,0,0,0,0,0
Ellison,Keith,MN,D,7663,0,0,0,17245,1466
Emmer,Tom,MN,R,10950,0,1000,300,0,27493
Engel,Eliot,NY,D,11200,0,2700,0,1000,2000
Eshoo,Anna,CA,D,0,0,0,0,14500,7700
Espaillat,Adriano,NY,D,500,0,0,0,1022,2500
Estes,Ron,KS,R,0,0,0,0,0,41700
Esty,Elizabeth,CT,D,3700,0,1600,3700,27659,0
Evans,Dwight,PA,D,5400,0,0,0,2750,0
Faso,John,NY,R,58575,1000,1000,7500,0,11449
Ferguson,Drew,GA,R,11750,0,0,2500,0,0
Fitzpatrick,Brian,PA,R,31400,0,0,9000,500,750
Fleischmann,Chuck,TN,R,17200,3000,5000,4500,0,0
Flores,Bill,TX,R,223400,500,3500,17500,1000,0
Fortenberry,Jeff,NE,R,500,0,0,0,6400,1000
Foster,Bill,IL,D,19350,0,0,5400,28519,9610
Foxx,Virginia,NC,R,19250,2000,4500,5000,0,0
Frankel,Lois,FL,D,1000,0,5,0,3910,1
Frelinghuysen,Rodney,NJ,R,23000,2000,5000,5500,0,0
Fudge,Marcia,OH,D,-600,0,0,1000,1000,0
Gabbard,Tulsi,HI,D,6800,0,0,0,5000,939
Gaetz,Matt,FL,R,6000,0,0,0,0,0
Gallagher,Mike,WI,R,36900,0,2000,0,0,0
Gallego,Ruben,AZ,D,3000,0,0,1500,9960,11000
Garamendi,John,CA,D,1000,0,0,1000,5327,2500
Garrett,Tom,VA,R,15400,2700,2700,2000,0,0
Gianforte,Greg,MT,R,0,0,0,0,0,350
Gibbs,Bob,OH,R,34000,2000,8000,2000,1000,1000
Gohmert,Louis B Jr,TX,R,0,0,0,0,0,0
Gomez,Jimmy,CA,D,1500,0,0,1500,1000,2550
Gonzalez,Vicente,TX,D,1000,0,0,0,2500,0
Goodlatte,Bob,VA,R,39950,0,0,5450,0,0
Gosar,Paul,AZ,R,6000,3000,23750,1000,250,3000
Gottheimer,Josh,NJ,D,30303,0,0,5400,27509,6495
Gowdy,Trey,SC,R,28700,0,0,1000,0,0
Granger,Kay,TX,R,72350,0,0,0,0,1000
Graves,Garret,LA,R,169499,0,7250,35000,20550,2000
Graves,Sam,MO,R,16500,1000,1000,3000,0,8500
Graves,Tom,GA,R,33800,0,20700,3000,0,0
Green,Al,TX,D,24200,0,0,0,0,1000
Green,Gene,TX,D,107700,0,0,41500,0,0
Griffith,Morgan,VA,R,38568,26100,32850,3500,0,250
Grijalva,Raul M,AZ,D,0,0,0,0,0,0
Grisham,Michelle Lujan,NM,D,0,0,0,0,0,0
Grothman,Glenn,WI,R,22150,0,0,0,0,1000
Guthrie,Brett,KY,R,57500,11700,12700,8000,0,0
Gutierrez,Luis V,IL,D,0,0,0,0,0,0
Hanabusa,Colleen,HI,D,3500,0,0,0,0,0
Handel,Karen,GA,R,0,0,0,0,0,100
Harper,Gregg,MS,R,60550,0,1000,8500,0,0
Harris,Andy,MD,R,20500,2000,5000,2000,250,0
Hartzler,Vicky,MO,R,9400,2000,2000,3000,0,3500
Hastings,Alcee,FL,D,0,0,0,0,2000,0
Heck,Dennis,WA,D,1000,0,0,0,8250,250
Hensarling,Jeb,TX,R,70000,0,0,8900,0,0
Hern,Kevin,OK,R,0,0,0,0,0,0
Hice,Jody,GA,R,5000,0,3000,2000,2000,6900
Higgins,Brian M,NY,D,0,0,0,0,0,0
Higgins,Clay,LA,R,7750,0,0,0,0,0
Hill,French,AR,R,34950,0,0,7700,750,0
Himes,Jim,CT,D,3000,0,2600,3000,5209,0
Holding,George,NC,R,54082,1000,1000,5500,0,22800
Hollingsworth,Trey,IN,R,13500,2000,4000,0,0,17000
Hoyer,Steny H,MD,D,0,0,0,0,0,0
Hudson,Richard,NC,R,90900,0,3500,15200,0,1000
Huffman,Jared,CA,D,5000,120,120,5000,27849,1000
Huizenga,Bill,MI,R,17750,0,1000,0,0,0
Hultgren,Randy,IL,R,18000,1000,1000,11000,0,1000
Hunter,Duncan D,CA,R,0,0,0,0,0,0
Hurd,Will,TX,R,337089,1000,3500,20900,0,3400
Issa,Darrell,CA,R,45000,1000,2000,16100,0,1000
Jackson Lee,Sheila,TX,D,0,0,0,0,0,0
Jayapal,Pramila,WA,D,528,1600,1600,0,12350,515
Jeffries,Hakeem,NY,D,1000,0,0,0,2000,25
Jenkins,Evan,WV,R,42600,28600,51200,3000,0,0
Jenkins,Lynn,KS,R,88700,0,13300,11000,0,0
Johnson,Bill,OH,R,127950,25800,38800,40000,1000,2500
Johnson,Eddie Bernice,TX,D,0,0,0,0,0,0
Johnson,Hank,GA,D,0,0,0,0,3500,0
Johnson,Mike,LA,R,64300,0,1000,3000,8100,0
Johnson,Sam,TX,R,37050,0,0,5700,0,0
Jones,Brenda,MI,D,0,0,0,0,0,0
Jones,Walter B Jr,NC,R,0,0,0,0,0,0
Jordan,Jim,OH,R,16000,0,2000,1000,0,0
Joyce,David P,OH,R,0,0,0,0,0,0
Kaptur,Marcy,OH,D,8500,0,2000,4000,1000,0
Katko,John,NY,R,64950,0,0,9000,250,0
Keating,Bill,MA,D,8250,0,0,3000,4000,100
Kelly,Mike,PA,R,76412,37100,40850,21412,0,1500
Kelly,Robin,IL,D,5500,0,0,0,2000,0
Kelly,Trent,MS,R,27450,2700,2700,3000,0,0
Kennedy,Joe III,MA,D,0,0,0,0,0,0
Khanna,Ro,CA,D,2700,0,0,0,5400,5641
Kihuen,Ruben,NV,D,2144,0,2500,500,59040,0
Kildee,Dan,MI,D,500,0,0,0,3573,0
Kilmer,Derek,WA,D,5950,0,0,0,38079,0
Kind,Ron,WI,D,7500,0,0,1000,4775,12375
King,Pete,NY,R,8400,0,0,0,0,0
King,Steven A,IA,R,0,0,0,0,0,0
Kinzinger,Adam,IL,R,67250,1000,4000,16500,0,12500
Knight,Steve,CA,R,50400,0,850,0,0,1000
Krishnamoorthi,Raja,IL,D,15475,0,0,0,24665,12100
Kuster,Ann,NH,D,5,0,0,0,42911,4600
Kustoff,David,TN,R,14100,0,0,0,0,1000
Labrador,Raul,ID,R,14900,250,3750,5500,2000,0
LaHood,Darin,IL,R,56050,5050,7050,14700,0,33600
LaMalfa,Doug,CA,R,27550,0,0,10250,0,2250
Lamb,Conor,PA,D,0,0,0,0,0,4925
Lamborn,Doug,CO,R,67377,15500,38000,8500,1000,0
Lance,Leonard,NJ,R,26200,0,0,7000,0,250
Langevin,Jim,RI,D,500,0,0,0,2000,0
Larsen,Rick,WA,D,34500,0,0,14000,3000,15
Larson,John,CT,D,11000,0,0,3000,2500,0
Latta,Bob,OH,R,78750,0,0,7500,0,3500
Lawrence,Brenda,MI,D,100,0,0,0,4000,0
Lawson,Al,FL,D,0,0,0,0,1012,0
Lee,Barbara,CA,D,2700,0,0,0,17098,185
Lesko,Debbie,AZ,R,0,0,0,0,0,0
Levin,Sander,MI,D,2000,0,0,2000,4750,0
Lewis,Jason,MN,R,14900,0,0,0,0,2700
Lewis,John,GA,D,1500,0,0,0,2000,2633
Lieu,Ted,CA,D,0,0,0,0,7950,25
Lipinski,Daniel,IL,D,6500,0,0,0,0,1000
LoBiondo,Frank,NJ,R,11000,0,0,5500,4500,0
Loebsack,David,IA,D,7250,0,2500,4500,13750,32301
Lofgren,Zoe,CA,D,3700,0,0,0,17100,21600
Long,Billy,MO,R,45000,2500,6000,5500,0,3500
Loudermilk,Barry,GA,R,15250,0,0,1000,0,0
Love,Mia,UT,R,68686,0,3000,3800,200,1195
Lowenthal,Alan,CA,D,11000,0,1000,2000,7223,0
Lowey,Nita M,NY,D,0,0,0,0,0,0
Lucas,Frank D,OK,R,0,0,0,0,0,0
Luetkemeyer,Blaine,MO,R,6000,6400,8400,3000,0,6000
Lujan,Ben Ray,NM,D,0,0,0,0,0,0
Lynch,Stephen,MA,D,2500,0,0,0,0,2500
MacArthur,Thomas,NJ,R,26600,0,0,15900,1500,0
Maloney,Carolyn,NY,D,10805,0,0,5,2500,1500
Maloney,Sean Patrick,NY,D,0,0,0,0,0,0
Marchant,Kenny,TX,R,86450,0,0,15700,0,0
Marino,Tom,PA,R,17750,2950,2950,4250,0,0
Marshall,Roger,KS,R,23000,0,0,6000,0,48693
Massie,Thomas,KY,R,14000,1000,1000,0,0,0
Mast,Brian,FL,R,14700,0,0,0,0,160
Matsui,Doris,CA,D,14500,0,0,1000,6200,5000
McCarthy,Kevin,CA,R,355050,15700,30700,24800,1000,54150
McCaul,Michael,TX,R,111150,0,2000,17100,0,1250
McClintock,Tom,CA,R,20900,0,0,4000,0,1000
McCollum,Betty,MN,D,0,0,0,0,10000,261
McEachin,Donald,VA,D,3000,0,0,3000,15405,9750
McGovern,James P,MA,D,0,0,0,0,0,0
McHenry,Patrick,NC,R,69250,0,0,6500,0,20200
McKinley,David,WV,R,80000,37700,70150,17000,0,0
McNerney,Jerry,CA,D,4500,0,0,2000,46457,12700
McSally,Martha,AZ,R,77161,0,13325,1500,125,0
Meadows,Mark,NC,R,12800,0,0,0,0,0
Meeks,Gregory,NY,D,2500,0,0,0,0,0
Meng,Grace,NY,D,1500,0,0,0,1000,1200
Messer,Luke,IN,R,43400,0,31200,2000,0,0
Mitchell,Paul,MI,R,2750,0,0,0,0,10000
Moolenaar,John,MI,R,10050,0,0,0,0,0
Mooney,Alex,WV,R,35200,20726,31126,9000,0,250
Moore,Gwen,WI,D,0,0,0,0,2000,0
Morelle,Joseph D,NY,D,0,0,0,0,0,0
Moulton,Seth,MA,D,5500,0,0,1000,13100,0
Mullin,Markwayne,OK,R,227850,10000,11000,36800,0,1500
Murphy,Stephanie,FL,D,5430,0,0,0,26440,1255
Nadler,Jerrold,NY,D,5650,0,0,0,7550,0
Napolitano,Grace,CA,D,5000,0,0,5000,2651,2500
Neal,Richard E,MA,D,0,0,0,0,0,0
Newhouse,Dan,WA,R,30400,4000,8000,5150,0,0
Noem,Kristi,SD,R,77150,250,2750,0,500,0
Nolan,Rick,MN,D,1570,0,18941,1041,14667,5146
Norcross,Don,NJ,D,21700,0,2700,7000,1000,0
Norman,Ralph,SC,R,0,0,0,0,0,1000
Norton,Eleanor Holmes,DC,D,0,0,0,0,0,0
Nunes,Devin,CA,R,73500,2000,3000,8500,0,1500
O'Halleran,Tom,AZ,D,250,0,0,0,0,270
O'Rourke,Beto,TX,D,250,0,0,250,0,0
Olson,Pete,TX,R,221200,1000,2000,49800,0,0
Palazzo,Steven,MS,R,41200,0,1000,3500,0,0
Pallone,Frank Jr,NJ,D,0,0,0,0,0,0
Palmer,Gary,AL,R,17300,13300,13300,0,0,0
Panetta,Jimmy,CA,D,500,0,0,0,17100,0
Pascrell,Bill Jr,NJ,D,0,0,0,0,0,0
Paulsen,Erik,MN,R,61799,0,1000,3700,0,1000
Payne,Donald M Jr,NJ,D,0,0,0,0,0,0
Pearce,Steve,NM,R,271906,1000,25400,10000,0,0
Pelosi,Nancy,CA,D,2393,0,0,905,19295,19095
Perlmutter,Ed,CO,D,11950,0,5250,0,9250,0
Perry,Scott,PA,R,35000,0,0,10500,0,0
Peters,Scott,CA,D,9400,0,0,5900,27449,9038
Peterson,Collin,MN,D,35575,1500,4500,0,0,10600
Pingree,Chellie,ME,D,0,0,0,0,7420,0
Pittenger,Robert,NC,R,18900,0,0,13900,0,0
Plaskett,Stacey,VI,D,0,0,0,0,0,0
Pocan,Mark,WI,D,4000,0,0,2000,4100,500
Poe,Ted,TX,R,75000,0,0,7400,0,5000
Poliquin,Bruce,ME,R,54100,0,100,3800,0,3793
Polis,Jared,CO,D,7500,0,0,0,10975,0
Posey,Bill,FL,R,15600,0,0,0,0,0
Price,David,NC,D,6000,0,0,1000,14029,0
Quigley,Mike,IL,D,3700,0,0,0,3900,0
Radewagen,Amata Coleman,AS,R,0,0,0,0,0,0
Raskin,Jamie,MD,D,0,0,0,0,25784,0
Ratcliffe,John,TX,R,40050,0,0,6400,0,0
Reed,Tom,NY,R,121050,0,0,31900,0,40225
Reichert,Dave,WA,R,10000,0,250,4750,0,0
Renacci,Jim,OH,R,53243,0,0,4500,1000,0
Rice,Kathleen,NY,D,5200,0,0,0,13800,0
Rice,Tom,SC,R,15750,0,0,0,0,2000
Richmond,Cedric,LA,D,62500,0,0,5000,3700,0
Roby,Martha,AL,R,21950,7500,7500,2000,0,0
Rochester,Lisa Blunt,DE,D,0,0,0,0,0,0
Rodgers,Cathy McMorris,WA,R,0,0,0,0,0,0
Roe,Phil,TN,R,4500,300,300,0,0,0
Rogers,Hal,KY,R,21800,21400,38400,0,0,0
Rogers,Mike D,AL,R,0,0,0,0,0,0
Rohrabacher,Dana,CA,R,8650,0,0,0,0,0
Rokita,Todd,IN,R,26600,500,2500,0,0,0
Rooney,Francis,FL,R,21600,0,0,0,0,0
Rooney,Tom,FL,R,5000,0,0,0,0,0
Ros-Lehtinen,Ileana,FL,R,9000,0,0,0,1000,0
Rosen,Jacky,NV,D,2600,0,7000,0,38553,0
Roskam,Peter,IL,R,35350,0,0,5450,0,1500
Ross,Dennis,FL,R,13500,0,0,0,0,0
Rothfus,Keith J,PA,R,0,0,0,0,0,0
Rouzer,David,NC,R,23740,0,0,2000,0,3500
Roybal-Allard,Lucille,CA,D,0,0,0,0,3700,0
Royce,Ed,CA,R,49300,0,0,2500,1000,2500
Ruiz,Raul,CA,D,9000,280,280,3500,27078,11150
Ruppersberger,Dutch,MD,D,3500,0,0,2000,2752,0
Rush,Bobby,IL,D,15500,0,0,12000,4000,1000
Russell,Steven,OK,R,93250,0,5400,6500,0,0
Rutherford,John,FL,R,11800,0,0,0,0,2700
Ryan,Paul,WI,R,761678,58860,75290,81975,23920,10600
Ryan,Tim,OH,D,15500,0,0,4000,6400,322
Sanchez,Linda,CA,D,7575,0,0,75,5330,2500
Sanford,Mark,SC,R,7000,0,0,1000,0,4200
Sarbanes,John,MD,D,2100,0,0,0,100,2700
Scalise,Steve,LA,R,285300,6400,13900,26750,0,1435
Scanlon,Mary Gay,PA,D,0,0,0,0,0,0
Schakowsky,Jan,IL,D,15,0,0,0,10750,1500
Schiff,Adam,CA,D,0,0,0,0,1250,3859
Schneider,Brad,IL,D,5961,0,5,15,30354,385
Schrader,Kurt,OR,D,55500,2000,2000,15000,2500,1000
Schultz,Debbie Wasserman,FL,D,0,0,0,0,0,0
Schweikert,David,AZ,R,10000,0,5250,0,0,5400
Scott,Austin,GA,R,3000,0,3000,0,3885,0
Scott,Bobby,VA,D,0,0,0,0,3200,0
Scott,David,GA,D,9250,0,250,2000,0,0
Sensenbrenner,Jim,WI,R,14000,0,1500,0,0,0
Serrano,Jose E,NY,D,0,0,0,0,0,0
Sessions,Pete,TX,R,139550,0,1000,27600,0,0
Sewell,Terri,AL,D,8700,10000,10000,0,0,0
Shea-Porter,Carol,NH,D,190,0,0,17,43880,0
Sherman,Brad,CA,D,5000,0,0,0,0,500
Shimkus,John,IL,R,180582,29200,40700,46000,0,24400
Shuster,Bill,PA,R,198512,25300,39350,64500,0,1000
Simpson,Mike,ID,R,46700,3700,12450,5000,7750,3200
Sinema,Kyrsten,AZ,D,11000,0,7500,2750,0,0
Sires,Albio,NJ,D,3500,0,0,2000,0,2500
Smith,Adam,WA,D,0,0,0,0,0,1700
Smith,Adrian,NE,R,13750,2500,2500,2500,0,23000
Smith,Chris,NJ,R,1000,0,0,0,0,0
Smith,Jason,MO,R,33300,2000,8750,1000,0,14000
Smith,Lamar,TX,R,108400,0,0,0,0,250
Smucker,Lloyd,PA,R,20000,0,0,2000,0,1000
Soto,Darren,FL,D,0,0,0,0,8448,2500
Speier,Jackie,CA,D,0,0,0,0,13800,0
Stefanik,Elise,NY,R,55675,0,0,5500,6650,13943
Stewart,Chris,UT,R,95200,8256,13756,14400,0,0
Stivers,Steve,OH,R,56350,15775,15775,12500,0,2000
Suozzi,Tom,NY,D,0,0,0,0,2262,0
Swalwell,Eric,CA,D,9200,0,500,2000,9900,3361
Takano,Mark,CA,D,0,0,0,0,6300,0
Taylor,Scott,VA,R,10000,0,0,2500,0,0
Tenney,Claudia,NY,R,15950,0,0,3000,0,0
Thompson,Bennie G,MS,D,0,0,0,0,0,0
Thompson,Glenn,PA,R,85550,9250,17250,22200,0,0
Thompson,Mike,CA,D,7500,0,0,0,14000,8000
Thornberry,Mac,TX,R,82175,0,-1000,0,0,4000
Tipton,Scott,CO,R,139100,22400,53400,6500,0,0
Titus,Dina,NV,D,0,0,13000,0,3060,0
Tonko,Paul,NY,D,5400,0,0,4000,11957,22290
Torres,Norma,CA,D,6500,0,0,3500,5200,2500
Trott,Dave,MI,R,4000,0,0,0,0,0
Tsongas,Niki,MA,D,4700,0,0,0,9058,0
Turner,Michael R,OH,R,0,0,0,0,0,0
Upton,Fred,MI,R,229000,4000,8000,52600,0,0
Valadao,David,CA,R,59750,0,3550,1000,0,1250
Vargas,Juan,CA,D,0,0,0,0,1000,3500
Veasey,Marc,TX,D,71800,0,0,2000,1000,0
Vela,Filemon,TX,D,35000,0,0,7000,0,1000
Velazquez,Nydia,NY,D,0,0,0,0,1000,2500
Visclosky,Pete,IN,D,8000,0,2000,2000,0,2000
Wagner,Ann,MO,R,45500,12900,14900,6000,0,1000
Walberg,Tim,MI,R,49450,12500,28500,1000,0,0
Walden,Greg,OR,R,151900,3500,7500,18000,0,8400
Walker,Mark,NC,R,7000,0,0,0,0,0
Walorski,Jackie,IN,R,28500,2000,4000,0,0,7000
Walters,Mimi,CA,R,63250,0,100,5000,0,2000
Walz,Tim,MN,D,15500,0,0,0,300,0
Waters,Maxine,CA,D,5000,0,0,0,4700,0
Weber,Randy,TX,R,66550,0,3700,5750,0,0
Webster,Daniel,FL,R,6300,0,600,0,0,0
Welch,Peter,VT,D,20052,0,0,7000,4650,50
Wenstrup,Brad,OH,R,7000,5400,5400,1000,0,0
Westerman,Bruce,AR,R,41200,1000,2000,3000,0,250
Wild,Susan,PA,D,0,0,0,0,0,63
Williams,Roger,TX,R,136250,0,0,0,0,0
Wilson,Frederica,FL,D,0,0,0,0,4566,0
Wilson,Joe,SC,R,14000,0,0,0,0,2700
Wittman,Rob,VA,R,13250,0,0,0,2750,0
Womack,Steve,AR,R,16500,0,0,3000,0,0
Woodall,Rob,GA,R,18500,0,0,2000,0,0
Yarmuth,John,KY,D,250,0,0,0,1850,0
Yoder,Kevin,KS,R,49375,0,13800,2000,0,51400
Yoho,Ted,FL,R,9150,0,0,3750,0,0
Young,David,IA,R,25000,0,0,2500,0,54750
Young,Don,AK,R,59700,2000,20000,0,1500,0
Zeldin,Lee,NY,R,65663,0,0,7250,0,1125
